Given_ID_Clean,Final ID,Missing ID or ID Uncertain,duplicated
munson,munson sweet,,False
mun's sweet,munson sweet,,False
mt. sweet,,?,False
mt. greening,,?,False
mountain sweet,,?,False
mountain strawberry,,?,False
mount vernon,,?,False
mother sweet,,?,False
mother of pearl,,?,False
mother apple,mother,,False
mother,mother,,False
moses wood,moses wood,,False
morton,,?,False
morse early,,?,False
morcean,,?,False
moore's sweet,,?,False
moore's seedling,,?,False
moor's river russet,,?,False
moody sweet,,?,False
moody,moody,,False
montreal peach,peach of montreal,,False
montreal beauty crab,montreal beauty crab,,False
monstoon,,?,False
monster pippin,gloria mundi,,False
monster apple,gloria mundi,,False
monson's sweet,munson sweet,,False
monson sweet,munson sweet,,False
monroe sweet,monroe sweet,,False
monmouth pippin,monmouth,,False
monmouth black twig,mammoth black twig,,False
monmouth,monmouth,,False
monmoth pippin,monmouth,,False
monarch,,?,False
molasses sweet,,?,False
mohawk,,?,False
mocher,,?,False
minnesota,,?,False
minister,minister,,False
milton,milton,,False
millwig,milden,,False
milding,milden,,False
mildew,milden,,False
milden,milden,,False
mild sour,,?,False
miland,milden,,False
middling,milden,,False
michigan greening,,?,False
michigan early harvest,,?,False
mexican,mexico,,False
merrill,,?,False
melon,melon,,False
mellon apple,melon,,False
mellen's favorite,,?,False
mellen sweet,,?,False
melden,milden,,False
mealy apple,,?,False
meallhy,wealthy,,False
mclellan,mclellan,,False
mcintosh red,mcintosh,,False
mcintosh,mcintosh,,False
mcclellan,mclellan,,False
mays apple,,?,False
maxim seedling,maxim seedling,,False
mawn,,?,False
mathews stripe,lyscom,,False
massachusetts porter,,?,False
mass. greening,,?,False
mason,,?,False
mary's apple,,?,False
martha's crab,martha crab,,False
martha stripe,lyscom,,False
martha crab,martha crab,,False
marston,marston,,False
marshal,,?,False
marling russet,,?,False
marie louise,marie louise,,False
maria louise,marie louise,,False
marguerite,,?,False
marengo crab,,?,False
marde maidens blush,,?,False
marblehead,,?,False
mansons sweet,munson sweet,,False
manson sweet,munson sweet,,False
manning,,?,False
mann's,mann,,False
mann apple,mann,,False
mann,mann,,False
manings elizabeth,,?,False
manchester strawberry,,?,False
man,mann,,False
mamoth cathead,,?,False
mammy sweet,,?,False
mammouth pippen,,?,False
mammoth sweet,,?,False
mammoth russet,,?,False
mammoth pippin,,?,False
mammoth greening,,?,False
mammoth,,?,False
mallet,,?,False
male carle,mela carla,,False
maith stripe,lyscom,,False
maine standard,,?,False
maine pippin,,?,False
maine northern spy,,?,False
maine harvey,,?,False
maine harvest,,?,False
maine greening,,?,False
maine beauty,,?,False
maine baldwin,,?,False
maine,mann,,False
main,,?,False
maidens blush,maiden blush,,False
maiden's blush,maiden blush,,False
maiden-blush,maiden blush,,False
maiden blush,maiden blush,,False
magog redstreak,magog redstreak,,False
magog red streak,magog redstreak,,False
magog,magog redstreak,,False
madison strawberry,washington strawberry,,False
madaline,madeleine,,False
mackintosh red,mcintosh,,False
mackintosh greening,mcintosh,,False
mackintosh,mcintosh,,False
macintosh red,mcintosh,,False
macintosh,mcintosh,,False
maan,mann,,False
m. w. greening,northwest greening,,False
m. beauty crab,montreal beauty crab,,False
lyscomb,lyscom,,False
lyscom,lyscom,,False
lymington (striped),,?,False
lutton beauty,sutton beauty,,False
lumberting,,?,False
luister twig,,?,False
lovejoy sweet,,?,False
lovage,,?,False
louise bonnie,louise bonne de jersey,,False
louise bonne de jersey,louise bonne de jersey,,False
louise bonne d'jersey,louise bonne de jersey,,False
louise bon de jersey,louise bonne de jersey,,False
louisa,louise bonne de jersey,,False
louis bonne de jersey,louise bonne de jersey,,False
lost tally,,?,False
loring sweet,,?,False
longfield,longfield,,False
longfellow,,?,False
long stem sweeting,baker sweet,,False
long stem sweet,baker sweet,,False
long stem,baker sweet,,False
long john,long john,,False
long graft,,?,False
long field,longfield,,False
loamice,,?,False
littlefield beauty,,?,False
little nonesuch,,?,False
liscomb,lyscom,,False
lincoln sweet,,?,False
lincoln pippin,winthrop greening,,False
lincoln,,?,False
limbertwig greening,fall harvey,,False
limbertwig,,?,False
limberting,,?,False
limberstring,,?,False
limber twig russet,golden russet of western new york,,False
limber twig greening,fall harvey,,False
limber twig,,?,False
limba twig,,?,False
lewis bon de jersey,louise bonne de jersey,,False
lester sweet,leicester sweet,,False
lemon sweet,,?,False
lemon apple,,?,False
lee,,?,False
leafless greening,fall harvey,,False
leafless,fall harvey,,False
lead apple,,?,False
lawson,,?,False
lawrence,st. lawrence,,True
lawrence,lawrence,,True
lawrence,,?,True
lawler,lawver,,False
late winter,,?,False
late sweet,,?,False
late strawberry,late strawberry,,False
late pippin,,?,False
late mcintosh,,?,False
late astrachan,,?,False
large yellow bough,sweet bough,,False
langfield,longfield,,False
lancaster,,?,False
lake,lake,,False
lady sweet,lady sweet,,False
lady suffield,,?,False
lady haley,,?,False
lady elgin crab,,?,False
lady crab,lady,,False
lady apple,lady,,False
ladies' sweeting,lady sweet,,False
ladies' sweet,lady sweet,,False
ladies sweet,lady sweet,,False
ladies blush,,?,False
ladie's sweet,lady sweet,,False
la rue,,?,False
kuffer,,?,False
koonce,,?,False
konkin red stripe,,?,False
knox greening,,?,False
knowlton sweet,,?,False
knowlton,,?,False
kingston russet,,?,False
kings pockit,,?,False
kings pocket,,?,False
king william,,?,False
king tompkins county,king of tompkins county,,False
king tompkins,king of tompkins county,,False
king tompkin,king of tompkins county,,False
king sweeting,,?,False
king sweet,,?,False
king pippin,,?,False
king philip sweet,,?,False
king of tompkins county,king of tompkins county,,False
king of tompkins co.,king of tompkins county,,False
king of tompkins,king of tompkins county,,False
king of thompkins co.,king of tompkins county,,False
king of franklin co.,,?,False
king of dilliam,,?,False
king edward,,?,False
king david,king david,,False
king,king of tompkins county,,False
kimball,winthrop greening,,False
kilmhill,kilham hill,,False
killum hill,kilham hill,,False
killham hill,kilham hill,,False
killhain hill,kilham hill,,False
killernhill,kilham hill,,False
killen hill,kilham hill,,False
killam hill,kilham hill,,False
kiffer,keiffer,,False
kieffer,keiffer,,False
keswick codling,keswick codlin,,False
kerwicks codlin,keswick codlin,,False
kenwick codlin,keswick codling,,False
kentuck red,,?,False
kennebec greening,winthrop greening,,False
kennebec,winthrop greening,,False
kellum hill,kilham hill,,False
kellomell,kilham hill,,False
keiffer,keiffer,,False
keeper,keiffer,,False
kavanah russett,kavanagh russet,,False
kavanah russet,kavanagh russet,,False
kavanagh graft,kavanagh russet,,False
kavanagh,kavanagh russet,,False
kaneas red,arkansas red,,False
kalm hill,killum hill,,False
justin,,?,False
juneating,fall jenneting,,False
jumbo,,?,False
julienne,,?,False
judy sweet,,?,False
joshua sweet,,?,False
joseph's choice,,?,False
jordan sweet,,?,False
jonathan sweet,,?,False
jonathan,jonathan,,False
johnson russet,,?,False
joe sweet,,?,False
jillyflower,black gilliflower,,False
jilly flower,black gilliflower,,False
jilliflower,black gilliflower,,False
jewetts,jewett's fine red,,False
jewett's fine red,jewett's fine red,,False
jersey sweeting,jersey sweet,,False
jersey sweet,jersey sweet,,False
jersey pippin,,?,False
jersey greening,,?,False
jersey crab,,?,False
jersey,,?,False
jenny swett,jersey sweet,,False
jennetting,,?,False
jennet's red,jewett's fine red,,False
jenetin,fall jenneting,,False
jelly flower,black gilliflower,,False
jelly crab,,?,False
jelly apple,black gilliflower,,False
jelliflower,black gilliflower,,False
jelley flower,black gilliflower,,False
jeffries,jeffries,,False
jeannette,fall jenneting,,False
jeanetting,fall jenneting,,False
january russet,,?,False
janettion,fall jenneting,,False
janetting,fall jenneting,,False
jacobs sweet,jacob sweet,,False
jacob's sweet,jacob sweet,,False
jacob sweet,jacob sweet,,False
jacksons best,jacksons best,,False
jackson sweet,,?,False
jackson greening,,?,False
jack sweet,,?,False
jabe,jabe,,False
italian russet,italian russet,,False
ironstone,,?,False
iron clad greening,,?,False
iron ball,,?,False
ingalls,,?,False
indian queen,indian queen,,False
improved pumpkin sweet,,?,False
improved greening,,?,False
improved fameuse,,?,False
improved ben davis,,?,False
imperial sweet,,?,False
imperial,,?,False
idaho,idaho,,False
hyssop crab,hyslop crab,,False
hysop crab,hyslop crab,,False
hyslops crab,hyslop crab,,False
hyslop crab,hyslop crab,,False
hyslop,hyslop crab,,False
huston pippin,,?,False
hurlebut,hurlbut,,False
hurlbut,hurlbut,,False
hurlburt,hurlbut,,False
hurlbert stripe,hurlbut,,False
hurlbert,hurlbut,,False
hurbert,hurlbut,,False
hunter,,?,False
hunt's red,,?,False
hunt russett,hunt russet,,False
hunt russet,hunt russet,,False
hungarian crab,,?,False
hulbert,hurlbut,,False
hubertson monarch,hubbardston nonesuch,,False
hubbardstons nonesuch,hubbardston nonesuch,,False
hubbardstone,hubbardston nonesuch,,False
hubbardston's nonesuch,hubbardston nonesuch,,False
hubbardston nonsuch,hubbardston nonesuch,,False
hubbardston nonesuch,hubbardston nonesuch,,False
hubbardston none such,hubbardston nonesuch,,False
hubbardston,hubbardston nonesuch,,False
hubbardsten,hubbardston nonesuch,,False
hubbardstein,hubbardston nonesuch,,False
hubbardson's nonsuch,hubbardston nonesuch,,False
hubbardson nonsuch,hubbardston nonesuch,,False
hubbardson,hubbardston nonesuch,,False
hubbard nonesuch,hubbardston nonesuch,,False
hubbard,hubbardston nonesuch,,False
hub. nonsuch,hubbardston nonesuch,,False
hub. nonesuch,hubbardston nonesuch,,False
hub. non.,hubbardston nonesuch,,False
hoyt's sweet,hoyt,,False
hoyt sweet,hoyt,,False
hoyt,hoyt,,False
howell winter,,?,False
howell,howell,,False
howe,,?,False
houston,,?,False
house,,?,False
houdan,,?,False
horther,mother,,False
honey sweet,cummings sweet,,True
honey sweet,,?,True
honey pink,honey pink,,False
honey,,?,False
home sweet,holmes sweet,,False
holman's russet,holman russet,,False
holman sweet,tolman sweet,,False
holman russet,holman russet,,False
holly water,fallawater,,False
holly,holly or hawley,,True
holly,,?,True
holland pippin,,?,False
hobbs' best crab,hobbs' best crab,,False
hobbs favorite,hobbs favorite,,False
hislop crab,hyslop crab,,False
hilton,,?,False
hightop sweeting,hightop sweet,,False
hightop sweet,hightop sweet,,False
hightop,hightop sweet,,False
high-top sweet,hightop sweet,,False
high top sweeting,hightop sweet,,False
high top sweet,hightop sweet,,False
high sweet,hightop sweet,,False
higgins greening,,?,False
hibbs,,?,False
hess,,?,False
hersey greening,,?,False
herrman's favorite,,?,False
herlbert,hurlbut,,False
henrietta sweet,,?,False
hendrick's sweet,,?,False
henderson sweet,,?,False
head russet,kavanagh russet,,False
haynes sweet,,?,False
hayford's sweet,hayford sweet,,False
hayford's sour,hayford's sour,,False
hay boy,,?,False
hawthornden,hawthornden,,False
hawthawden,hawthornden,,False
hawley,hawley,,False
hautboy,,?,False
hass,haas,,False
haskell sweet,,?,False
harvey sweet,,?,False
harvey greening,fall harvey,,False
harvey apple,fall harvey,,False
harvey,fall harvey,,False
harvest sweet,,?,False
harvest queen,,?,False
harvest greenings,fall harvey,,False
harvest,,?,False
harvard,,?,False
hartford sweet,,?,False
hartford,,?,False
hart's red,,?,False
hart's,,?,False
hardy's winter,,?,False
hardy sweet,,?,False
hardy greening,,?,False
hardy,beurre hardy,,True
hardy,,?,True
harding,,?,False
hard to beat,,?,False
hamilton graft,,?,False
hallowell pippin,,?,False
halbert,hurlbut,,False
hacked apple,,?,False
haas,haas,,False
haar,haas,,False
h. top sweet,hightop sweet,,False
h. nonesuch,hubbardston nonesuch,,False
gushee,gushee,,False
gurrington,,?,False
gurnthay,,?,False
gum golden,,?,False
guiner golden,grimes golden,,False
grimes' golden,grimes golden,,False
grimes golden pippin,grimes golden,,False
grimes golden,grimes golden,,False
grimes,grimes golden,,False
grime's golden,grimes golden,,False
grimace,,?,False
grey russet,pomme grise,,False
grey pippin,,?,False
greening,,?,False
green sweet,green sweet,,False
green russet,,?,False
green mountain,,?,False
green cooking,,?,False
green baldwin,,?,False
green,,?,False
great eastern,gravenstein,,False
gray russet,pomme grise,,False
graveston,gravenstein,,False
gravenstine,gravenstein,,False
gravenstein,gravenstein,,False
graveline,gravenstein,,False
graton pippin,,?,False
granite beauty,granite beauty,,False
granite,granite beauty,,False
granit beauty,granite beauty,,False
grandmother,grandmother,,False
grand sachem,,?,False
grand isle,,?,False
graden pippin,,?,False
governor,,?,False
gould's king,,?,False
gott apple,,?,False
gordon russet,,?,False
goodrich,,?,False
goodell,,?,False
goodale,goodale,,False
good minister,minister,,False
golden transparent,yellow transparent,,False
golden sweet,,?,False
golden russett quince,,?,False
golden russett,,?,False
golden russet,,?,False
golden royal,garden royal,,False
golden porter,,?,False
golden pippin,golden pippin,,True
golden pippin,,?,True
golden pearmain,,?,False
golden orb,golden ball,,False
golden harvest,,?,False
golden greening,,?,False
golden flower,,?,False
golden duchess,,?,False
golden delicious,yellow delicious,,False
golden crown,,?,False
golden crab,,?,False
golden bell,golden ball,,False
golden beauty,,?,False
golden ball,golden ball,,False
golden,,?,False
gold ball,golden ball,,False
goding royal,garden royal,,False
goddard,,?,False
glout morceau,,?,False
gloria mundy,gloria mundi,,False
gloria mundi,gloria mundi (of maine),,True
gloria mundi,gloria mundi,,True
gloria munch,gloria mundi,,False
glori mundi,gloria mundi,,False
girflin apple,,?,False
gillyflower,black gilliflower,,False
gilly flower,black gilliflower,,False
gilliflower,black gilliflower,,False
gillieflower,black gilliflower,,False
gillflower,black gilliflower,,False
gilley flower,black gilliflower,,False
gillaflower,black gilliflower,,False
gill flower,black gilliflower,,False
gilford sweet,,?,False
gilflower,black gilliflower,,False
gile flower,black gilliflower,,False
gilden beauty,,?,False
gideon,gideon,,False
gibson sweet,,?,False
giant beauty,granite beauty,,False
ghanvres,,?,False
germantown,,?,False
german red,,?,False
german prince,,?,False
germaine,,?,False
georgia,,?,False
genting,fall jenneting,,False
genniting,fall jenneting,,False
gennetts,fall jenneting,,False
gennett,fall jenneting,,False
genneting,fall jenneting,,False
geniton,fall jenneting,,False
genitin,fall jenneting,,False
genitan,fall jenneting,,False
geneva pippin,,?,False
genetting,fall jenneting,,False
genettin,fall jenneting,,False
genettie,fall jenneting,,False
geneton,fall jenneting,,False
genetin,fall jenneting,,False
genetian,fall jenneting,,False
general grant,general grant crab,,False
genatin,fall jenneting,,False
gen. grant,general grant crab,,False
gen ex,,?,False
geenating,fall genneting,,False
gardner sweet,,?,False
gardner,,?,False
gardiner sweet,garden sweet,,False
garden sweet,garden sweet,,True
garden sweet,,?,True
garden spice,,?,False
garden royal,garden royal,,True
garden royal,,?,True
garden rosy,garden royal,,False
garden pippin,,?,False
garden graft,,?,False
garden fruit,,?,False
garden flat,,?,False
garden beauty,,?,False
garden apple,,?,False
garden,,?,False
garber,,?,False
gans,gano,,False
gano,gano,,False
gang,gano,,False
gance,gano,,False
gana,gano,,False
galveston,,?,False
gale's pippin,,?,False
g mountain,,?,False
fulton,fulton,,False
fullman sweet,tolman sweet,,False
fullawater,fallawater,,False
frye apple,frye,,False
frye,frye,,False
french sweet,,?,False
french russet,kavanaugh russet,,False
french pomane,,?,False
french pippin,,?,False
french pearmain,,?,False
french pear,,?,False
french dwarf,,?,False
french crab,,?,False
fremont,fremont,,False
freemont,fremont,,False
fredric clapp,frederick clapp,,False
frederick clapp,frederick clapp,,False
franklin sweeting (striped),,?,False
franklin sweeting (red),,?,False
franklin sweeting,franklin sweet,,False
franklin sweet,franklin sweet,,False
franklin,franklin sweet,,False
franeuse,fameuse,,False
fountain,,?,False
foundling,foundling,,False
forsett graft,,?,False
forest favorite,,?,False
forbes favorite,,?,False
flushing spitsbergen,,?,False
florence,,?,False
fletcher sweet,fletcher sweet,,False
flemish beauty,flemish beauty,,False
flaxon vixon,,?,False
flanders favorite,,?,False
flanders,flanders,,False
fitchburg,,?,False
fishpiller,fishkill,,False
fishkill,fishkill,,False
fisher,,?,False
finch tree,,?,False
fesset,,?,False
feares,,?,False
favorite,william's favorite,,True
favorite,,?,True
faus apple,,?,False
farnes,,?,False
farmeuse,fameuse,,False
farmer's reward,,?,False
farmer's beauty,,?,False
farmer's apple,,?,False
farmer's,,?,False
farmease,fameuse,,False
famuse,fameuse,,False
famuese,fameuse,,False
famouse,fameuse,,False
famous blue,,?,False
fameuse,fameuse,,False
falmouth sweet,,?,False
falmouth pippin,,?,False
fallwater,fallawater,,False
fallsweather,fallawater,,False
fallowater,fallawater,,False
fallow water,fallawater,,False
falley water,fallawater,,False
fallawater,fallawater,,False
falla water,fallawater,,False
fall water,fallawater,,False
fall talman,,?,False
fall sweeting,,?,False
fall sweet russett,pumpkin russet,,False
fall sweet russet,pumpkin russet,,False
fall sweet,,?,False
fall strawberry,late strawberry,,True
fall strawberry,,?,True
fall spy,fall spy,,False
fall russett,,?,False
fall river,fallawater,,False
fall porter,porter,,False
fall pippin,fall pippin,,False
fall orange,fall orange,,False
fall jenning,fall jenneting,,False
fall jennetting,fall jenneting,,False
fall jennett,fall jenneting,,False
fall jenneting,fall jenneting,,False
fall jenetting,fall jenneting,,False
fall jenettan,fall jenneting,,False
fall jeaniting,fall jenneting,,False
fall jeanetting,fall jenneting,,False
fall jannetting,fall jenneting,,False
fall janet,fall jenneting,,False
fall hubbardston,,?,False
fall harvey greening,fall harvey,,False
fall harvey,fall harvey,,False
fall harvest,fall harvey,,False
fall greening,fall harvey,,True
fall greening,,?,True
fall gravenstein,,?,False
fall gentian,fall jenneting,,False
fall genneting,fall jenneting,,False
fall genitan,fall jenneting,,False
fall genetting,fall jenneting,,False
fall geneting,fall jenneting,,False
fall genetin,fall jenneting,,False
fall favorite,,?,False
fall baldwin,,?,False
falawater,fallawater,,False
fairbanks sweet,,?,False
fairbanks,fairbanks,,False
excelsior crab,,?,False
excelsior,,?,False
exalder,alexander,,False
eve's,,?,False
eureka red streak,twenty ounce,,False
esvalt,,?,False
english sweet,ramsdell sweet,,False
english russett,english russet,,False
english russet,english russet,,False
english oxford,,?,False
english greening,,?,False
english graft,,?,False
english,,?,False
emperor,,?,False
emerson,,?,False
elkhorn,elkhorn,,False
elizabeth,elizabeth,,False
eleren pippin,,?,False
eldorado russet,,?,False
eight ounce pippin,deane,,False
edmond's autumn,,?,False
edgecomb favorite,,?,False
eden beauty,eden beauty,,False
eatsom,,?,False
eaton sweet,,?,False
eastern queen,,?,False
eastern belle,eastern belle,,False
eastern bell,eastern belle,,False
easter beune,,?,False
early winter,,?,False
early williams,,?,False
early william,,?,False
early twin,,?,False
early transparent,yellow transparent,,False
early sweet bough,sweet bough,,False
early sweet,,?,False
early summer,,?,False
early strawberry,early strawberry,,False
early sour,,?,False
early scarlet,early scarlet,,False
early russian,,?,False
early russet,,?,False
early roxbury daggett,,?,False
early printon,,?,False
early mcintosh,,?,False
early joe,early joe,,False
early jennetting,,?,False
early jenneting,,?,False
early harvey,early harvest,,False
early harvest,early harvest,,False
early favorite,,?,False
early bough,sweet bough,,False
early blossom,,?,False
early bloomfield,,?,False
early bellflower,,?,False
early bell,,?,False
early autumn,,?,False
early augusta,,?,False
early august,,?,False
eagle,,?,False
"e, russett",,?,False
dyer,dyer,,False
dwarf baldwin,,?,False
dwarf,,?,False
dutchess of oldenburg,duchess of oldenburg,,False
dutchess dwarf,,?,False
dutchess de angulene,duchesse d'angouleme,,False
dutchess,duchess of oldenburg,,True
dutchess,,?,True
dutch coudle,,?,False
dutch codlin,,?,False
dunning,,?,False
dunmore,,?,False
duke of argola,,?,False
dudley's winter,dudley winter,,False
dudley winter,dudley winter,,False
dudley,dudley winter,,False
duchesse de ogdensburg,duchess of oldenburg,,False
duchesse de bordeaux,,?,False
duchesse de angonleme,duchesse d'angouleme,,False
duchesse d'angouleme,duchesse d'angouleme,,False
duchesse,,?,False
duchess pearmain,,?,False
duchess oldensburg,duchess of oldenburg,,False
duchess oldenburg,duchess of oldenburg,,False
duchess oldenberg,duchess of oldenburg,,False
duchess of oldenburgh,duchess of oldenburg,,False
duchess of oldenburg,duchess of oldenburg,,False
duchess of oldenbirg,duchess of oldenburg,,False
duchess of oldenberg,duchess of oldenburg,,False
duchess of odenburg,duchess of oldenburg,,False
duchess of columbia,,?,False
duchess of bordeaux,,?,False
duchess of berdsay,,?,False
duchess dongleme,duchesse d'angouleme,,False
duchess de bordeaux,,?,False
duchess de beaux,,?,False
duchess de argouline,duchesse d'angouleme,,False
duchess de angouline,duchesse d'angouleme,,False
duchess de angouleme,duchesse d'angouleme,,False
duchess d'augouleme,duchesse d'angouleme,,False
duchess d'angoulleme,duchesse d'angouleme,,False
duchess d'angouleme,duchesse d'angouleme,,False
duchess d'anglorinne,duchesse d'angouleme,,False
duchess d' angouleme,duchesse d'angouleme,,False
duchess angouleme,duchesse d'angouleme,,False
duchess,duchesse d'angouleme,,True
duchess,duchess of oldenburg,,True
duchess,,?,True
drap d'or,drap d'or,,False
doynne bosworth,,?,False
doyenne d'ete,,?,False
doyenne boussock,,?,False
doyenne bosc,,?,False
doyenne,,?,False
doyen white,,?,False
dover favorites,,?,False
double gill flower,,?,False
dorset,,?,False
donne bussock,,?,False
domino,,?,False
dominie,,?,False
dollar apple,,?,False
dodd,,?,False
doctor brooks,,?,False
dian,,?,False
detroit,,?,False
derby pippin,derby pippin,,False
delicious,red delicious,,False
deleware red winter,lawver,,False
delaware,lawver,,False
deceiver,,?,False
deane,deane,,False
dean,deane,,False
de tanga,,?,False
de anjou,beurre d'anjou,,True
de anjou,,?,True
de angean,,?,False
davis,,?,False
danyon,,?,False
danvers winter sweet,danvers winter sweet,,False
danvers sweet,danvers winter sweet,,False
danvers,danvers winter sweet,,False
danver's winter sweet,danvers winter sweet,,False
dano,gano,,False
dana's hovey,dana hovey,,False
dampe,,?,False
daldenburg,duchess of oldenburg,,False
dakota red,,?,False
daily sweet,,?,False
d'anjou,,?,False
cuthburt,hurlbut,,False
cuthbert,hurlbut,,False
cummings sweet,cummings sweet,,False
cummings greening,,?,False
cummings,,?,False
culvert,colvert,,False
cubfola,,?,False
crystal beauty,crystal beauty,,False
crown apple,,?,False
crow sweet,,?,False
cross orange,,?,False
crimson beauty,crimson beauty,,False
creased apple,,?,False
cream yellow,,?,False
crane pippin,ortley,,False
cranberry pippin,cranberry pippin,,False
cranberry crab,,?,False
cranberry,cranberry pippin,,False
craig's pearmain,,?,False
cowel,,?,False
corvenere de aneress,,?,False
cortland,cortland,,False
cornish greening,,?,False
corner apple,,?,False
corn sweet,,?,False
corn field apples,,?,False
coopers market,cooper's market,,False
cooper's market,cooper's market,,False
cooper market,cooper's market,,False
cook's sweet,,?,False
cook,cook,,False
cony sweet,,?,False
connecticut winter sweet,,?,False
connecticut king,,?,False
connecticut greening,,?,False
congress,souvenir de congress,,True
congress,congress,,True
concord,,?,False
common sweet,,?,False
common russets,,?,False
common russet,,?,False
common cathead,,?,False
colvert,colvert,,False
columbus,columbus,,False
color quince,cole's quince,,False
colooct,,?,False
collins,collins,,False
cole's quince,cole's quince,,False
cole quince,cole's quince,,False
colcord sweet,colcord sweet,,False
codling,,?,False
coburn sweet,,?,False
cobert,colvert,,False
clyde beauty,clyde,,False
cluster crab,,?,False
clie's beauty,clyde,,False
clerga,,?,False
cleaga,,?,False
clarke,,?,False
clark's favorite,,?,False
clark sweet,,?,False
clark,clark,,False
clapps favorite,clapp favorite,,False
clapps,clapp favorite,,False
clapp's favorite,clapp favorite,,False
clapp favorite,clapp favorite,,False
clap's favorite,clapp favorite,,False
clajeris favorite,clapp favorite,,False
clairgeau,,?,False
cinch greening,,?,False
chute,,?,False
christmas sweet,,?,False
china,,?,False
children's choice,,?,False
chick's red,,?,False
chestnut,,?,False
cherry crab,,?,False
chenango strawberry,chenango strawberry,,False
chenango strakeberry,chenango strawberry,,False
chelmsford,,?,False
chase's jelly crab,,?,False
chase jelly crab,,?,False
chase apple,,?,False
champion,,?,False
chamberlain,,?,False
centini,,?,False
cayuga red stripe,twenty ounce,,False
cayuga red streak,twenty ounce,,False
cayuca red,twenty ounce,,False
cavanaugh,kavanaugh russet,,False
catskill,,?,False
cathead sweeting,,?,False
cathead sweet,,?,False
cathead russet,kavanaugh russet,,False
cathead,,?,False
cat-head,,?,False
cat head russett,kavanaugh russet,,False
cat head,,?,False
carroll sweet,,?,False
carleton,,?,False
capuamount,,?,False
cape cod,,?,False
canes,gano,,False
cane pippin,ortley,,False
candy red,,?,False
cananda red,red canada,,False
canadian red,red canada,,False
canadian greening,new brunswick greening,,False
canadian baldwin,canada baldwin,,False
canada stripe,,?,False
canada russet,canada reinette,,False
canada rennet,canada reinette,,False
canada reinsten,canada reinette,,False
canada reinett,canada reinette,,False
canada red,red canada,,False
canada porter,,?,False
canada pippin,,?,False
canada pearmain,,?,False
canada peach,montreal peach,,False
canada nonesuch,red canada,,False
canada greening,new brunswick greening,,False
canada baldwin,canada baldwin,,False
canada,,?,False
camper's market,cooper's market,,False
calvert,colvert,,False
caliph,calef,,False
california sweet,,?,False
california pippin,,?,False
california belleflower,,?,False
california,,?,False
caleph sweet,calef,,False
calef,calef,,False
cab. head russet,kavanaugh russet,,False
c. red streak,twenty ounce,,False
c h russet,kavanaugh russet,,False
buru d. anjou,beurre d'anjou,,False
burred' anjou,beurre d'anjou,,False
burre hardy,buerre hardy,,False
burre d'argou,beurre d'anjou,,False
burbank beauty,,?,False
burbank,,?,False
bumpus,,?,False
bullard sweet,,?,False
buffum,buffum,,False
buffam,buffum,,False
buffalo sweeting,,?,False
buerrer base,beurre bosc,,False
buerre hardy,beurre hardy,,False
buerre de anjou,beurre d'anjou,,False
buerre d'aremburg,beurre d'aremberg,,False
buerre d'anjou,beurre d'anjou,,False
buerre d'amanlis,beurre d'amanlis,,False
buerre clairgeau,beurre clairgeau,,False
buerre charrgean,beurre clairgeau,,False
buerre arigon,beurre d'anjou,,False
buell,,?,False
buck sweet,,?,False
buck,,?,False
brunswick pippin,,?,False
brown's best,,?,False
brown sweet,,?,False
brooks favorite,brooks favorite,,False
broadwell,,?,False
brinkles orange,,?,False
briggs auburn,briggs auburn,,False
bretymany,bietigheimer,,False
bretigheimer,bietigheimer,,False
bretegemer,bietigheimer,,False
brandywine,brandywine,,False
bran jean,,?,False
brackett,,?,False
boyd baldwin,,?,False
box russet,roxbury russet,,False
boussock,doyenne boussock,,False
bouey de jersey,,?,False
bottle greening,bottle greening,,False
bottle green,bottle greening,,False
bottle,bottle greening,,False
boston sweet,,?,False
boston red,,?,False
boston apple,,?,False
bosc,beurre bosc,,False
booad,,?,False
bonney de jersey,louise bonne de jersey,,False
bonne de jersey,louise bonne de jersey,,False
bonne d'jersey,louise bonne de jersey,,False
bonchreteen fondante,,?,False
boise,,?,False
boiken,boiken,,False
boardman,boardman,,False
blushing beauty,,?,False
blush,,?,False
bluepearmain,blue pearmain,,False
blue pomane,blue pearmain,,False
blue pearmaine,blue pearmain,,False
blue pearmain,blue pearmain,,False
blue pearmaide,blue pearmain,,False
blue pear maine,blue pearmain,,False
blue pear main,blue pearmain,,False
blue pear,blue pearmain,,False
blue paumaid,blue pearmain,,False
blue pairmain,blue pearmain,,False
blue oxford,black oxford,,False
blue norman,,?,False
blue mountain,,?,False
blue crab,,?,False
blue bell,,?,False
bloomfield's long stem sweet,,?,False
bloomfield porter,bloomfield,,False
bloomfield,bloomfield,,False
bloom,bloom,,False
bloodstone pippin,ribston pippin,,False
blood sweet,,?,False
blood pippin,,?,False
blk oxford,black oxford,,False
blenden pippin,blenheim orange,,False
blemans orange,blenheim orange,,False
blake sweet,,?,False
blake,,?,False
black winter,,?,False
black twig,,?,False
black sweet,blake sweet,,False
black russett,,?,False
black russet,,?,False
black oxofrd,black oxford,,False
black oxford,black oxford,,False
black knox,black oxford,,False
black gilly flower,black gilliflower,,False
black gilliflower,black gilliflower,,False
black gilflower,black gilliflower,,False
black fall,,?,False
black ben davis,black ben davis,,False
black ben,black ben davis,,False
