county,fair,year,apple_type,apple_totals
Sagadahoc ,Richmond,1915,King Tompkins,19
Sagadahoc ,Richmond,1915,McIntosh Red,19
Sagadahoc ,Richmond,1915,Northern Spy,19
Sagadahoc ,Richmond,1915,Porter,19
Sagadahoc ,Richmond,1915,Pound Sweet,19
Sagadahoc ,Richmond,1915,Rhode Island Greening,19
Sagadahoc ,Richmond,1915,Roxbury Russett,19
Sagadahoc ,Richmond,1915,Stark,19
Sagadahoc ,Richmond,1915,Talman Sweet,19
Sagadahoc ,Richmond,1915,Wolf River,19
Sagadahoc ,Richmond,1915,Yellow Bellflower,19
Sagadahoc ,Richmond,1916,Alexander,18
Sagadahoc ,Richmond,1916,Baldwin,18
Sagadahoc ,Richmond,1916,Ben Davis,18
Sagadahoc ,Richmond,1916,Black Oxford,18
Sagadahoc ,Richmond,1916,Fameuse,18
Sagadahoc ,Richmond,1916,Hubbardston,18
Sagadahoc ,Richmond,1916,Jewett's Fine Red,18
Sagadahoc ,Richmond,1916,King Tompkins,18
Sagadahoc ,Richmond,1916,McIntosh Red,18
Sagadahoc ,Richmond,1916,Northern Spy,18
Sagadahoc ,Richmond,1916,Porter,18
Sagadahoc ,Richmond,1916,Rhode Island Greening,18
Sagadahoc ,Richmond,1916,Roxbury Russett,18
Sagadahoc ,Richmond,1916,Stark,18
Sagadahoc ,Richmond,1916,Talman Sweet,18
Sagadahoc ,Richmond,1916,Wealthy,18
Sagadahoc ,Richmond,1916,Wolf River,18
Sagadahoc ,Richmond,1916,Yellow Bellflower,18
Sagadahoc ,Richmond,1917,Baldwin,20
Sagadahoc ,Richmond,1917,Ben Davis,20
Sagadahoc ,Richmond,1917,Black Oxford,20
Sagadahoc ,Richmond,1917,Fameuse,20
Sagadahoc ,Richmond,1917,Golden Russet,20
Sagadahoc ,Richmond,1917,Gravenstein,20
Sagadahoc ,Richmond,1917,Hubbardston,20
Sagadahoc ,Richmond,1917,Jewett's Fine Red,20
Sagadahoc ,Richmond,1917,King Tompkins,20
Sagadahoc ,Richmond,1917,McIntosh Red,20
Sagadahoc ,Richmond,1917,Northern Spy,20
Sagadahoc ,Richmond,1917,Porter,20
Sagadahoc ,Richmond,1917,Pound Sweet,20
Sagadahoc ,Richmond,1917,Rhode Island Greening,20
Sagadahoc ,Richmond,1917,Roxbury Russett,20
Sagadahoc ,Richmond,1917,Stark,20
Sagadahoc ,Richmond,1917,Talman Sweet,20
Sagadahoc ,Richmond,1917,Wealthy,20
Sagadahoc ,Richmond,1917,Wolf River,20
Sagadahoc ,Richmond,1917,Yellow Bellflower,20
Sagadahoc ,Richmond,1921,Baldwin,20
Sagadahoc ,Richmond,1921,Ben Davis,20
Sagadahoc ,Richmond,1921,Black Oxford,20
Sagadahoc ,Richmond,1921,Fameuse,20
Sagadahoc ,Richmond,1921,Golden Russet,20
Sagadahoc ,Richmond,1921,Gravenstein,20
Sagadahoc ,Richmond,1921,Hubbardston,20
Sagadahoc ,Richmond,1921,Jewett's Fine Red,20
Sagadahoc ,Richmond,1921,King Tompkins,20
Sagadahoc ,Richmond,1921,Mann,20
Sagadahoc ,Richmond,1921,McIntosh Red,20
Sagadahoc ,Richmond,1921,Northern Spy,20
Sagadahoc ,Richmond,1921,Pound Sweet,20
Sagadahoc ,Richmond,1921,Rhode Island Greening,20
Sagadahoc ,Richmond,1921,Roxbury Russett,20
Sagadahoc ,Richmond,1921,Stark,20
Sagadahoc ,Richmond,1921,Talman Sweet,20
Sagadahoc ,Richmond,1921,Wealthy,20
Sagadahoc ,Richmond,1921,Wolf River,20
Sagadahoc ,Richmond,1921,Yellow Bellflower,20
Sagadahoc ,Richmond,1923,Baldwin,18
Sagadahoc ,Richmond,1923,Ben Davis,18
Sagadahoc ,Richmond,1923,Black Oxford,18
Sagadahoc ,Richmond,1923,Fameuse,18
Sagadahoc ,Richmond,1923,Golden Russet,18
Sagadahoc ,Richmond,1923,Gravenstein,18
Sagadahoc ,Richmond,1923,Greening,18
Sagadahoc ,Richmond,1923,Jewett's Fine Red,18
Sagadahoc ,Richmond,1923,King Tompkins,18
Sagadahoc ,Richmond,1923,Mann,18
Sagadahoc ,Richmond,1923,McIntosh Red,18
Sagadahoc ,Richmond,1923,Northern Spy,18
Sagadahoc ,Richmond,1923,Pound Sweet,18
Sagadahoc ,Richmond,1923,Stark,18
Sagadahoc ,Richmond,1923,Talman Sweet,18
Sagadahoc ,Richmond,1923,Wealthy,18
Sagadahoc ,Richmond,1923,Wolf River,18
Sagadahoc ,Richmond,1923,Yellow Bellflower,18
Sagadahoc ,Richmond,1924,Fameuse,14
Sagadahoc ,Richmond,1924,Golden Russet,14
Sagadahoc ,Richmond,1924,Hubbardston,14
Sagadahoc ,Richmond,1924,Jewett's Fine Red,14
Sagadahoc ,Richmond,1924,King Tompkins,14
Sagadahoc ,Richmond,1924,Mann,14
Sagadahoc ,Richmond,1924,McIntosh Red,14
Sagadahoc ,Richmond,1924,Northern Spy,14
Sagadahoc ,Richmond,1924,Roxbury Russett,14
Sagadahoc ,Richmond,1924,Stark,14
Sagadahoc ,Richmond,1924,Talman Sweet,14
Sagadahoc ,Richmond,1924,Wealthy,14
Sagadahoc ,Richmond,1924,Wolf River,14
Sagadahoc ,Richmond,1924,Yellow Bellflower,14
Sagadahoc ,Richmond,1925,Baldwin,17
Sagadahoc ,Richmond,1925,Ben Davis,17
Sagadahoc ,Richmond,1925,Black Oxford,17
Sagadahoc ,Richmond,1925,Golden Russet,17
Sagadahoc ,Richmond,1925,Hubbardston,17
Sagadahoc ,Richmond,1925,Jewett's Fine Red,17
Sagadahoc ,Richmond,1925,King Tompkins,17
Sagadahoc ,Richmond,1925,McIntosh Red,17
Sagadahoc ,Richmond,1925,Northern Spy,17
Sagadahoc ,Richmond,1925,Pound Sweet,17
Sagadahoc ,Richmond,1925,Rhode Island Greening,17
Sagadahoc ,Richmond,1925,Roxbury Russett,17
Sagadahoc ,Richmond,1925,Stark,17
Sagadahoc ,Richmond,1925,Talman Sweet,17
Sagadahoc ,Richmond,1925,Wealthy,17
Sagadahoc ,Richmond,1925,Wolf River,17
Sagadahoc ,Richmond,1925,Yellow Bellflower,17
Sagadahoc ,Richmond,1926,Alexander,20
Sagadahoc ,Richmond,1926,Baldwin,20
Sagadahoc ,Richmond,1926,Ben Davis,20
Sagadahoc ,Richmond,1926,Black Oxford,20
Sagadahoc ,Richmond,1926,Fameuse,20
Sagadahoc ,Richmond,1926,Golden Russet,20
Sagadahoc ,Richmond,1926,Gravenstein,20
Sagadahoc ,Richmond,1926,Hubbardston,20
Sagadahoc ,Richmond,1926,Jewett's Fine Red,20
Sagadahoc ,Richmond,1926,King Tompkins,20
Sagadahoc ,Richmond,1926,McIntosh Red,20
Sagadahoc ,Richmond,1926,Northern Spy,20
Sagadahoc ,Richmond,1926,Pound Sweet,20
Sagadahoc ,Richmond,1926,Rhode Island Greening,20
Sagadahoc ,Richmond,1926,Roxbury Russett,20
Sagadahoc ,Richmond,1926,Stark,20
Sagadahoc ,Richmond,1926,Talman Sweet,20
Sagadahoc ,Richmond,1926,Wealthy,20
Sagadahoc ,Richmond,1926,Wolf River,20
Sagadahoc ,Richmond,1926,Yellow Bellflower,20
Sagadahoc ,Sagadahoc Grange Fair,1889,Autumn Strawberry,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Baldwin,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Ben Davis,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Blue Pearmain,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Calvert,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Cathead Russet,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Fall Pippin,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Fallawater,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Famuse,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Golden Ball,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Golden Russet,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Gravenstein,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Hubbardston,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Hurlburt,25
Sagadahoc ,Sagadahoc Grange Fair,1889,King Tompkins,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Maiden Blush,25
Sagadahoc ,Sagadahoc Grange Fair,1889,McIntosh Red,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Nodhead,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Northern Spy,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Pound Sweet,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Rhode Island Greening,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Russian,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Tallman Sweet,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Wagener,25
Sagadahoc ,Sagadahoc Grange Fair,1889,Yellow Bellflower,25
Sagadahoc ,Sagadahoc Grange Fair,1890,(Pear) Sheldon,32
Sagadahoc ,Sagadahoc Grange Fair,1890,(Pear) Vicar of Wakefield,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Baldwin,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Ben Davis,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Black Oxford,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Calvert,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Cathead,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Deane,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Famuse,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Gravenstein,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Hubbardston,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Jelly Flower,32
Sagadahoc ,Sagadahoc Grange Fair,1890,King Tompkins,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Maiden Blush,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Mother,32
Sagadahoc ,Sagadahoc Grange Fair,1890,N. Y. Russett,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Nonesuch,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Northern Spy,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Pearmain,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Porter,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Pound Sweet,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Pumpkin Sweet,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Rhode Island Greening,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Rolfe,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Roxbury Russet,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Russet,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Russian,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Snow,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Tallman Sweet,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Wagener,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Wealthy,32
Sagadahoc ,Sagadahoc Grange Fair,1890,Winthrop Greening,32
Sagadahoc ,Sagadahoc Grange Fair,1892,Baldwin,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Ben Davis,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Benton Red,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Calvert,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Concord,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Coopers Market,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Duchess,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Early Harvest,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Fall Greening,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Fall Orange,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Fallawater,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Famuse,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Golden Russet,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Gravenstein,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Greening,45
Sagadahoc ,Sagadahoc Grange Fair,1892,High Top Sweet,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Hubbardston,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Hurlburt,45
Sagadahoc ,Sagadahoc Grange Fair,1892,King Tompkins,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Maiden Blush,45
Sagadahoc ,Sagadahoc Grange Fair,1892,McIntosh Red,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Mexican,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Munson Early,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Munson Sweet,45
Sagadahoc ,Sagadahoc Grange Fair,1892,N. Y. Russett,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Northern Spy,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Pearmain,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Porter,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Pound Sweet,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Pumpkin Sweet,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Red Astrachan,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Red Winter,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Rolfe,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Roxbury Russet,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Spitzenburg,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Strawberry,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Sweet Russet,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Tallman Sweet,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Tetopskey,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Twenty Ounce,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Twenty Ounce Pippin,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Wealthy,45
Sagadahoc ,Sagadahoc Grange Fair,1892,William's Favorite,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Winthrop Greening,45
Sagadahoc ,Sagadahoc Grange Fair,1892,Yellow Bellflower,45
Sagadahoc ,Sagadahoc Grange Fair,1894,Alexander,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Baldwin,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Ben Davis,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Famuse,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Hubbardston,16
Sagadahoc ,Sagadahoc Grange Fair,1894,King Tompkins,16
Sagadahoc ,Sagadahoc Grange Fair,1894,McIntosh Red,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Nodhead,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Northern Spy,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Rhode Island Greening,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Roxbury Russet,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Tallman Sweet,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Wagener,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Wealthy,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Winthrop Greening,16
Sagadahoc ,Sagadahoc Grange Fair,1894,Yellow Bellflower,16
Sagadahoc ,Sagadahoc Grange Fair,1899,Baldwin,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Black Oxford,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Fall Greening,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Fallawater,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Famuse,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Golden Russet,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Golden Sweet,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Hubbardston,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Jacob Sweet,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Kilmhill,23
Sagadahoc ,Sagadahoc Grange Fair,1899,King Tompkins,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Maiden Blush,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Monarch,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Mother,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Northern Spy,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Pearmain,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Porter,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Pound Sweet,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Rhode Island Greening,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Roxbury Russet,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Snow,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Twenty Ounce,23
Sagadahoc ,Sagadahoc Grange Fair,1899,Wagener,23
Sagadahoc ,Woolwich,1914,(Pear) Seckel,37
Sagadahoc ,Woolwich,1914,Autumn Strawberry,37
Sagadahoc ,Woolwich,1914,Baldwin,37
Sagadahoc ,Woolwich,1914,Ben Davis,37
Sagadahoc ,Woolwich,1914,Bethal,37
Sagadahoc ,Woolwich,1914,Black Oxford,37
Sagadahoc ,Woolwich,1914,Cat Head Russett,37
Sagadahoc ,Woolwich,1914,Dakota Red,37
Sagadahoc ,Woolwich,1914,Fallow Water,37
Sagadahoc ,Woolwich,1914,Fameuse,37
Sagadahoc ,Woolwich,1914,Golden Ball,37
Sagadahoc ,Woolwich,1914,Gravenstein,37
Sagadahoc ,Woolwich,1914,Grimes Golden,37
Sagadahoc ,Woolwich,1914,Hurlburt,37
Sagadahoc ,Woolwich,1914,Maiden Blush,37
Sagadahoc ,Woolwich,1914,McIntosh Red,37
Sagadahoc ,Woolwich,1914,Nod Head,37
Sagadahoc ,Woolwich,1914,Northern Spy,37
Sagadahoc ,Woolwich,1914,Orange Sweet,37
Sagadahoc ,Woolwich,1914,Pearmain,37
Sagadahoc ,Woolwich,1914,Pecks Pleasant,37
Sagadahoc ,Woolwich,1914,Pewaukee,37
Sagadahoc ,Woolwich,1914,Porter,37
Sagadahoc ,Woolwich,1914,Pound Sweet,37
Sagadahoc ,Woolwich,1914,Pumpkin Sweet,37
Sagadahoc ,Woolwich,1914,Rhode Island Greening,37
Sagadahoc ,Woolwich,1914,Rolfe,37
Sagadahoc ,Woolwich,1914,Roxbury Russett,37
Sagadahoc ,Woolwich,1914,Stark,37
Sagadahoc ,Woolwich,1914,Stump,37
Sagadahoc ,Woolwich,1914,Tolman Sweet,37
Sagadahoc ,Woolwich,1914,Tompkins King,37
Sagadahoc ,Woolwich,1914,Twenty Ounce,37
Sagadahoc ,Woolwich,1914,Wagener,37
Sagadahoc ,Woolwich,1914,Wealthy,37
Sagadahoc ,Woolwich,1914,Winter Banana,37
Sagadahoc ,Woolwich,1914,Yellow Bellflower,37
Hancock ,N. Ellsworth Grange,1913,Baldwin,19
Hancock ,N. Ellsworth Grange,1913,Beauty of Kind,19
Hancock ,N. Ellsworth Grange,1913,Bellflower,19
Hancock ,N. Ellsworth Grange,1913,Galveston,19
Hancock ,N. Ellsworth Grange,1913,Greening,19
Hancock ,N. Ellsworth Grange,1913,King,19
Hancock ,N. Ellsworth Grange,1913,Limbertwig Greening,19
Hancock ,N. Ellsworth Grange,1913,McIntosh Red,19
Hancock ,N. Ellsworth Grange,1913,Milding,19
Hancock ,N. Ellsworth Grange,1913,New York Pippin,19
Hancock ,N. Ellsworth Grange,1913,Nodhead,19
Hancock ,N. Ellsworth Grange,1913,Northern Spy,19
Hancock ,N. Ellsworth Grange,1913,Porter,19
Hancock ,N. Ellsworth Grange,1913,Quebec Sweet,19
Hancock ,N. Ellsworth Grange,1913,Sweet Russet,19
Hancock ,N. Ellsworth Grange,1913,Tolman Sweet,19
Hancock ,N. Ellsworth Grange,1913,Twenty Ounce,19
Hancock ,N. Ellsworth Grange,1913,Wealthy,19
Hancock ,N. Ellsworth Grange,1913,Wolf River,19
Hancock ,N. Ellsworth Grange,1914,Autumn Strawberry,27
Hancock ,N. Ellsworth Grange,1914,Baldwin,27
Hancock ,N. Ellsworth Grange,1914,Bellflower,27
Hancock ,N. Ellsworth Grange,1914,Ben Davis,27
Hancock ,N. Ellsworth Grange,1914,Duchess,27
Hancock ,N. Ellsworth Grange,1914,Dudley,27
Hancock ,N. Ellsworth Grange,1914,Fall Water,27
Hancock ,N. Ellsworth Grange,1914,Garden Sweet,27
Hancock ,N. Ellsworth Grange,1914,Gravenstein,27
Hancock ,N. Ellsworth Grange,1914,Greening,27
Hancock ,N. Ellsworth Grange,1914,Hightop Sweet,27
Hancock ,N. Ellsworth Grange,1914,King,27
Hancock ,N. Ellsworth Grange,1914,Limbertwig Greening,27
Hancock ,N. Ellsworth Grange,1914,McIntosh Red,27
Hancock ,N. Ellsworth Grange,1914,Munson Sweet,27
Hancock ,N. Ellsworth Grange,1914,Nodhead,27
Hancock ,N. Ellsworth Grange,1914,Northern Spy,27
Hancock ,N. Ellsworth Grange,1914,Pound Sweet,27
Hancock ,N. Ellsworth Grange,1914,Pumpkin Sweet,27
Hancock ,N. Ellsworth Grange,1914,Red Astrachan,27
Hancock ,N. Ellsworth Grange,1914,Roxbury Russet,27
Hancock ,N. Ellsworth Grange,1914,Snow,27
Hancock ,N. Ellsworth Grange,1914,Sweet Crab,27
Hancock ,N. Ellsworth Grange,1914,Sweet Russet,27
Hancock ,N. Ellsworth Grange,1914,Tolman Sweet,27
Hancock ,N. Ellsworth Grange,1914,Winesap,27
Hancock ,N. Ellsworth Grange,1914,Winter Banana,27
Hancock ,Franklin Grange Fair,1925,Alexandria,14
Hancock ,Franklin Grange Fair,1925,Baldwin,14
Hancock ,Franklin Grange Fair,1925,Black Oxford,14
Hancock ,Franklin Grange Fair,1925,Duchess,14
Hancock ,Franklin Grange Fair,1925,Gano,14
Hancock ,Franklin Grange Fair,1925,Golden Russet,14
Hancock ,Franklin Grange Fair,1925,Greening,14
Hancock ,Franklin Grange Fair,1925,McIntosh,14
Hancock ,Franklin Grange Fair,1925,Nodhead,14
Hancock ,Franklin Grange Fair,1925,Northern Spy,14
Hancock ,Franklin Grange Fair,1925,Pewaukee,14
Hancock ,Franklin Grange Fair,1925,Red Everlasting,14
Hancock ,Franklin Grange Fair,1925,Winter Banana,14
Hancock ,Franklin Grange Fair,1925,Wolf River,14
Hancock ,N. Penobscot Grange,1904,Baldwin,28
Hancock ,N. Penobscot Grange,1904,Belle's Favorite,28
Hancock ,N. Penobscot Grange,1904,Ben Davis,28
Hancock ,N. Penobscot Grange,1904,Blue Pairmain,28
Hancock ,N. Penobscot Grange,1904,Canadian Greening,28
Hancock ,N. Penobscot Grange,1904,Cathead,28
Hancock ,N. Penobscot Grange,1904,Fall Favorite,28
Hancock ,N. Penobscot Grange,1904,Fall Pippin,28
Hancock ,N. Penobscot Grange,1904,Fall Strawberry,28
Hancock ,N. Penobscot Grange,1904,Fall Sweet,28
Hancock ,N. Penobscot Grange,1904,Gravenstein,28
Hancock ,N. Penobscot Grange,1904,Hightop Sweet,28
Hancock ,N. Penobscot Grange,1904,Hubbardstone,28
Hancock ,N. Penobscot Grange,1904,King Tompkins,28
Hancock ,N. Penobscot Grange,1904,Martha Stripe,28
Hancock ,N. Penobscot Grange,1904,Nodhead,28
Hancock ,N. Penobscot Grange,1904,Peawaukee,28
Hancock ,N. Penobscot Grange,1904,Porter,28
Hancock ,N. Penobscot Grange,1904,President,28
Hancock ,N. Penobscot Grange,1904,Providence Baldwin,28
Hancock ,N. Penobscot Grange,1904,Red Providence Maine,28
Hancock ,N. Penobscot Grange,1904,Russet,28
Hancock ,N. Penobscot Grange,1904,Snow,28
Hancock ,N. Penobscot Grange,1904,Stark,28
Hancock ,N. Penobscot Grange,1904,Strawberry,28
Hancock ,N. Penobscot Grange,1904,Sweet Baldwin,28
Hancock ,N. Penobscot Grange,1904,Tolman Sweet,28
Hancock ,N. Penobscot Grange,1904,Wolf River,28
Hancock ,N. Penobscot Grange,1908,Bellflower,15
Hancock ,N. Penobscot Grange,1908,Blue Pairmain,15
Hancock ,N. Penobscot Grange,1908,Golden Russet,15
Hancock ,N. Penobscot Grange,1908,Gravenstein,15
Hancock ,N. Penobscot Grange,1908,Hightop Sweet,15
Hancock ,N. Penobscot Grange,1908,King Tompkins,15
Hancock ,N. Penobscot Grange,1908,Milding,15
Hancock ,N. Penobscot Grange,1908,Naked Limb Greening,15
Hancock ,N. Penobscot Grange,1908,Northern Spy,15
Hancock ,N. Penobscot Grange,1908,Peawaukee,15
Hancock ,N. Penobscot Grange,1908,President,15
Hancock ,N. Penobscot Grange,1908,R I Greening,15
Hancock ,N. Penobscot Grange,1908,Snow,15
Hancock ,N. Penobscot Grange,1908,Winter Sweet,15
Hancock ,N. Penobscot Grange,1908,Wolf River,15
Hancock ,N. Penobscot Grange,1910,Bellflower,11
Hancock ,N. Penobscot Grange,1910,Duchess,11
Hancock ,N. Penobscot Grange,1910,Gravenstein,11
Hancock ,N. Penobscot Grange,1910,King Tompkins,11
Hancock ,N. Penobscot Grange,1910,Nodhead,11
Hancock ,N. Penobscot Grange,1910,Peawaukee,11
Hancock ,N. Penobscot Grange,1910,President,11
Hancock ,N. Penobscot Grange,1910,Prospect Greening,11
Hancock ,N. Penobscot Grange,1910,Ribston Pippin,11
Hancock ,N. Penobscot Grange,1910,Wealthy,11
Hancock ,N. Penobscot Grange,1910,Winter Russet,11
Hancock ,N. Penobscot Grange,1911,Baldwin,20
Hancock ,N. Penobscot Grange,1911,Bellflower,20
Hancock ,N. Penobscot Grange,1911,Canada Rennet,20
Hancock ,N. Penobscot Grange,1911,Fall Strawberry,20
Hancock ,N. Penobscot Grange,1911,Hubbardstone,20
Hancock ,N. Penobscot Grange,1911,King Tompkins,20
Hancock ,N. Penobscot Grange,1911,Lemon Sweet,20
Hancock ,N. Penobscot Grange,1911,Mann,20
Hancock ,N. Penobscot Grange,1911,McIntosh Red,20
Hancock ,N. Penobscot Grange,1911,Peawaukee,20
Hancock ,N. Penobscot Grange,1911,Porter,20
Hancock ,N. Penobscot Grange,1911,President,20
Hancock ,N. Penobscot Grange,1911,R I Greening,20
Hancock ,N. Penobscot Grange,1911,Red Pearmain,20
Hancock ,N. Penobscot Grange,1911,Russet,20
Hancock ,N. Penobscot Grange,1911,Stark,20
Hancock ,N. Penobscot Grange,1911,Sweet Russet,20
Hancock ,N. Penobscot Grange,1911,Wagner,20
Hancock ,N. Penobscot Grange,1911,Winter Russet,20
Hancock ,N. Penobscot Grange,1911,Yellow Transparent,20
Hancock ,N. Penobscot Grange,1912,Gravenstein,5
Hancock ,N. Penobscot Grange,1912,King Tompkins,5
Hancock ,N. Penobscot Grange,1912,Mann,5
Hancock ,N. Penobscot Grange,1912,President,5
Hancock ,N. Penobscot Grange,1912,Snow,5
Hancock ,N. Penobscot Grange,1913,Baldwin,12
Hancock ,N. Penobscot Grange,1913,Bellflower,12
Hancock ,N. Penobscot Grange,1913,Ben Davis,12
Hancock ,N. Penobscot Grange,1913,Gravenstein,12
Hancock ,N. Penobscot Grange,1913,Greening,12
Hancock ,N. Penobscot Grange,1913,King Tompkins,12
Hancock ,N. Penobscot Grange,1913,McIntosh Red,12
Hancock ,N. Penobscot Grange,1913,Pippin,12
Hancock ,N. Penobscot Grange,1913,Red Astrachan,12
Hancock ,N. Penobscot Grange,1913,Tolman Sweet,12
Hancock ,N. Penobscot Grange,1913,Wealthy,12
Hancock ,N. Penobscot Grange,1913,Yellow Transparent,12
Hancock ,N. Penobscot Grange,1914,Canada Rennet,5
