county,fair,year,apple_type,apple_totals
Cumberland ,Oxford & Cumberland Union Pomon,1923,Stark,12
Cumberland ,Oxford & Cumberland Union Pomon,1923,Duchess Oldenburg,12
Cumberland ,Oxford & Cumberland Union Pomon,1923,Baldwin,12
Cumberland ,Oxford & Cumberland Union Pomon,1923,Wealthy,12
Cumberland ,Oxford & Cumberland Union Pomon,1923,Hubbardston,12
Cumberland ,Oxford & Cumberland Union Pomon,1923,Sutton Beauty,12
Cumberland ,Oxford & Cumberland Union Pomon,1923,R. I. Greening,12
Cumberland ,Oxford & Cumberland Union Pomon,1923,Nodhead,12
Cumberland ,Oxford & Cumberland Union Pomon,1923,Minister,12
Cumberland ,Oxford & Cumberland Union Pomon,1923,Genniting,12
Cumberland ,Oxford & Cumberland Union Pomon,1923,Wheatloaf,12
Cumberland ,New Gloucester & Danville,1885,Baldwin,15
Cumberland ,New Gloucester & Danville,1885,Black Oxford,15
Cumberland ,New Gloucester & Danville,1885,Fall Greening,15
Cumberland ,New Gloucester & Danville,1885,Hubbardston,15
Cumberland ,New Gloucester & Danville,1885,Jewett's Fine Red,15
Cumberland ,New Gloucester & Danville,1885,King of Tompkins,15
Cumberland ,New Gloucester & Danville,1885,New York Pippin,15
Cumberland ,New Gloucester & Danville,1885,Noyes,15
Cumberland ,New Gloucester & Danville,1885,Pewaukee,15
Cumberland ,New Gloucester & Danville,1885,Porter,15
Cumberland ,New Gloucester & Danville,1885,R. I. Greening,15
Cumberland ,New Gloucester & Danville,1885,Russet,15
Cumberland ,New Gloucester & Danville,1885,Savoy,15
Cumberland ,New Gloucester & Danville,1885,Tolman Sweet,15
Cumberland ,New Gloucester & Danville,1885,Yellow Bellflower,15
Cumberland ,New Gloucester & Danville,1886,(Pear) Sickel,14
Cumberland ,New Gloucester & Danville,1886,Baldwin,14
Cumberland ,New Gloucester & Danville,1886,Ben Davis,14
Cumberland ,New Gloucester & Danville,1886,Blake,14
Cumberland ,New Gloucester & Danville,1886,Greening,14
Cumberland ,New Gloucester & Danville,1886,Hubbardston,14
Cumberland ,New Gloucester & Danville,1886,Jewett's Fine Red,14
Cumberland ,New Gloucester & Danville,1886,King of Tompkins,14
Cumberland ,New Gloucester & Danville,1886,Mann,14
Cumberland ,New Gloucester & Danville,1886,New Gloucester Ball,14
Cumberland ,New Gloucester & Danville,1886,Northern Spy,14
Cumberland ,New Gloucester & Danville,1886,Porter,14
Cumberland ,New Gloucester & Danville,1886,Russet,14
Cumberland ,New Gloucester & Danville,1886,Tolman Sweet,14
Cumberland ,New Gloucester & Danville,1900,Baldwin,17
Cumberland ,New Gloucester & Danville,1900,Ben Davis,17
Cumberland ,New Gloucester & Danville,1900,Fameuse,17
Cumberland ,New Gloucester & Danville,1900,Golden Russet,17
Cumberland ,New Gloucester & Danville,1900,Gravenstein,17
Cumberland ,New Gloucester & Danville,1900,Hubbardston,17
Cumberland ,New Gloucester & Danville,1900,Jewett's Fine Red,17
Cumberland ,New Gloucester & Danville,1900,King of Tompkins,17
Cumberland ,New Gloucester & Danville,1900,McIntosh Red,17
Cumberland ,New Gloucester & Danville,1900,Mother,17
Cumberland ,New Gloucester & Danville,1900,Northern Spy,17
Cumberland ,New Gloucester & Danville,1900,Porter,17
Cumberland ,New Gloucester & Danville,1900,Pound Sweet,17
Cumberland ,New Gloucester & Danville,1900,R. I. Greening,17
Cumberland ,New Gloucester & Danville,1900,Roxbury Russet,17
Cumberland ,New Gloucester & Danville,1900,Tolman Sweet,17
Cumberland ,New Gloucester & Danville,1900,Yellow Bellflower,17
Cumberland ,New Gloucester & Danville,1901,Alexander,18
Cumberland ,New Gloucester & Danville,1901,Baldwin,18
Cumberland ,New Gloucester & Danville,1901,Ben Davis,18
Cumberland ,New Gloucester & Danville,1901,Fameuse,18
Cumberland ,New Gloucester & Danville,1901,Golden Russet,18
Cumberland ,New Gloucester & Danville,1901,Gravenstein,18
Cumberland ,New Gloucester & Danville,1901,Jewett's Fine Red,18
Cumberland ,New Gloucester & Danville,1901,King of Tompkins,18
Cumberland ,New Gloucester & Danville,1901,McIntosh Red,18
Cumberland ,New Gloucester & Danville,1901,Mother,18
Cumberland ,New Gloucester & Danville,1901,Northern Spy,18
Cumberland ,New Gloucester & Danville,1901,Porter,18
Cumberland ,New Gloucester & Danville,1901,Pound Sweet,18
Cumberland ,New Gloucester & Danville,1901,R. I. Greening,18
Cumberland ,New Gloucester & Danville,1901,Roxbury Russet,18
Cumberland ,New Gloucester & Danville,1901,Tolman Sweet,18
Cumberland ,New Gloucester & Danville,1901,Twenty—Ounce,18
Cumberland ,New Gloucester & Danville,1901,Wealthy,18
Cumberland ,New Gloucester & Danville,1907,Alexander,14
Cumberland ,New Gloucester & Danville,1907,Baldwin,14
Cumberland ,New Gloucester & Danville,1907,Fameuse,14
Cumberland ,New Gloucester & Danville,1907,Golden Russet,14
Cumberland ,New Gloucester & Danville,1907,Hubbardston,14
Cumberland ,New Gloucester & Danville,1907,Jewett's Fine Red,14
Cumberland ,New Gloucester & Danville,1907,King of Tompkins,14
Cumberland ,New Gloucester & Danville,1907,McIntosh Red,14
Cumberland ,New Gloucester & Danville,1907,Northern Spy,14
Cumberland ,New Gloucester & Danville,1907,Porter,14
Cumberland ,New Gloucester & Danville,1907,R. I. Greening,14
Cumberland ,New Gloucester & Danville,1907,Tolman Sweet,14
Cumberland ,New Gloucester & Danville,1907,Wealthy,14
Cumberland ,New Gloucester & Danville,1907,Yellow Bellflower,14
Cumberland ,New Gloucester & Danville,1910,Alexander,25
Cumberland ,New Gloucester & Danville,1910,Baldwin,25
Cumberland ,New Gloucester & Danville,1910,Ben Davis,25
Cumberland ,New Gloucester & Danville,1910,Black Oxford,25
Cumberland ,New Gloucester & Danville,1910,Fallowater,25
Cumberland ,New Gloucester & Danville,1910,Golden Russet,25
Cumberland ,New Gloucester & Danville,1910,Gravenstein,25
Cumberland ,New Gloucester & Danville,1910,Greening,25
Cumberland ,New Gloucester & Danville,1910,Hass,25
Cumberland ,New Gloucester & Danville,1910,Hubbardston,25
Cumberland ,New Gloucester & Danville,1910,Jewett's Fine Red,25
Cumberland ,New Gloucester & Danville,1910,King of Tompkins,25
Cumberland ,New Gloucester & Danville,1910,Maidens Blush,25
Cumberland ,New Gloucester & Danville,1910,McIntosh Red,25
Cumberland ,New Gloucester & Danville,1910,New York Pippin,25
Cumberland ,New Gloucester & Danville,1910,Northern Spy,25
Cumberland ,New Gloucester & Danville,1910,Porter,25
Cumberland ,New Gloucester & Danville,1910,Pound Sweet,25
Cumberland ,New Gloucester & Danville,1910,Roxbury Russet,25
Cumberland ,New Gloucester & Danville,1910,Seek No Further,25
Cumberland ,New Gloucester & Danville,1910,St. Lawrence,25
Cumberland ,New Gloucester & Danville,1910,Stark,25
Cumberland ,New Gloucester & Danville,1910,Tolman Sweet,25
Cumberland ,New Gloucester & Danville,1910,Wagner,25
Cumberland ,New Gloucester & Danville,1910,Wealthy,25
Cumberland ,New Gloucester & Danville,1913,Alexander,21
Cumberland ,New Gloucester & Danville,1913,Baldwin,21
Cumberland ,New Gloucester & Danville,1913,Ben Davis,21
Cumberland ,New Gloucester & Danville,1913,Blue Pearmain,21
Cumberland ,New Gloucester & Danville,1913,Fameuse,21
Cumberland ,New Gloucester & Danville,1913,Golden Russet,21
Cumberland ,New Gloucester & Danville,1913,Gravenstein,21
Cumberland ,New Gloucester & Danville,1913,Hubbardston,21
Cumberland ,New Gloucester & Danville,1913,Jewett's Fine Red,21
Cumberland ,New Gloucester & Danville,1913,McIntosh Red,21
Cumberland ,New Gloucester & Danville,1913,Northern Spy,21
Cumberland ,New Gloucester & Danville,1913,Porter,21
Cumberland ,New Gloucester & Danville,1913,Pound Sweet,21
Cumberland ,New Gloucester & Danville,1913,R. I. Greening,21
Cumberland ,New Gloucester & Danville,1913,Roxbury Russet,21
Cumberland ,New Gloucester & Danville,1913,Stark,21
Cumberland ,New Gloucester & Danville,1913,Sutton Beauty,21
Cumberland ,New Gloucester & Danville,1913,Tolman Sweet,21
Cumberland ,New Gloucester & Danville,1913,Wagner,21
Cumberland ,New Gloucester & Danville,1913,Wealthy,21
Cumberland ,New Gloucester & Danville,1913,Yellow Bellflower,21
Cumberland ,New Gloucester & Danville,1914,Baldwin,20
Cumberland ,New Gloucester & Danville,1914,Ben Davis,20
Cumberland ,New Gloucester & Danville,1914,Blue Pearmain,20
Cumberland ,New Gloucester & Danville,1914,Fameuse,20
Cumberland ,New Gloucester & Danville,1914,Golden Russet,20
Cumberland ,New Gloucester & Danville,1914,Gravenstein,20
Cumberland ,New Gloucester & Danville,1914,Hubbardston,20
Cumberland ,New Gloucester & Danville,1914,Jewett's Fine Red,20
Cumberland ,New Gloucester & Danville,1914,King of Tompkins,20
Cumberland ,New Gloucester & Danville,1914,McIntosh Red,20
Cumberland ,New Gloucester & Danville,1914,Northern Spy,20
Cumberland ,New Gloucester & Danville,1914,Porter,20
Cumberland ,New Gloucester & Danville,1914,Pound Sweet,20
Cumberland ,New Gloucester & Danville,1914,R. I. Greening,20
Cumberland ,New Gloucester & Danville,1914,Roxbury Russet,20
Cumberland ,New Gloucester & Danville,1914,Stark,20
Cumberland ,New Gloucester & Danville,1914,Tolman Sweet,20
Cumberland ,New Gloucester & Danville,1914,Wagner,20
Cumberland ,New Gloucester & Danville,1914,Wolf River,20
Cumberland ,New Gloucester & Danville,1914,Yellow Bellflower,20
Cumberland ,New Gloucester & Danville,1915,Alexander,18
Cumberland ,New Gloucester & Danville,1915,Baldwin,18
Cumberland ,New Gloucester & Danville,1915,Ben Davis,18
Cumberland ,New Gloucester & Danville,1915,Fameuse,18
Cumberland ,New Gloucester & Danville,1915,Golden Russet,18
Cumberland ,New Gloucester & Danville,1915,Gravenstein,18
Cumberland ,New Gloucester & Danville,1915,Greening,18
Cumberland ,New Gloucester & Danville,1915,Grime's Golden,18
Cumberland ,New Gloucester & Danville,1915,Hubbardston,18
Cumberland ,New Gloucester & Danville,1915,Jewett's Fine Red,18
Cumberland ,New Gloucester & Danville,1915,King David,18
Cumberland ,New Gloucester & Danville,1915,McIntosh Red,18
Cumberland ,New Gloucester & Danville,1915,Northern Spy,18
Cumberland ,New Gloucester & Danville,1915,Pewaukee,18
Cumberland ,New Gloucester & Danville,1915,Porter,18
Cumberland ,New Gloucester & Danville,1915,Roxbury Russet,18
Cumberland ,New Gloucester & Danville,1915,Tolman Sweet,18
Cumberland ,New Gloucester & Danville,1915,Wealthy,18
Cumberland ,New Gloucester & Danville,1920,Arctic,18
Cumberland ,New Gloucester & Danville,1920,Baldwin,18
Cumberland ,New Gloucester & Danville,1920,Ben Davis,18
Cumberland ,New Gloucester & Danville,1920,Golden Russet,18
Cumberland ,New Gloucester & Danville,1920,Gravenstein,18
Cumberland ,New Gloucester & Danville,1920,Hass,18
Cumberland ,New Gloucester & Danville,1920,Jewett's Fine Red,18
Cumberland ,New Gloucester & Danville,1920,Lawrence,18
Cumberland ,New Gloucester & Danville,1920,Maidens Blush,18
Cumberland ,New Gloucester & Danville,1920,New York Pippin,18
Cumberland ,New Gloucester & Danville,1920,Northern Spy,18
Cumberland ,New Gloucester & Danville,1920,Porter,18
Cumberland ,New Gloucester & Danville,1920,Pound Sweet,18
Cumberland ,New Gloucester & Danville,1920,R. I. Greening,18
Cumberland ,New Gloucester & Danville,1920,Roxbury Russet,18
Cumberland ,New Gloucester & Danville,1920,Stark,18
Cumberland ,New Gloucester & Danville,1920,Wagner,18
Cumberland ,New Gloucester & Danville,1920,Wealthy,18
Cumberland ,Freeport,1895,Baldwin,25
Cumberland ,Freeport,1895,Beefsteak,25
Cumberland ,Freeport,1895,Blue Pearmain,25
Cumberland ,Freeport,1895,Canada Red,25
Cumberland ,Freeport,1895,Golden Bell,25
Cumberland ,Freeport,1895,Golden Russet,25
Cumberland ,Freeport,1895,Granite Beauty,25
Cumberland ,Freeport,1895,Graveline,25
Cumberland ,Freeport,1895,Greening,25
Cumberland ,Freeport,1895,Hubbardston's Nonesuch,25
Cumberland ,Freeport,1895,King Tompkins,25
Cumberland ,Freeport,1895,Maiden's Blush,25
Cumberland ,Freeport,1895,McIntosh Red,25
Cumberland ,Freeport,1895,Milding,25
Cumberland ,Freeport,1895,Nodhead,25
Cumberland ,Freeport,1895,Northern Spy,25
Cumberland ,Freeport,1895,Pound Sweet,25
Cumberland ,Freeport,1895,Rhode Island Greening,25
Cumberland ,Freeport,1895,Russet,25
Cumberland ,Freeport,1895,St. Lawarence,25
Cumberland ,Freeport,1895,Striped Fameuse,25
Cumberland ,Freeport,1895,Tolman Sweet,25
Cumberland ,Freeport,1895,Wagener,25
Cumberland ,Freeport,1895,Winter Greening,25
Cumberland ,Freeport,1895,Yellow Bellfleur,25
Cumberland ,Freeport,1899,Baldwin,13
Cumberland ,Freeport,1899,Blue Pearmain,13
Cumberland ,Freeport,1899,Fameuse,13
Cumberland ,Freeport,1899,Greening,13
Cumberland ,Freeport,1899,Magog,13
Cumberland ,Freeport,1899,Maiden's Blush,13
Cumberland ,Freeport,1899,New York Baldwin,13
Cumberland ,Freeport,1899,Nodhead,13
Cumberland ,Freeport,1899,Rhode Island Greening,13
Cumberland ,Freeport,1899,Russet,13
Cumberland ,Freeport,1899,Tolman Sweet,13
Cumberland ,Freeport,1899,Twenty-Ounce,13
Cumberland ,Freeport,1899,Yellow Bellfleur,13
Cumberland ,Freeport,1902,Baldwin,28
Cumberland ,Freeport,1902,Ben Davis,28
Cumberland ,Freeport,1902,Blue Pearmain,28
Cumberland ,Freeport,1902,Cluster Crab,28
Cumberland ,Freeport,1902,Duchess,28
Cumberland ,Freeport,1902,Fameuse,28
Cumberland ,Freeport,1902,Golden Russet,28
Cumberland ,Freeport,1902,Hubbardston's Nonesuch,28
Cumberland ,Freeport,1902,Hulbert,28
Cumberland ,Freeport,1902,King Tompkins,28
Cumberland ,Freeport,1902,Maine Greening,28
Cumberland ,Freeport,1902,McIntosh Red,28
Cumberland ,Freeport,1902,Munson Sweet,28
Cumberland ,Freeport,1902,Nodhead,28
Cumberland ,Freeport,1902,Northern Spy,28
Cumberland ,Freeport,1902,Pewaukee,28
Cumberland ,Freeport,1902,Porter,28
Cumberland ,Freeport,1902,Pound Sweet,28
Cumberland ,Freeport,1902,Pumpkin Sweet,28
Cumberland ,Freeport,1902,Red Beitigheimer,28
Cumberland ,Freeport,1902,Red Russet,28
Cumberland ,Freeport,1902,Rhode Island Greening,28
Cumberland ,Freeport,1902,Roxbury Russet,28
Cumberland ,Freeport,1902,Tolman Sweet,28
Cumberland ,Freeport,1902,Twenty-Ounce,28
Cumberland ,Freeport,1902,Wealthy,28
Cumberland ,Freeport,1902,Wolf River,28
Cumberland ,Freeport,1902,Yellow Bellfleur,28
Cumberland ,Freeport,1905,Alexander,28
Cumberland ,Freeport,1905,Baldwin,28
Cumberland ,Freeport,1905,Ben Davis,28
Cumberland ,Freeport,1905,Black Oxford,28
Cumberland ,Freeport,1905,Blue Pearmain,28
Cumberland ,Freeport,1905,Fall Greening,28
Cumberland ,Freeport,1905,Fameuse,28
Cumberland ,Freeport,1905,Favorite,28
Cumberland ,Freeport,1905,Golden Russet,28
Cumberland ,Freeport,1905,Haas,28
Cumberland ,Freeport,1905,King Tompkins,28
Cumberland ,Freeport,1905,McIntosh Red,28
Cumberland ,Freeport,1905,Munson Sweet,28
Cumberland ,Freeport,1905,Nodhead,28
Cumberland ,Freeport,1905,Northern Spy,28
Cumberland ,Freeport,1905,Pippin,28
Cumberland ,Freeport,1905,Porter,28
Cumberland ,Freeport,1905,Pound Sweet,28
Cumberland ,Freeport,1905,Pumpkin Sweet,28
Cumberland ,Freeport,1905,Rhode Island Greening,28
Cumberland ,Freeport,1905,Roxbury Russet,28
Cumberland ,Freeport,1905,Seek No Further,28
Cumberland ,Freeport,1905,Stark,28
Cumberland ,Freeport,1905,Strawberry Baldwin,28
Cumberland ,Freeport,1905,Tolman Sweet,28
Cumberland ,Freeport,1905,Twenty-Ounce,28
Cumberland ,Freeport,1905,Wealthy,28
Cumberland ,Freeport,1905,Yellow Bellfleur,28
Cumberland ,Freeport,1907,(Pear) Bartlett,12
Cumberland ,Freeport,1907,Alexander,12
Cumberland ,Freeport,1907,Baldwin,12
Cumberland ,Freeport,1907,Black Oxford,12
Cumberland ,Freeport,1907,Fameuse,12
Cumberland ,Freeport,1907,Hubbardston's Nonesuch,12
Cumberland ,Freeport,1907,Hyslop,12
Cumberland ,Freeport,1907,Milding,12
Cumberland ,Freeport,1907,Nodhead,12
Cumberland ,Freeport,1907,Northern Spy,12
Cumberland ,Freeport,1907,Transendent,12
Cumberland ,Freeport,1907,Yellow Bellfleur,12
Cumberland ,Freeport,1910,Baldwin,9
Cumberland ,Freeport,1910,Fameuse,9
Cumberland ,Freeport,1910,Gravenstein,9
Cumberland ,Freeport,1910,King Tompkins,9
Cumberland ,Freeport,1910,Nodhead,9
Cumberland ,Freeport,1910,Northern Spy,9
Cumberland ,Freeport,1910,Pound Sweet,9
Cumberland ,Freeport,1910,Sops of Wine,9
Cumberland ,Freeport,1910,Yellow Bellfleur,9
Cumberland ,Gorham & Standish Fair,1871,Baldwin,12
Cumberland ,Gorham & Standish Fair,1871,Blue Pearmain,12
Cumberland ,Gorham & Standish Fair,1871,Holland Pippin,12
Cumberland ,Gorham & Standish Fair,1871,Nodhead,12
Cumberland ,Gorham & Standish Fair,1871,Northern Spy,12
Cumberland ,Gorham & Standish Fair,1871,Porter,12
Cumberland ,Gorham & Standish Fair,1871,Pound Sweet,12
Cumberland ,Gorham & Standish Fair,1871,Pumpkin,12
Cumberland ,Gorham & Standish Fair,1871,Ribston Pippin,12
Cumberland ,Gorham & Standish Fair,1871,Russet,12
Cumberland ,Gorham & Standish Fair,1871,Seek No Further,12
Cumberland ,Gorham & Standish Fair,1871,Twenty Ounce Pippin,12
Cumberland ,Gorham & Standish Fair,1872,Baldwin,7
Cumberland ,Gorham & Standish Fair,1872,Garden Rosy,7
Cumberland ,Gorham & Standish Fair,1872,Golden Ball,7
Cumberland ,Gorham & Standish Fair,1872,None-Such,7
Cumberland ,Gorham & Standish Fair,1872,Porter,7
Cumberland ,Gorham & Standish Fair,1872,Pound Sweet,7
Cumberland ,Gorham & Standish Fair,1872,Pumpkin Sweet,7
Cumberland ,Gorham & Standish Fair,1874,(Pear) Flemish Beauty,7
Cumberland ,Gorham & Standish Fair,1874,Baldwin,7
Cumberland ,Gorham & Standish Fair,1874,Blue Pearmain,7
Cumberland ,Gorham & Standish Fair,1874,Hubbardston Nonsuch,7
Cumberland ,Gorham & Standish Fair,1874,Nodhead,7
Cumberland ,Gorham & Standish Fair,1874,Northern Spy,7
Cumberland ,Gorham & Standish Fair,1874,Porter,7
Cumberland ,Gorham & Standish Fair,1880,(Pear) Anglo,12
Cumberland ,Gorham & Standish Fair,1880,(Pear) Duchess,12
Cumberland ,Gorham & Standish Fair,1880,(Pear) Sheldon,12
Cumberland ,Gorham & Standish Fair,1880,Alexander,12
Cumberland ,Gorham & Standish Fair,1880,Baldwin,12
Cumberland ,Gorham & Standish Fair,1880,Ben Davis,12
Cumberland ,Gorham & Standish Fair,1880,Cathead,12
Cumberland ,Gorham & Standish Fair,1880,Holland Pippin,12
Cumberland ,Gorham & Standish Fair,1880,King,12
Cumberland ,Gorham & Standish Fair,1880,Newton Pippin,12
Cumberland ,Gorham & Standish Fair,1880,Nodhead,12
Cumberland ,Gorham & Standish Fair,1880,Northern Spy,12
Cumberland ,Gorham & Standish Fair,1883,Baldwin,5
Cumberland ,Gorham & Standish Fair,1883,Nodhead,5
Cumberland ,Gorham & Standish Fair,1883,Northern Spy,5
Cumberland ,Gorham & Standish Fair,1883,Pound Sweet,5
Cumberland ,Gorham & Standish Fair,1883,Pumpkin Sweet,5
Cumberland ,Gorham Grange Fair,1879,(Pear) Bartlett,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Belle Lucrative,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Beurre Diel,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Beurre Hardy,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Buffum,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Duchess Angouleme,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Duchesse de Bordeaux,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Flemish Beauty,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Howell,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Lawrence,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Louise Bonne de Jersey,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Seckel,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Sheldon,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Vicar of Wakefield,49
Cumberland ,Gorham Grange Fair,1879,(Pear) Winter Nelis,49
Cumberland ,Gorham Grange Fair,1879,Autumn Strawberry,49
Cumberland ,Gorham Grange Fair,1879,Baldwin,49
Cumberland ,Gorham Grange Fair,1879,Ben Davis,49
Cumberland ,Gorham Grange Fair,1879,Fall Harvest,49
Cumberland ,Gorham Grange Fair,1879,Fall Jannetting,49
Cumberland ,Gorham Grange Fair,1879,Gilley Flower,49
Cumberland ,Gorham Grange Fair,1879,Golden Russet,49
Cumberland ,Gorham Grange Fair,1879,Gravenstein,49
Cumberland ,Gorham Grange Fair,1879,Hautboy,49
Cumberland ,Gorham Grange Fair,1879,Hubbardstons Nonesuch,49
Cumberland ,Gorham Grange Fair,1879,Hyssop Crab,49
Cumberland ,Gorham Grange Fair,1879,Kerwicks Codlin,49
Cumberland ,Gorham Grange Fair,1879,King of Tompkins,49
Cumberland ,Gorham Grange Fair,1879,Maiden's Blush,49
Cumberland ,Gorham Grange Fair,1879,Mammoth Pippin,49
Cumberland ,Gorham Grange Fair,1879,Mellon Apple,49
Cumberland ,Gorham Grange Fair,1879,New York Stripe,49
Cumberland ,Gorham Grange Fair,1879,Nodhead,49
Cumberland ,Gorham Grange Fair,1879,Northern Spy,49
Cumberland ,Gorham Grange Fair,1879,Porter,49
Cumberland ,Gorham Grange Fair,1879,Pound Sweet,49
Cumberland ,Gorham Grange Fair,1879,Pumpkin Sweet,49
Cumberland ,Gorham Grange Fair,1879,R. I. Greening,49
Cumberland ,Gorham Grange Fair,1879,Randall Sweet,49
Cumberland ,Gorham Grange Fair,1879,Rauber,49
Cumberland ,Gorham Grange Fair,1879,Red Astrachan,49
Cumberland ,Gorham Grange Fair,1879,Roxbury Russet,49
Cumberland ,Gorham Grange Fair,1879,Strawberry Apple,49
Cumberland ,Gorham Grange Fair,1879,Tolman Sweet,49
Cumberland ,Gorham Grange Fair,1879,Transcendent Crab,49
Cumberland ,Gorham Grange Fair,1879,Twenty Ounce,49
Cumberland ,Gorham Grange Fair,1879,Wagner,49
Cumberland ,Gorham Grange Fair,1879,Yellow Bellflower,49
Cumberland ,Gorham Grange Fair,1879,Yellow Siberian Crab,49
Cumberland ,Gorham Grange Fair,1880,Baldwin,9
Cumberland ,Gorham Grange Fair,1880,Canada Stripe,9
Cumberland ,Gorham Grange Fair,1880,King of Tompkins,9
Cumberland ,Gorham Grange Fair,1880,Nodhead,9
Cumberland ,Gorham Grange Fair,1880,Northern Spy,9
Cumberland ,Gorham Grange Fair,1880,Pearmain,9
Cumberland ,Gorham Grange Fair,1880,Porter,9
Cumberland ,Gorham Grange Fair,1880,Pound Sweet,9
Cumberland ,Gorham Grange Fair,1880,Twenty Ounce Pippin,9
Cumberland ,Gorham Grange Fair,1883,(Pear) Beurre d'Anjou,29
Cumberland ,Gorham Grange Fair,1883,(Pear) Beurre Diel,29
Cumberland ,Gorham Grange Fair,1883,(Pear) Duchess Angouleme,29
Cumberland ,Gorham Grange Fair,1883,(Pear) Lawrence,29
Cumberland ,Gorham Grange Fair,1883,(Pear) Vicar of Wakefield,29
Cumberland ,Gorham Grange Fair,1883,Baldwin,29
Cumberland ,Gorham Grange Fair,1883,Ben Davis,29
Cumberland ,Gorham Grange Fair,1883,Farmease,29
Cumberland ,Gorham Grange Fair,1883,Fullawater,29
Cumberland ,Gorham Grange Fair,1883,Gennett,29
Cumberland ,Gorham Grange Fair,1883,Golden Ball,29
Cumberland ,Gorham Grange Fair,1883,Golden Russet,29
Cumberland ,Gorham Grange Fair,1883,Greening,29
Cumberland ,Gorham Grange Fair,1883,Hubbardstons Nonesuch,29
Cumberland ,Gorham Grange Fair,1883,King of Tompkins,29
Cumberland ,Gorham Grange Fair,1883,Maiden's Blush,29
Cumberland ,Gorham Grange Fair,1883,New York Stripe,29
Cumberland ,Gorham Grange Fair,1883,Nodhead,29
Cumberland ,Gorham Grange Fair,1883,Northern Spy,29
Cumberland ,Gorham Grange Fair,1883,Pearmain,29
Cumberland ,Gorham Grange Fair,1883,Porter,29
Cumberland ,Gorham Grange Fair,1883,Pound Sweet,29
Cumberland ,Gorham Grange Fair,1883,Roxbury Russet,29
Cumberland ,Gorham Grange Fair,1883,Seek No Further,29
Cumberland ,Gorham Grange Fair,1883,Strawberry Apple,29
Cumberland ,Gorham Grange Fair,1883,Sweet Bough,29
Cumberland ,Gorham Grange Fair,1883,Tolman Sweet,29
Cumberland ,Gorham Grange Fair,1883,Wagner,29
Cumberland ,Gorham Grange Fair,1883,Yellow Bellflower,29
Cumberland ,Gorham Grange Fair,1886,(Pear) Bartlett,19
Cumberland ,Gorham Grange Fair,1886,Baldwin,19
Cumberland ,Gorham Grange Fair,1886,Blue Pear Main,19
Cumberland ,Gorham Grange Fair,1886,Eleren Pippin,19
Cumberland ,Gorham Grange Fair,1886,Golden Russet,19
Cumberland ,Gorham Grange Fair,1886,Good Minister,19
Cumberland ,Gorham Grange Fair,1886,Gravenstein,19
Cumberland ,Gorham Grange Fair,1886,Holly Water,19
Cumberland ,Gorham Grange Fair,1886,King of Tompkins,19
Cumberland ,Gorham Grange Fair,1886,Mammoth Pippin,19
Cumberland ,Gorham Grange Fair,1886,New York Stripe,19
Cumberland ,Gorham Grange Fair,1886,Nodhead,19
Cumberland ,Gorham Grange Fair,1886,Northern Spy,19
Cumberland ,Gorham Grange Fair,1886,Pewankee,19
Cumberland ,Gorham Grange Fair,1886,Porter,19
Cumberland ,Gorham Grange Fair,1886,Pound Sweet,19
Cumberland ,Gorham Grange Fair,1886,R. I. Greening,19
Cumberland ,Gorham Grange Fair,1886,Wealthy,19
Cumberland ,Gorham Grange Fair,1886,Yellow Bellflower,19
Cumberland ,Gorham Fair,1875,(Pear) Beurre Dill,11
Cumberland ,Gorham Fair,1875,(Pear) Duchess,11
Cumberland ,Gorham Fair,1875,(Pear) Flemish Beauty,11
Cumberland ,Gorham Fair,1875,Baldwin,11
Cumberland ,Gorham Fair,1875,Bellflower,11
Cumberland ,Gorham Fair,1875,Nodhead,11
Cumberland ,Gorham Fair,1875,Northern Spy,11
Cumberland ,Gorham Fair,1875,Pippin,11
Cumberland ,Gorham Fair,1875,Porter,11
Cumberland ,Gorham Fair,1875,Pumpkin Sweet,11
Cumberland ,Gorham Fair,1875,Twenty Ounce Pippin,11
Cumberland ,Bridgton,1884,Baldwin,7
Cumberland ,Bridgton,1884,Basket Apple,7
Cumberland ,Bridgton,1884,Bellflower,7
Cumberland ,Bridgton,1884,Fallwater,7
Cumberland ,Bridgton,1884,McIntosh,7
Cumberland ,Bridgton,1884,Northern Spy,7
Cumberland ,Bridgton,1884,R. I. Greening,7
Cumberland ,Bridgton,1885,(Pear) Bartlett,3
Cumberland ,Bridgton,1885,(Pear) Beauty Flemish,3
Cumberland ,Bridgton,1885,Baldwin,3
Cumberland ,Bridgton,1887,(Pear) Sheldon,3
Cumberland ,Bridgton,1887,Baldwin,3
Cumberland ,Bridgton,1887,Russet,3
