County,Fair,Year,IsApple,Given_ID,Given_ID_Clean,Alt_ID,Alt_ID_Clean,Presumed_ID,Presumed_ID_Clean,Uncertain
Hancock,Eden Fair,1911,True,Fameuse,fameuse,,,,,False
Hancock,Eden Fair,1911,True,Golden Sweet,golden sweet,,,,,False
Hancock,Eden Fair,1911,True,King Tompkins,king tompkins,King,king,,,False
Hancock,Eden Fair,1911,True,Peter,peter,,,,,False
Hancock,Eden Fair,1911,True,Quebec Winter Sweet,quebec winter sweet,,,,,False
Hancock,Eden Fair,1911,True,Red Astrachan,red astrachan,,,,,False
Hancock,Eden Fair,1911,True,Rhode Island Greening,rhode island greening,,,,,False
Hancock,Eden Fair,1911,True,Snow,snow,,,,,False
Hancock,Eden Fair,1911,True,Snow Ball,snow ball,Snowball,snowball,,,False
Hancock,Eden Fair,1911,True,Strawberry,strawberry,,,,,False
Hancock,Eden Fair,1911,True,Sweet Russet,sweet russet,,,,,False
Hancock,Eden Fair,1911,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1911,True,Winter Sweet,winter sweet,,,,,False
Hancock,Eden Fair,1911,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1911,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1913,False,(Pear) Bartlett,bartlett,,,,,False
Hancock,Eden Fair,1913,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1913,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1913,True,Arctic,arctic,,,,,False
Hancock,Eden Fair,1913,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1913,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1913,True,Cranberry Crab,cranberry crab,,,,,False
Hancock,Eden Fair,1913,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1913,True,Gravenstein,gravenstein,,,,,False
Hancock,Eden Fair,1913,True,Green Cooking,green cooking,,,,,False
Hancock,Eden Fair,1913,True,Longfield,longfield,,,,,False
Hancock,Eden Fair,1913,True,Mawn,mawn,,,,,False
Hancock,Eden Fair,1913,True,Red Astrachan,red astrachan,,,,,False
Hancock,Eden Fair,1913,True,Rhode Island Greening,rhode island greening,,,,,False
Hancock,Eden Fair,1913,True,Snow Ball,snow ball,Snowball,snowball,,,False
Hancock,Eden Fair,1913,True,Stock,stock,,,,,False
Hancock,Eden Fair,1913,True,Sweet Bough,sweet bough,,,,,False
Hancock,Eden Fair,1913,True,Transcendent Crab,transcendent crab,,,,,False
Hancock,Eden Fair,1913,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1913,True,William's Early,william's early,,,,,False
Hancock,Eden Fair,1913,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1913,True,Yellow Transparent,yellow transparent,,,,,False
Hancock,Eden Fair,1914,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1914,True,American Blush,american blush,,,,,False
Hancock,Eden Fair,1914,True,Autumn Strawberry,autumn strawberry,,,,,False
Hancock,Eden Fair,1914,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1914,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1914,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1914,True,Fameuse,fameuse,,,,,False
Hancock,Eden Fair,1914,True,Gravenstein,gravenstein,,,,,False
Hancock,Eden Fair,1914,True,King Tompkins,king tompkins,King,king,,,False
Hancock,Eden Fair,1914,True,Maiden Blush,maiden blush,,,,,False
Hancock,Eden Fair,1914,True,Mann,mann,,,,,False
Hancock,Eden Fair,1914,True,MCIntosh Red,mcintosh red,Mackintosh Red,mackintosh red,,,False
Hancock,Eden Fair,1914,True,Red Astrachan,red astrachan,,,,,False
Hancock,Eden Fair,1914,True,Rhode Island Greening,rhode island greening,,,,,False
Hancock,Eden Fair,1914,True,Sweet,sweet,,,,,False
Hancock,Eden Fair,1914,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1914,True,Twenty Ounce,twenty ounce,,,,,False
Hancock,Eden Fair,1914,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1914,True,William's Favorite,william's favorite,,,,,False
Hancock,Eden Fair,1914,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1914,True,Yellow Transparent,yellow transparent,,,,,False
Hancock,Eden Fair,1915,False,(Pear) Bartlett,bartlett,,,,,False
Hancock,Eden Fair,1915,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1915,False,(Pear) Marguerite,marguerite,,,,,False
Hancock,Eden Fair,1915,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1915,True,Black Oxford,black oxford,,,,,False
Hancock,Eden Fair,1915,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1915,True,Early William,early william,,,,,False
Hancock,Eden Fair,1915,True,Fameuse,fameuse,,,,,False
Hancock,Eden Fair,1915,True,Gravenstein,gravenstein,,,,,False
Hancock,Eden Fair,1915,True,King Tompkins,king tompkins,King,king,,,False
Hancock,Eden Fair,1915,True,Maiden Blush,maiden blush,,,,,False
Hancock,Eden Fair,1915,True,MCIntosh Red,mcintosh red,Mackintosh Red,mackintosh red,,,False
Hancock,Eden Fair,1915,True,Red Astrachan,red astrachan,,,,,False
Hancock,Eden Fair,1915,True,Rhode Island Greening,rhode island greening,,,,,False
Hancock,Eden Fair,1915,True,Roxbury Russet,roxbury russet,,,,,False
Hancock,Eden Fair,1915,True,Stark,stark,,,,,False
Hancock,Eden Fair,1915,True,Sweet,sweet,,,,,False
Hancock,Eden Fair,1915,True,Sweet Bough,sweet bough,,,,,False
Hancock,Eden Fair,1915,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1915,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1915,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1915,True,Yellow Transparent,yellow transparent,,,,,False
Hancock,Eden Fair,1916,False,(Pear) Bartlett,bartlett,,,,,False
Hancock,Eden Fair,1916,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1916,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1916,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1916,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1916,True,Blush,blush,,,,,False
Hancock,Eden Fair,1916,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1916,True,Dudley Winter,dudley winter,Dudley,dudley,,,False
Hancock,Eden Fair,1916,True,Greening,greening,,,,,False
Hancock,Eden Fair,1916,True,Mutton Apple,mutton apple,,,,,False
Hancock,Eden Fair,1916,True,Pewakee,pewakee,,,,,False
Hancock,Eden Fair,1916,True,Red Astrachan,red astrachan,,,,,False
Hancock,Eden Fair,1916,True,Russet,russet,,,,,False
Hancock,Eden Fair,1916,True,Snow,snow,,,,,False
Hancock,Eden Fair,1916,True,Stark,stark,,,,,False
Hancock,Eden Fair,1916,True,Sweet,sweet,,,,,False
Hancock,Eden Fair,1916,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1916,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1916,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1916,True,Yellow Transparent,yellow transparent,,,,,False
Hancock,Eden Fair,1917,False,(Pear) Bartlett,bartlett,,,,,False
Hancock,Eden Fair,1917,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1917,False,(Pear) Marguerite,marguerite,,,,,False
Hancock,Eden Fair,1917,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1917,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1917,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1917,True,Fameuse,fameuse,,,,,False
Hancock,Eden Fair,1917,True,Golden Sweet,golden sweet,,,,,False
Hancock,Eden Fair,1917,True,Strawberry,strawberry,,,,,False
Hancock,Eden Fair,1917,True,Sweet,sweet,,,,,False
Hancock,Eden Fair,1917,True,Sweet Bough,sweet bough,,,,,False
Hancock,Eden Fair,1917,True,Sweet Russet,sweet russet,,,,,False
Hancock,Eden Fair,1917,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1917,True,William's Favorite,william's favorite,,,,,False
Hancock,Eden Fair,1917,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1917,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1917,True,Yellow Transparent,yellow transparent,,,,,False
Hancock,Eden Fair,1918,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1918,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1918,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1918,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1918,True,Early Summer,early summer,,,,,False
Hancock,Eden Fair,1918,True,Maiden Blush,maiden blush,,,,,False
Hancock,Eden Fair,1918,True,Red Astrachan,red astrachan,,,,,False
Hancock,Eden Fair,1918,True,Red Winter Sweet,red winter sweet,,,,,False
Hancock,Eden Fair,1918,True,Sweet Russet,sweet russet,,,,,False
Hancock,Eden Fair,1918,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1918,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1918,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1918,True,Yellow Transparent,yellow transparent,,,,,False
Hancock,Eden Fair,1919,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1919,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1919,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1919,True,Black Twig,black twig,,,,,False
Hancock,Eden Fair,1919,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1919,True,Dudley Winter,dudley winter,Dudley,dudley,,,False
Hancock,Eden Fair,1919,True,Early Harvest,early harvest,,,,,False
Hancock,Eden Fair,1919,True,Fameuse,fameuse,,,,,False
Hancock,Eden Fair,1919,True,Golden Sweet,golden sweet,,,,,False
Hancock,Eden Fair,1919,True,High Top Sweet,high top sweet,,,,,False
Hancock,Eden Fair,1919,True,King Tompkins,king tompkins,King,king,,,False
Hancock,Eden Fair,1919,True,Longfield,longfield,,,,,False
Hancock,Eden Fair,1919,True,Luister Twig,luister twig,,,,,False
Hancock,Eden Fair,1919,True,Maiden Blush,maiden blush,,,,,False
Hancock,Eden Fair,1919,True,Pewakee,pewakee,,,,,False
Hancock,Eden Fair,1919,True,Red Astrachan,red astrachan,,,,,False
Hancock,Eden Fair,1919,True,Rhode Island Greening,rhode island greening,,,,,False
Hancock,Eden Fair,1919,True,Russet,russet,,,,,False
Hancock,Eden Fair,1919,True,Stark,stark,,,,,False
Hancock,Eden Fair,1919,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1919,True,Twenty Ounce,twenty ounce,,,,,False
Hancock,Eden Fair,1919,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1919,True,William's Favorite,william's favorite,,,,,False
Hancock,Eden Fair,1919,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1919,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1920,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1920,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1920,True,Astrachan,astrachan,,,,,False
Hancock,Eden Fair,1920,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1920,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1920,True,Crimson Beauty,crimson beauty,,,,,False
Hancock,Eden Fair,1920,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1920,True,Golden Sweet,golden sweet,,,,,False
Hancock,Eden Fair,1920,True,Gravenstein,gravenstein,,,,,False
Hancock,Eden Fair,1920,True,Maiden Blush,maiden blush,,,,,False
Hancock,Eden Fair,1920,True,Northern Spy,northern spy,,,,,False
Hancock,Eden Fair,1920,True,Pippin,pippin,,,,,False
Hancock,Eden Fair,1920,True,Quinine Sweet,quinine sweet,,,,,False
Hancock,Eden Fair,1920,True,Rhode Island Greening,rhode island greening,,,,,False
Hancock,Eden Fair,1920,True,Russet,russet,,,,,False
Hancock,Eden Fair,1920,True,Summer Apple,summer apple,,,,,False
Hancock,Eden Fair,1920,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1920,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1920,True,Winslow Proof,winslow proof,,,,,False
Hancock,Eden Fair,1920,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1920,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1920,True,Yellow Transparent,yellow transparent,,,,,False
Hancock,Eden Fair,1922,False,(Pear) Bartlett,bartlett,,,,,False
Hancock,Eden Fair,1922,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1922,False,(Pear) Clerga,clerga,,,,,False
Hancock,Eden Fair,1922,False,(Pear) Sickle,sickle,,,,,False
Hancock,Eden Fair,1922,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1922,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1922,True,Barkis,barkis,,,,,False
Hancock,Eden Fair,1922,True,Belmont Beauty,belmont beauty,,,,,False
Hancock,Eden Fair,1922,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1922,True,Bretymany,bretymany,,,,,False
Hancock,Eden Fair,1922,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1922,True,Dudley Winter,dudley winter,Dudley,dudley,,,False
Hancock,Eden Fair,1922,True,Fameuse,fameuse,,,,,False
Hancock,Eden Fair,1922,True,Gravenstein,gravenstein,,,,,False
Hancock,Eden Fair,1922,True,Greening,greening,,,,,False
Hancock,Eden Fair,1922,True,Limberting,limberting,,,,,False
Hancock,Eden Fair,1922,True,Longfellow,longfellow,,,,,False
Hancock,Eden Fair,1922,True,MCIntosh Red,mcintosh red,Mackintosh Red,mackintosh red,,,False
Hancock,Eden Fair,1922,True,North Star,north star,,,,,False
Hancock,Eden Fair,1922,True,Northern Spy,northern spy,,,,,False
Hancock,Eden Fair,1922,True,Pippin,pippin,,,,,False
Hancock,Eden Fair,1922,True,Rising Sun,rising sun,,,,,False
Hancock,Eden Fair,1922,True,Roxbury Russet,roxbury russet,,,,,False
Hancock,Eden Fair,1922,True,Snow,snow,,,,,False
Hancock,Eden Fair,1922,True,Stark,stark,,,,,False
Hancock,Eden Fair,1922,True,Sweet,sweet,,,,,False
Hancock,Eden Fair,1922,True,Sweet Russet,sweet russet,,,,,False
Hancock,Eden Fair,1922,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1922,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1922,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1922,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1923,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1923,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1923,True,Astrachan,astrachan,,,,,False
Hancock,Eden Fair,1923,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1923,True,Bell's Early,bell's early,,,,,False
Hancock,Eden Fair,1923,True,Black Baldwin,black baldwin,,,,,False
Hancock,Eden Fair,1923,True,Black Oxford,black oxford,,,,,False
Hancock,Eden Fair,1923,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1923,True,Fameuse,fameuse,,,,,False
Hancock,Eden Fair,1923,True,Gravenstein,gravenstein,,,,,False
Hancock,Eden Fair,1923,True,Greening,greening,,,,,False
Hancock,Eden Fair,1923,True,King Tompkins,king tompkins,King,king,,,False
Hancock,Eden Fair,1923,True,Mother,mother,,,,,False
Hancock,Eden Fair,1923,True,Northern Spy,northern spy,,,,,False
Hancock,Eden Fair,1923,True,Peerless,peerless,,,,,False
Hancock,Eden Fair,1923,True,Pewakee,pewakee,,,,,False
Hancock,Eden Fair,1923,True,Pippin,pippin,,,,,False
Hancock,Eden Fair,1923,True,Pretainger,pretainger,,,,,False
Hancock,Eden Fair,1923,True,"R. I, Sweet","r. i, sweet",,,,,False
Hancock,Eden Fair,1923,True,Roxbury Russet,roxbury russet,,,,,False
Hancock,Eden Fair,1923,True,Royal Red,royal red,,,,,False
Hancock,Eden Fair,1923,True,Stark,stark,,,,,False
Hancock,Eden Fair,1923,True,Strawberry,strawberry,,,,,False
Hancock,Eden Fair,1923,True,Sweet,sweet,,,,,False
Hancock,Eden Fair,1923,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1923,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1923,True,Winter Banana,winter banana,,,,,False
Hancock,Eden Fair,1923,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1923,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1923,True,Yellow Transparent,yellow transparent,,,,,False
Hancock,Eden Fair,1924,False,(Pear) Bartlett,bartlett,,,,,False
Hancock,Eden Fair,1924,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1924,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1924,True,Banana,banana,,,,,False
Hancock,Eden Fair,1924,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1924,True,Crimson Beauty,crimson beauty,,,,,False
Hancock,Eden Fair,1924,True,Dudley Winter,dudley winter,Dudley,dudley,,,False
Hancock,Eden Fair,1924,True,King Tompkins,king tompkins,King,king,,,False
Hancock,Eden Fair,1924,True,Limber Twig,limber twig,Lumber Twig,lumber twig,,,False
Hancock,Eden Fair,1924,True,Maiden Blush,maiden blush,,,,,False
Hancock,Eden Fair,1924,True,MCIntosh Red,mcintosh red,Mackintosh Red,mackintosh red,,,False
Hancock,Eden Fair,1924,True,Mother,mother,,,,,False
Hancock,Eden Fair,1924,True,Northern Spy,northern spy,,,,,False
Hancock,Eden Fair,1924,True,Paragon,paragon,,,,,False
Hancock,Eden Fair,1924,True,Peerless,peerless,,,,,False
Hancock,Eden Fair,1924,True,Pewakee,pewakee,,,,,False
Hancock,Eden Fair,1924,True,Red Astrachan,red astrachan,,,,,False
Hancock,Eden Fair,1924,True,Roxbury Russet,roxbury russet,,,,,False
Hancock,Eden Fair,1924,True,Sunrise,sunrise,,,,,False
Hancock,Eden Fair,1924,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1924,True,William's Favorite,william's favorite,,,,,False
Hancock,Eden Fair,1924,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1924,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1924,True,Yellow Transparent,yellow transparent,,,,,False
Hancock,Eden Fair,1925,False,(Pear) Bartlett,bartlett,,,,,False
Hancock,Eden Fair,1925,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1925,False,(Pear) Duchess,duchess,,,,,False
Hancock,Eden Fair,1925,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1925,True,Astrachan,astrachan,,,,,False
Hancock,Eden Fair,1925,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1925,True,Banana,banana,,,,,False
Hancock,Eden Fair,1925,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1925,True,Cathead,cathead,,,,,False
Hancock,Eden Fair,1925,True,Dudley Winter,dudley winter,Dudley,dudley,,,False
Hancock,Eden Fair,1925,True,Early Summer,early summer,,,,,False
Hancock,Eden Fair,1925,True,Fameuse,fameuse,,,,,False
Hancock,Eden Fair,1925,True,Garden Sweet,garden sweet,,,,,False
Hancock,Eden Fair,1925,True,Golden Russet,golden russet,,,,,False
Hancock,Eden Fair,1925,True,Gravenstein,gravenstein,,,,,False
Hancock,Eden Fair,1925,True,King Tompkins,king tompkins,King,king,,,False
Hancock,Eden Fair,1925,True,Limberstring,limberstring,,,,,False
Hancock,Eden Fair,1925,True,Orange Sweet,orange sweet,,,,,False
Hancock,Eden Fair,1925,True,Peerless,peerless,,,,,False
Hancock,Eden Fair,1925,True,Pewakee,pewakee,,,,,False
Hancock,Eden Fair,1925,True,Pippin,pippin,,,,,False
Hancock,Eden Fair,1925,True,Quince,quince,,,,,False
Hancock,Eden Fair,1925,True,Rhode Island Greening,rhode island greening,,,,,False
Hancock,Eden Fair,1925,True,Roxbury Russet,roxbury russet,,,,,False
Hancock,Eden Fair,1925,True,Ruby Red,ruby red,,,,,False
Hancock,Eden Fair,1925,True,Stark,stark,,,,,False
Hancock,Eden Fair,1925,True,Strawberry,strawberry,,,,,False
Hancock,Eden Fair,1925,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1925,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1925,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1925,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1926,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1926,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1926,True,Astrachan,astrachan,,,,,False
Hancock,Eden Fair,1926,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1926,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1926,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1926,True,Gravenstein,gravenstein,,,,,False
Hancock,Eden Fair,1926,True,Limber Twig,limber twig,Lumber Twig,lumber twig,,,False
Hancock,Eden Fair,1926,True,Maiden Blush,maiden blush,,,,,False
Hancock,Eden Fair,1926,True,Mother,mother,,,,,False
Hancock,Eden Fair,1926,True,Northern Spy,northern spy,,,,,False
Hancock,Eden Fair,1926,True,Orange Sweet,orange sweet,,,,,False
Hancock,Eden Fair,1926,True,Rhode Island Greening,rhode island greening,,,,,False
Hancock,Eden Fair,1926,True,Snow,snow,,,,,False
Hancock,Eden Fair,1926,True,Sweet Bough,sweet bough,,,,,False
Hancock,Eden Fair,1926,True,Sweet Russet,sweet russet,,,,,False
Hancock,Eden Fair,1926,True,Wagner,wagner,,,,,False
Hancock,Eden Fair,1926,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1926,True,William's Favorite,william's favorite,,,,,False
Hancock,Eden Fair,1926,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1926,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1926,True,Yellow Transparent,yellow transparent,,,,,False
Hancock,Eden Fair,1927,False,(Pear) Bartlett,bartlett,,,,,False
Hancock,Eden Fair,1927,False,(Pear) Clapp's Favorite,clapp's favorite,,,,,False
Hancock,Eden Fair,1927,False,(Pear) Cleaga,cleaga,,,,,False
Hancock,Eden Fair,1927,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1927,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1927,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1927,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1927,True,Garden Sweet,garden sweet,,,,,False
Hancock,Eden Fair,1927,True,Gravenstein,gravenstein,,,,,False
Hancock,Eden Fair,1927,True,Grimes Golden,grimes golden,,,,,False
Hancock,Eden Fair,1927,True,Limber Twig,limber twig,Lumber Twig,lumber twig,,,False
Hancock,Eden Fair,1927,True,Orange Sweet,orange sweet,,,,,False
Hancock,Eden Fair,1927,True,Red Astrachan,red astrachan,,,,,False
Hancock,Eden Fair,1927,True,Red Jewet,red jewet,Jewett Red,jewett red,Nodhead,nodhead,False
Hancock,Eden Fair,1927,True,Rhode Island Greening,rhode island greening,,,,,False
Hancock,Eden Fair,1927,True,Snow Ball,snow ball,Snowball,snowball,,,False
Hancock,Eden Fair,1927,True,Stark,stark,,,,,False
Hancock,Eden Fair,1927,True,Strawberry,strawberry,,,,,False
Hancock,Eden Fair,1927,True,Sunrise,sunrise,,,,,False
Hancock,Eden Fair,1927,True,Sweet Russet,sweet russet,,,,,False
Hancock,Eden Fair,1927,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1927,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1927,True,William's Favorite,william's favorite,,,,,False
Hancock,Eden Fair,1927,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1927,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1928,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1928,True,Baldwin,baldwin,,,,,False
Hancock,Eden Fair,1928,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1928,True,Eden Beauty,eden beauty,,,,,False
Hancock,Eden Fair,1928,True,Fall Pippin,fall pippin,,,,,False
Hancock,Eden Fair,1928,True,Limber Twig,limber twig,Lumber Twig,lumber twig,,,False
Hancock,Eden Fair,1928,True,Maiden Blush,maiden blush,,,,,False
Hancock,Eden Fair,1928,True,Northern Spy,northern spy,,,,,False
Hancock,Eden Fair,1928,True,Red Astrachan,red astrachan,,,,,False
Hancock,Eden Fair,1928,True,Stark,stark,,,,,False
Hancock,Eden Fair,1928,True,Strawberry,strawberry,,,,,False
Hancock,Eden Fair,1928,True,Sweet Russet,sweet russet,,,,,False
Hancock,Eden Fair,1928,True,Tolman Sweet,tolman sweet,Talmon Sweet,talmon sweet,,,False
Hancock,Eden Fair,1928,True,Wealthy,wealthy,,,,,False
Hancock,Eden Fair,1928,True,Wolf River,wolf river,,,,,False
Hancock,Eden Fair,1928,True,Yellow Bellflower,yellow bellflower,Bell Flower,bell flower,,,False
Hancock,Eden Fair,1929,False,(Pear) Bartlett,bartlett,,,,,False
Hancock,Eden Fair,1929,True,Alexander,alexander,Alexandria,alexandria,,,False
Hancock,Eden Fair,1929,True,Ben Davis,ben davis,,,,,False
Hancock,Eden Fair,1929,True,Cathead,cathead,,,,,False
Hancock,Eden Fair,1929,True,Duchess of Oldenburg,duchess of oldenburg,,,,,False
Hancock,Eden Fair,1929,True,Fameuse,fameuse,,,,,False
Hancock,Eden Fair,1929,True,Greening,greening,,,,,False
Hancock,Eden Fair,1929,True,Jelly Crab,jelly crab,,,,,False
Hancock,Eden Fair,1929,True,Stark,stark,,,,,False
Hancock,Eden Fair,1929,True,Sweet,sweet,,,,,False
Hancock,Eden Fair,1929,True,Sweet Russet,sweet russet,,,,,False
Hancock,Eden Fair,1929,True,Wealthy,wealthy,,,,,False
