County,Fair,Year,Event,Location,Source,Page,Notes,Missing Location
cumberland,new gloucester & danville,1920.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,7,premiums,False
cumberland,standish,1871.0,gorham & standish farmers club fair,standish,portland daily press,2,premiums,False
cumberland,standish,1872.0,gorham & standish farmers club fair,standish,portland daily press,3,description,False
cumberland,standish,1874.0,gorham & standish farmers club fair,standish,portland daily press,1,premiums,False
cumberland,standish,1880.0,gorham & standish farmers club fair,standish,portland daily press,3,premiums,False
cumberland,standish,1883.0,gorham & standish farmers club fair,standish,portland daily press,1,premiums,False
cumberland,gorham,1875.0,gorham fair,gorham,portland daily press,3,premiums,False
cumberland,gorham,1879.0,gorham grange fair,gorham,portland daily press,3,premiums,False
cumberland,gorham,1880.0,gorham grange fair,gorham,portland daily press,3,premiums,False
cumberland,gorham,1883.0,gorham grange fair,gorham,portland daily press,4,premiums,False
cumberland,gorham,1886.0,gorham grange fair,gorham,portland daily press,1,description,False
cumberland,bridgton,1884.0,bridgton fair,bridgton,bridgton news,2,premiums,False
cumberland,bridgton,1885.0,bridgton fair,bridgton,bridgton news,1,premiums,False
cumberland,bridgton,1887.0,bridgton fair,bridgton,bridgton news,2,premiums,False
cumberland,bridgton,1887.0,bridgton fair,bridgton,bridgton news,4,premiums,False
cumberland,bridgton,1900.0,bridgton fair,bridgton,bridgton news,2,description,False
cumberland,scarborough,1877.0,cape elizabeth & scarboro farmers club fair,scarborough,portland daily press,3,description,False
cumberland,baldwin,1875.0,baldwin & sebago fair,baldwin,bridgton news,1,premiums,False
cumberland,baldwin,1876.0,baldwin & sebago fair,baldwin,portland daily press,3,premiums,False
cumberland,baldwin,1890.0,baldwin & sebago fair,west baldwin,portland daily press,3,premiums,False
cumberland,baldwin,1895.0,baldwin & sebago fair,baldwin,portland daily press,3,premiums,False
cumberland,baldwin,1923.0,oxford & cumberland union pomona,west baldwin,sanford tribune & advocate,3,description,False
cumberland,cumberland,1873.0,cumberland fair,cumberland,portland daily press,3,premiums,False
cumberland,cumberland,1874.0,cumberland fair,cumberland,portland daily press,1,premiums,False
cumberland,cumberland,1883.0,cumberland fair,cumberland,portland daily press,1,description,False
cumberland,cumberland,1884.0,cumberland fair,west cumberland,maine farmer,1,description,False
cumberland,denmark,1876.0,denmark fair,denmark,bridgton news,2,description,False
cumberland,naples,1877.0,naples fair,naples,bridgton news,2,description,False
cumberland,naples,1878.0,naples fair,naples,bridgton news,4,premiums,False
cumberland,naples,1879.0,naples fair,naples,bridgton news,2,premiums,False
cumberland,naples,1880.0,naples fair,naples,bridgton news,4,premiums,False
cumberland,naples,1881.0,naples fair,naples,bridgton news,1,premiums,False
cumberland,naples,1882.0,naples fair,naples,bridgton news,2,premiums,False
cumberland,naples,1884.0,naples fair,naples,bridgton news,1,description,False
cumberland,naples,,,,,,,True
cumberland,naples,1886.0,naples fair,naples,bridgton news,2,premiums,False
cumberland,naples,1887.0,naples fair,naples,bridgton news,4,premiums,False
cumberland,naples,1888.0,naples fair,naples,bridgton news,1,premiums,False
cumberland,naples,1889.0,naples fair,naples,bridgton news,2,premiums,False
cumberland,naples,1890.0,naples fair,naples,bridgton news,2,premiums,False
cumberland,naples,1891.0,naples fair,naples,bridgton news,2,premiums,False
cumberland,naples,1883.0,naples fair,naples,bridgton news,4,premiums,False
cumberland,casco,1884.0,ede's falls fair,ede's falls,bridgton news,1,premiums,False
cumberland,casco,1885.0,ede's falls fair,ede's falls,bridgton news,1,premiums,False
cumberland,harrison,1870.0,harrison town fair,harrison,bridgton weekly news,3,description,False
cumberland,harrison,1870.0,harrison town fair,harrison,portland daily press,2,description,False
cumberland,harrison,1880.0,harrison & bridgton fair,,bridgton news,4,premiums,True
cumberland,harrison,1882.0,harrison & bridgton fair,,bridgton news,1,premiums,True
cumberland,harrison,1889.0,union fair,south harrison,bridgton news,1,premiums,False
cumberland,harrison,1891.0,no. cumberland co. ag. soc. fair,harrison,lewiston evening journal,2,description,False
cumberland,cumberland co. fair,1863.0,cumberland county fair,portland,portland daily press,2,premiums,False
cumberland,cumberland co. fair,1880.0,cumberland county fair,portland,portland daily press,3,description,False
cumberland,cumberland co. fair,1880.0,cumberland county fair,portland,portland daily press,3,premiums,False
cumberland,cumberland co. fair,1881.0,cumberland county fair,portland,portland daily press,3,premiums,False
cumberland,cumberland co. fair,1882.0,cumberland county fair,portland,portland daily press,3,premiums,False
cumberland,cumberland co. fair,1882.0,cumberland county fair,portland,maine farmer,1,premiums,False
cumberland,cumberland co. fair,1883.0,cumberland county fair,portland,portland daily press,1,premiums,False
cumberland,cumberland co. fair,1906.0,cumberland county fair,gorham,lewiston evening journal,3,premiums,False
aroostook,northern aroostook fair,1902.0,northern aroostook fair,presque isle,fort fairfield review,2,premiums,False
aroostook,northern aroostook fair,1892.0,northern aroostook fair,presque isle,star-herald,1,description,False
aroostook,northern aroostook fair,1875.0,northern aroostook fair,presque isle,presque isle sunrise,1,premiums,False
aroostook,northern aroostook fair,1876.0,northern aroostook fair,presque isle,north star,2,description,False
aroostook,northern aroostook fair,1878.0,northern aroostook fair,presque isle,north star,2,premiums,False
aroostook,northern aroostook fair,1888.0,northern aroostook fair,presque isle,north star,1,premiums,False
aroostook,northern aroostook fair,1889.0,northern aroostook fair,fort fairfield,north star,1,premiums,False
aroostook,northern aroostook fair,1890.0,northern aroostook fair,presque isle,star-herald,1,premiums,False
aroostook,northern aroostook fair,1891.0,northern aroostook fair,presque isle,star-herald,4,premiums,False
aroostook,northern aroostook fair,1892.0,northern aroostook fair,presque isle,star-herald,1,premiums,False
aroostook,northern aroostook fair,1894.0,northern aroostook fair,presque isle,star-herald,1,premiums,False
aroostook,northern aroostook fair,1895.0,northern aroostook fair,presque isle,star-herald,2,des. & prem.,False
aroostook,northern aroostook fair,1896.0,northern aroostook fair,presque isle,star-herald,3,description,False
aroostook,northern aroostook fair,1897.0,northern aroostook fair,presque isle,star-herald,1,premiums,False
aroostook,northern aroostook fair,1898.0,northern aroostook fair,presque isle,star-herald,1,premiums,False
aroostook,northern aroostook fair,1899.0,northern aroostook fair,presque isle,star-herald,1,premiums,False
aroostook,northern aroostook fair,1900.0,northern aroostook fair,presque isle,star-herald,1,premiums,False
aroostook,northern aroostook fair,1901.0,northern aroostook fair,presque isle,star-herald,1,premiums,False
aroostook,northern aroostook fair,1903.0,northern aroostook fair,presque isle,star-herald,6,premiums,False
aroostook,northern aroostook fair,1904.0,northern aroostook fair,presque isle,the independent,3,premiums,False
aroostook,northern aroostook fair,1887.0,northern aroostook fair,presque isle,maine farmer,1,description,False
aroostook,sherman mills,1898.0,southern aroostook agr. soc. fair,sherman mills,maine farmer,6,premiums,False
aroostook,mapleton,1889.0,mapleton fair,mapleton,aroostook herald,4,premiums,False
aroostook,northern maine fair,1905.0,northern maine fair,presque isle,fort fairfield review,2,premiums,False
aroostook,northern maine fair,1906.0,northern maine fair,presque isle,star-herald,1,premiums,False
aroostook,northern maine fair,1907.0,northern maine fair,presque isle,star-herald,1,premiums,False
aroostook,northern maine fair,1908.0,northern maine fair,presque isle,fort fairfield review,9,premiums,False
aroostook,northern maine fair,1909.0,northern maine fair,presque isle,star-herald,1,premiums,False
aroostook,northern maine fair,1910.0,northern maine fair,presque isle,star-herald,8,premiums,False
aroostook,northern maine fair,1911.0,northern maine fair,presque isle,star-herald,"4, 5",premiums,False
aroostook,northern maine fair,1912.0,northern maine fair,presque isle,star-herald,1,premiums,False
aroostook,northern maine fair,1913.0,northern maine fair,presque isle,star-herald,"1, 8",premiums,False
aroostook,northern maine fair,1914.0,northern maine fair,presque isle,star-herald,9,premiums,False
aroostook,northern maine fair,1915.0,northern maine fair,presque isle,star-herald,"3, 4",premiums,False
aroostook,northern maine fair,1917.0,northern maine fair,presque isle,star-herald,7,premiums,False
aroostook,northern maine fair,1918.0,northern maine fair,presque isle,star-herald,4,premiums,False
aroostook,northern maine fair,1919.0,northern maine fair,presque isle,star-herald,6,premiums,False
aroostook,northern maine fair,1920.0,northern maine fair,presque isle,star-herald,7,premiums,False
aroostook,northern maine fair,1921.0,northern maine fair,presque isle,star-herald,11,premiums,False
aroostook,northern maine fair,1924.0,northern maine fair,presque isle,presque isle star-herald,6,premiums,False
aroostook,northern maine fair,1925.0,northern maine fair,presque isle,presque isle star-herald,2,description,False
aroostook,northern maine fair,1925.0,northern maine fair,presque isle,presque isle star-herald,3,description,False
aroostook,northern maine fair,1925.0,northern maine fair,presque isle,presque isle star-herald,4,description,False
aroostook,northern maine fair,1916.0,northern maine fair,presque isle,fort fairfield review,3,premiums,False
aroostook,fort fairfield,1893.0,fort fairfield fair,fort fairfield,northern leader,4,premiums,False
oxford,bethel,1892.0,bethel town fair,bethel,lewiston evening journal,7,premiums,False
oxford,bethel,1862.0,bethel town fair,bethel,oxford democrat,2,description,False
oxford,bethel,1860.0,bethel town fair,bethel,bethel courier,2,description,False
oxford,denmark,1871.0,denmark fair,denmark,oxford democrat,2,premiums,False
oxford,denmark,1881.0,denmark fair,denmark,bridgton news,2,premiums,False
oxford,fryeburg,1900.0,west oxford co. fair,fryeburg,maine farmer,5,premiums,False
oxford,otisfield,1874.0,harrison & otisfield union fair,bolsters mills,bridgton news,2,description,False
oxford,otisfield,1875.0,harrison & otisfield union fair,bolsters mills,bridgton news,2,description,False
oxford,otisfield,1892.0,otisfield fair,otisfield,lewiston evening journal,8,premiums,False
oxford,otisfield,1896.0,otisfield fair,otisfield,lewiston evening journal,6,description,False
oxford,hartford,1888.0,hartford fair,hartford centre,maine farmer,1,description,False
oxford,oxford co. fair,1857.0,oxford county fair,,oxford democrat,,,True
oxford,oxford co. fair,1858.0,oxford county fair,,oxford democrat,1,description,True
oxford,oxford co. fair,1859.0,oxford county fair,,oxford democrat,1,des. & prem.,True
oxford,oxford co. fair,1860.0,oxford county fair,,oxford democrat,1,description,True
oxford,oxford co. fair,1861.0,oxford county fair,,oxford democrat,,,True
oxford,oxford co. fair,1865.0,bethel town fair,,oxford democrat,,,True
oxford,oxford co. fair,1866.0,bethel town fair,,oxford democrat,,,True
oxford,oxford co. fair,1869.0,oxford county fair,,oxford democrat,2,description,True
oxford,oxford co. fair,1877.0,oxford county fair,,lewiston evening journal,4,description,True
oxford,oxford co. fair,1879.0,oxford county fair,,oxford democrat,4,premiums,True
oxford,oxford co. fair,1879.0,oxford county fair,,oxford democrat,2,description,True
oxford,oxford co. fair,1880.0,oxford county fair,,lewiston evening journal,,,True
oxford,oxford co. fair,1880.0,oxford county fair,,lewiston evening journal,2,description,True
oxford,oxford co. fair,1881.0,oxford county fair,,oxford democrat,,,True
oxford,oxford co. fair,1882.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1883.0,oxford county fair,,oxford democrat,5,description,True
oxford,oxford co. fair,1885.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1886.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1886.0,oxford county fair,,maine farmer,1,description,True
oxford,oxford co. fair,1887.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1888.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1889.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1890.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1891.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1892.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1893.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1894.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1895.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1896.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1897.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1898.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1899.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1899.0,oxford county fair,,lewiston evening journal,,,True
oxford,oxford co. fair,1900.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1901.0,oxford county fair,,lewiston evening journal,,,True
oxford,oxford co. fair,1901.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1902.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1903.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1904.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1905.0,oxford county fair,,oxford democrat,,,True
oxford,oxford co. fair,1906.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1907.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1908.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1909.0,oxford county fair,,oxford democrat,1,premiums,True
oxford,oxford co. fair,1910.0,oxford county fair,,oxford democrat,1,premiums,True
oxford,oxford co. fair,1911.0,oxford county fair,,oxford democrat,1,premiums,True
oxford,oxford co. fair,1912.0,oxford county fair,,oxford democrat,1,premiums,True
oxford,oxford co. fair,1913.0,oxford county fair,,oxford democrat,1,premiums,True
oxford,oxford co. fair,1914.0,oxford county fair,,oxford democrat,1,premiums,True
oxford,oxford co. fair,1915.0,oxford county fair,,oxford democrat,1,premiums,True
oxford,oxford co. fair,1916.0,oxford county fair,,oxford democrat,1,premiums,True
oxford,oxford co. fair,1917.0,oxford county fair,,oxford democrat,1,premiums,True
oxford,oxford co. fair,1918.0,oxford county fair,,oxford democrat,1,premiums,True
oxford,oxford co. fair,1919.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1920.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1921.0,oxford county fair,,oxford democrat,3,premiums,True
oxford,oxford co. fair,1923.0,oxford county fair,,lewiston evening journal,2,premiums,True
oxford,oxford co. fair,1881.0,oxford county fair,,oxford democrat,2,premiums,True
oxford,oxford co. fair,1922.0,oxford county fair,,lewiston evening journal,13,premiums,True
oxford,oxford co. fair,1922.0,oxford county fair,,lewiston evening journal,11,premiums,True
oxford,dixfield,1902.0,dixfield fair,dixfield,lewiston evening journal,8,premiums,False
oxford,andover,1908.0,north oxford ag. soc. fair,andover,lewiston evening journal,3,premiums,False
oxford,andover,1906.0,north oxford ag. soc. fair,andover,lewiston evening journal,3,premiums,False
oxford,andover,1913.0,north oxford ag. soc. fair,andover,lewiston evening journal,8,premiums,False
oxford,hebron,1907.0,east hebron grange fair,east hebron,lewiston evening journal,9,description,False
oxford,hebron,1913.0,east hebron grange fair,east hebron,lewiston evening journal,2,description,False
oxford,hebron,1912.0,east hebron grange fair,east hebron,lewiston evening journal,3,description,False
oxford,hebron,1919.0,east hebron grange fair,east hebron,lewiston evening journal,3,description,False
oxford,hebron,1920.0,hebron grange fair,hebron,lewiston evening journal,11,premiums,False
oxford,buckfield,1919.0,mountain grange fair,north buckfield,oxford democrat,3,premiums,False
oxford,paris,1921.0,paris hill fair,paris hill,oxford democrat,3,description,False
oxford,paris,1920.0,paris hill fair,paris hill,oxford democrat,1,premiums,False
oxford,paris,1919.0,west paris grange fair,west paris,oxford democrat,3,premiums,False
oxford,canton,1894.0,androscoggin valley fair,canton,lewiston evening journal,3,premiums,False
oxford,canton,1895.0,androscoggin valley fair,canton,lewiston evening journal,10,premiums,False
oxford,canton,1897.0,androscoggin valley fair,canton,oxford democrat,3,premiums,False
oxford,canton,1898.0,androscoggin valley fair,canton,lewiston saturday journal,12,premiums,False
oxford,canton,1898.0,androscoggin valley fair,canton,oxford democrat,3,premiums,False
oxford,canton,1899.0,androscoggin valley fair,canton,lewiston evening journal,3,premiums,False
oxford,canton,1900.0,androscoggin valley fair,canton,lewiston saturday journal,14,premiums,False
oxford,canton,1900.0,androscoggin valley fair,canton,oxford democrat,3,premiums,False
oxford,canton,1901.0,androscoggin valley fair,canton,lewiston evening journal,3,premiums,False
oxford,canton,1901.0,androscoggin valley fair,canton,oxford democrat,3,premiums,False
oxford,canton,1902.0,androscoggin valley fair,canton,lewiston evening journal,2,premiums,False
oxford,canton,1905.0,androscoggin valley fair,canton,lewiston evening journal,3,premiums,False
oxford,canton,1906.0,androscoggin valley fair,canton,oxford democrat,3,premiums,False
oxford,canton,1909.0,androscoggin valley fair,canton,lewiston evening journal,3,premiums,False
oxford,canton,1909.0,androscoggin valley fair,canton,oxford democrat,3,premiums,False
oxford,canton,1910.0,androscoggin valley fair,canton,oxford democrat,3,premiums,False
oxford,canton,1911.0,androscoggin valley fair,canton,oxford democrat,3,premiums,False
oxford,canton,1914.0,androscoggin valley fair,canton,lewiston evening journal,10,premiums,False
oxford,bryant pond,1896.0,bryant pond fair,bryant pond,lewiston evening journal,6,description,False
knox,knox county fair,1867.0,knox county fair,rockland,rockland gazette,2,description,False
knox,knox county fair,1869.0,knox county fair,rockland,rockland gazette,2,description,False
knox,knox county fair,1874.0,knox county fair,thomaston,rockland gazette,2,description,False
knox,knox county fair,1876.0,knox county fair,,rockland gazette,2,premiums,True
knox,knox county fair,1878.0,knox county fair,camden,rockland gazette,1,premiums,False
knox,knox county fair,1878.0,knox county fair,camden,camden herald,2,description,False
knox,knox county fair,1879.0,knox county fair,thomaston,camden herald,3,premiums,False
knox,knox county fair,1880.0,knox county fair,rockland,rockland gazette,2,description,False
knox,knox county fair,1882.0,knox county fair,rockport,republican journal,2,description,False
knox,knox county fair,1882.0,knox county fair,rockport,courier gazette,1,premiums,False
knox,knox county fair,1883.0,knox county fair,rockland,courier gazette,8,premiums,False
knox,knox county fair,1884.0,knox county fair,,courier gazette,2,des. & prem.,True
knox,knox county fair,1885.0,knox county fair,,courier gazette,7,des. & prem.,True
knox,knox county fair,1886.0,knox county fair,camden,courier gazette,7,premiums,False
knox,knox county fair,1887.0,knox county fair,rockland,courier gazette,"1, 7",des. & prem.,False
knox,knox county fair,1888.0,knox county fair,rockland,courier gazette,"8,6",des. & prem.,False
knox,knox county fair,1889.0,knox county fair,camden,courier gazette,"1, 7",des. & prem.,False
knox,knox county fair,1890.0,knox county fair,camden,camden herald,2,premiums,False
knox,knox county fair,1882.0,knox county fair,rockport,camden herald,2,premiums,False
knox,east knox co. fair,1902.0,east knox county fair,camden,camden herald,8,premiums,False
knox,east knox co. fair,1904.0,east knox county fair,camden,camden herald,8,premiums,False
knox,north haven,1911.0,north haven grange fair,north haven,rockland courier gazette,4,premiums,False
knox,north haven,1910.0,north haven grange fair,north haven,rockland courier gazette,6,description,False
knox,north knox co. fair,1869.0,north knox county fair,union,rockland gazette,,des. & prem.,False
knox,north knox co. fair,1870.0,north knox county fair,warren,rockland gazette,,premiums,False
knox,north knox co. fair,1871.0,north knox county fair,,rockland gazette,,premiums,True
knox,north knox co. fair,1872.0,north knox county fair,,rockland gazette,,premiums,True
knox,north knox co. fair,1874.0,north knox county fair,union,rockland gazette,,premiums,False
knox,north knox co. fair,1875.0,north knox county fair,south hope,rockland gazette,,des. & prem.,False
knox,north knox co. fair,1876.0,north knox county fair,,rockland gazette,,premiums,True
knox,north knox co. fair,1877.0,north knox county fair,warren,rockland gazette,,premiums,False
knox,north knox co. fair,1877.0,north knox county fair,warren,rockland gazette,,description,False
knox,north knox co. fair,1878.0,north knox county fair,washington,rockland gazette,,premiums,False
knox,north knox co. fair,1879.0,north knox county fair,union,rockland gazette,,premiums,False
knox,north knox co. fair,1880.0,north knox county fair,warren,rockland gazette,,premiums,False
knox,north knox co. fair,1881.0,north knox county fair,union,rockland gazette,,premiums,False
knox,north knox co. fair,1882.0,north knox county fair,washington,courier gazette,,premiums,False
knox,north knox co. fair,1883.0,north knox county fair,hope,courier gazette,,des. & prem.,False
knox,north knox co. fair,1884.0,north knox county fair,appleton,lewiston evening journal,,premiums,False
knox,north knox co. fair,1885.0,north knox county fair,washington,courier gazette,,des. & prem.,False
knox,north knox co. fair,1886.0,north knox county fair,union,courier gazette,,premiums,False
knox,north knox co. fair,1887.0,north knox county fair,union,courier gazette,"6, 8",des. & prem.,False
knox,north knox co. fair,1888.0,north knox county fair,union,courier gazette,"4, Supplement",des. & prem.,False
knox,north knox co. fair,1889.0,north knox county fair,union,courier gazette,,des. & prem.,False
knox,north knox co. fair,1890.0,north knox county fair,union,courier gazette,,des. & prem.,False
knox,north knox co. fair,1891.0,north knox county fair,appleton,courier gazette,,des. & prem.,False
knox,north knox co. fair,1892.0,north knox county fair,union,courier gazette,2,des. & prem.,False
knox,north knox co. fair,1893.0,north knox county fair,union,courier gazette,"4, 5, 7",des. & prem.,False
knox,north knox co. fair,1894.0,north knox county fair,union,courier gazette,,des. & prem.,False
knox,north knox co. fair,1895.0,north knox county fair,union,courier gazette,"4, 8",des. & prem.,False
knox,north knox co. fair,1896.0,north knox county fair,union,courier gazette,,description,False
knox,north knox co. fair,1897.0,north knox county fair,union,courier gazette,"6, 7",des. & prem.,False
knox,north knox co. fair,1898.0,north knox county fair,union,courier gazette,,premiums,False
knox,north knox co. fair,1898.0,north knox county fair,union,courier gazette,,description,False
knox,north knox co. fair,1899.0,north knox county fair,union,courier gazette,8,premiums,False
knox,north knox co. fair,1899.0,north knox county fair,union,courier gazette,,description,False
knox,north knox co. fair,1903.0,north knox county fair,union,courier gazette,,premiums,False
knox,north knox co. fair,1904.0,north knox county fair,union,courier gazette,,premiums,False
knox,north knox co. fair,1905.0,north knox county fair,union,courier gazette,,premiums,False
knox,north knox co. fair,1906.0,north knox county fair,union,courier gazette,,premiums,False
knox,north knox co. fair,1906.0,north knox county fair,union,courier gazette,,description,False
knox,north knox co. fair,1907.0,north knox county fair,union,courier gazette,,description,False
knox,north knox co. fair,1907.0,north knox county fair,union,courier gazette,,premiums,False
knox,north knox co. fair,1908.0,north knox county fair,union,courier gazette,,description,False
knox,north knox co. fair,1909.0,north knox county fair,union,courier gazette,,premiums,False
knox,north knox co. fair,1910.0,north knox county fair,union,courier gazette,,description,False
knox,north knox co. fair,1910.0,north knox county fair,union,courier gazette,,premiums,False
knox,north knox co. fair,1912.0,north knox county fair,union,courier gazette,,description,False
knox,north knox co. fair,1915.0,north knox county fair,union,courier gazette,,description,False
knox,north knox co. fair,1916.0,north knox county fair,union,courier gazette,2,description,False
knox,washington fair,1889.0,evening star grange fair,washington,courier gazette,,premiums,False
knox,washington fair,1890.0,washington town fair,washington,courier gazette,1,description,False
knox,washington fair,1890.0,washington town fair,washington,courier gazette,2,premiums,False
knox,washington fair,1891.0,washington town fair,washington,courier gazette,8,description,False
knox,washington fair,1891.0,washington town fair,washington,courier gazette,4,premiums,False
knox,washington fair,1892.0,washington town fair,washington,courier gazette,"5, 7",des. & prem.,False
knox,washington fair,1893.0,washington town fair,washington,courier gazette,Unknown,description,False
knox,washington fair,1894.0,washington town fair,washington,courier gazette,"5, 7",des. & prem.,False
knox,washington fair,1895.0,washington town fair,washington,courier gazette,"4,6",des. & prem.,False
knox,washington fair,1896.0,washington town fair,washington,courier gazette,8,description,False
knox,washington fair,1896.0,washington town fair,washington,courier gazette,10,premiums,False
knox,washington fair,1899.0,washington town fair,washington,courier gazette,8,premiums,False
knox,washington fair,1904.0,washington town fair,washington,courier gazette,,premiums,False
knox,washington fair,1905.0,washington town fair,washington,courier gazette,5,premiums,False
knox,washington fair,1910.0,washington town fair,washington,courier gazette,5,premiums,False
knox,washington fair,1889.0,evening star grange fair,washington,lincoln county news,2,description,False
knox,pleasant valley grange,1906.0,pleasant valley grange fair,rockland,rockland courier-gazette,7,description,False
knox,pleasant valley grange,1905.0,pleasant valley grange fair,rockland,rockland courier-gazette,2,description,False
knox,pleasant valley grange,1910.0,pleasant valley grange fair,rockland,rockland courier-gazette,4,des. & prem.,False
knox,pleasant valley grange,1909.0,pleasant valley grange fair,rockland,rockland courier-gazette,6,description,False
knox,pleasant valley grange,1904.0,pleasant valley grange fair,rockland,rockland courier-gazette,7,description,False
knox,pleasant valley grange,1907.0,pleasant valley grange fair,rockland,rockland courier-gazette,5,description,False
knox,pleasant valley grange,1911.0,pleasant valley grange fair,rockland,rockland courier-gazette,5,premiums,False
knox,pleasant valley grange,1911.0,pleasant valley grange fair,rockland,rockland courier-gazette,2,premiums,False
knox,pleasant valley grange,1915.0,pleasant valley grange fair,rockland,rockland courier-gazette,7,premiums,False
knox,st. george fair,1907.0,st. george grange fair,st. george,rockland courier-gazette,2,premiums,False
knox,st. george fair,1909.0,st. george grange fair,st. george,rockland courier-gazette,6,premiums,False
knox,st. george fair,1911.0,st. george grange fair,st. george,rockland courier-gazette,2,premiums,False
knox,st. george fair,1912.0,st. george grange fair,st. george,rockland courier-gazette,4,premiums,False
knox,st. george fair,1916.0,st. george grange fair,st. george,rockland courier-gazette,8,premiums,False
knox,st. george fair,1930.0,st. george grange fair,st. george,rockland courier-gazette,2,premiums,False
knox,st. george fair,1908.0,st. george grange fair,st. george,rockland courier-gazette,8,premiums,False
knox,st. george fair,1915.0,st. george grange fair,st. george,rockland courier-gazette,8,premiums,False
knox,st. george fair,1905.0,st. george grange fair,st. george,rockland courier-gazette,8,premiums,False
knox,st. george fair,1939.0,st. george grange fair,st. george,rockland courier-gazette,7,premiums,False
kennebec,vassalboro,1891.0,cushnoc grange fair,riverside,daily kennebec journal,2,premiums,False
kennebec,vassalboro,1894.0,cushnoc grange fair,riverside,daily kennebec journal,2,premiums,False
kennebec,vassalboro,1895.0,cushnoc grange fair,riverside,daily kennebec journal,1,premiums,False
kennebec,vassalboro,1896.0,cushnoc grange fair,riverside,lewiston evening journal,6,premiums,False
kennebec,vassalboro,1896.0,cushnoc grange fair,riverside,daily kennebec journal,8,premiums,False
kennebec,vassalboro,1897.0,cushnoc grange fair,riverside,lewiston evening journal,3,premiums,False
kennebec,vassalboro,1897.0,cushnoc grange fair,riverside,daily kennebec journal,2,premiums,False
kennebec,vassalboro,1898.0,cushnoc grange fair,riverside,lewiston evening journal,3,premiums,False
kennebec,vassalboro,1898.0,cushnoc grange fair,riverside,daily kennebec journal,1,premiums,False
kennebec,vassalboro,1899.0,cushnoc grange fair,riverside,daily kennebec journal,4,premiums,False
kennebec,vassalboro,1900.0,cushnoc grange fair,riverside,daily kennebec journal,7,premiums,False
kennebec,vassalboro,1903.0,cushnoc grange fair,riverside,daily kennebec journal,3,premiums,False
kennebec,vassalboro,1922.0,east vassalboro grange fair,east vassalboro,daily kennebec journal,8,premiums,False
kennebec,vassalboro,1923.0,east vassalboro grange fair,east vassalboro,daily kennebec journal,8,premiums,False
kennebec,vassalboro,1892.0,cushnoc grange fair,riverside,daily kennebec journal,4,premiums,False
kennebec,vassalboro,1920.0,east vassalboro grange fair,east vassalboro,daily kennebec journal,5,premiums,False
kennebec,monmouth,1878.0,monmouth fair,monmouth,lewiston evening journal,"1, 4",description,False
kennebec,monmouth,1883.0,monmouth fair,monmouth,lewiston evening journal,2,description,False
kennebec,monmouth,1886.0,monmouth fair,monmouth,lewiston evening journal,4,description,False
kennebec,monmouth,1909.0,monmouth fair,monmouth,lewiston evening journal,3,premiums,False
kennebec,monmouth,1870.0,monmouth fair,monmouth,lewiston evening journal,2,description,False
kennebec,monmouth,1871.0,monmouth fair,monmouth,lewiston evening journal,1,description,False
kennebec,monmouth,1912.0,monmouth fair,monmouth,lewiston evening journal,6,description,False
kennebec,monmouth,1910.0,monmouth fair,monmouth,daily kennebec journal,12,premiums,False
kennebec,monmouth,1926.0,monmouth fair,monmouth,daily kennebec journal,10,premiums,False
kennebec,monmouth,1885.0,monmouth fair,monmouth,maine farmer,2,premiums,False
kennebec,monmouth,1922.0,monmouth fair,monmouth,lewiston evening journal,11,premiums,False
