County,Fair,Year,Event,Location,Source,Page,Notes,Missing Location
kennebec,monmouth,1920.0,monmouth fair,monmouth,lewiston evening journal,7,description,False
kennebec,monmouth,1920.0,monmouth fair,monmouth,lewiston evening journal,13,premiums,False
kennebec,monmouth,1919.0,monmouth fair,monmouth,lewiston evening journal,9,premiums,False
kennebec,monmouth,1923.0,monmouth fair,monmouth,daily kennebec journal,9,premiums,False
kennebec,monmouth,1924.0,monmouth fair,monmouth,daily kennebec journal,7,premiums,False
kennebec,monmouth,1925.0,monmouth fair,monmouth,daily kennebec journal,10,premiums,False
kennebec,no. kennebec co. fair,1891.0,north kennebec county fair,waterville,maine farmer,1,premiums,False
kennebec,no. kennebec co. fair,1891.0,north kennebec county fair,waterville,daily kennebec journal,1,description,False
kennebec,kennebec farm bureau,1921.0,kennebec farm bureau seed show,augusta,daily kennebec journal,9,premiums,False
kennebec,kennebec farm bureau,1922.0,kennebec farm bureau seed show,augusta,daily kennebec journal,10,premiums,False
kennebec,sidney,1885.0,sidney fair,sidney,daily kennebec journal,3,description,False
kennebec,sidney,1887.0,sidney fair,sidney,daily kennebec journal,1,description,False
kennebec,sidney,1888.0,sidney fair,sidney,daily kennebec journal,1,description,False
kennebec,sidney,1892.0,sidney fair,sidney,daily kennebec journal,1,description,False
kennebec,sidney,1897.0,sidney fair,sidney,daily kennebec journal,1,description,False
kennebec,sidney,1898.0,sidney grange and kennebec pomona,sidney,lewiston evening journal,9,des. & pre.,False
kennebec,sidney,1898.0,sidney fair,sidney,lewiston evening journal,3,premiums,False
kennebec,sidney,1899.0,sidney fair,sidney,daily kennebec journal,3,premiums,False
kennebec,sidney,1900.0,sidney fair,sidney,daily kennebec journal,6,premiums,False
kennebec,sidney,1926.0,sidney fair,sidney,daily kennebec journal,7,description,False
kennebec,winslow,1902.0,winslow grange fair,winslow,lewiston evening journal,6,premiums,False
kennebec,central maine fair,1888.0,central maine fair,augusta,maine farmer,2,premiums,False
kennebec,central maine fair,1904.0,central maine fair,waterville,daily kennebec journal,5,premiums,False
kennebec,central maine fair,1905.0,central maine fair,waterville,lewiston evening journal,5,premiums,False
kennebec,central maine fair,1906.0,central maine fair,waterville,daily kennebec journal,5,premiums,False
kennebec,central maine fair,1909.0,central maine fair,waterville,daily kennebec journal,10,premiums,False
kennebec,central maine fair,1911.0,central maine fair,waterville,daily kennebec journal,"7, 12",premiums,False
kennebec,central maine fair,1912.0,central maine fair,waterville,daily kennebec journal,4,premiums,False
kennebec,central maine fair,1914.0,central maine fair,waterville,daily kennebec journal,7,premiums,False
kennebec,central maine fair,1917.0,central maine fair,waterville,daily kennebec journal,5,premiums,False
kennebec,central maine fair,1918.0,central maine fair,waterville,daily kennebec journal,2,premiums,False
kennebec,central maine fair,1919.0,central maine fair,waterville,daily kennebec journal,4,premiums,False
kennebec,central maine fair,1925.0,central maine fair,waterville,daily kennebec journal,3,premiums,False
kennebec,central maine fair,1923.0,central maine fair,waterville,daily kennebec journal,3,premiums,False
kennebec,central maine fair,1924.0,central maine fair,waterville,daily kennebec journal,3,premiums,False
kennebec,central maine fair,1926.0,central maine fair,waterville,daily kennebec journal,3,premiums,False
kennebec,oakland,1912.0,oakland grange fruit exhibit,oakland,daily kennebec journal,5,premiums,False
kennebec,gardiner,1855.0,south kennebec cattle show & fair,gardiner,northern home journal,2,premiums,False
kennebec,gardiner,1858.0,south kennebec cattle show & fair,gardiner,northern home journal,2,premiums,False
kennebec,gardiner,1860.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,2,des. & pre.,True
kennebec,gardiner,1863.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,1,premiums,True
kennebec,gardiner,1864.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,1,premiums,True
kennebec,gardiner,1865.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,2,premiums,True
kennebec,gardiner,1866.0,kennebec union ag. & hort. soc. fair,gardiner,gardiner home journal,1,des. & pre.,False
kennebec,gardiner,1866.0,kennebec union ag. & hort. soc. fair,gardiner,kennebec reporter,2,premiums,False
kennebec,gardiner,1867.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,1,premiums,True
kennebec,gardiner,1868.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,1,premiums,True
kennebec,gardiner,1869.0,kennebec union ag. & hort. soc. fair,gardiner,gardiner home journal,2,premiums,False
kennebec,gardiner,1869.0,kennebec union ag. & hort. soc. fair,gardiner,gardiner home journal,2,des. & pre.,False
kennebec,gardiner,1869.0,kennebec union ag. & hort. soc. fair,gardiner,kennebec reporter,2,premiums,False
kennebec,gardiner,1878.0,gardiner farmers club,gardiner,kennebec reporter,2,premiums,False
kennebec,gardiner,1879.0,gardiner farmers club,gardiner,kennebec reporter,2,premiums,False
kennebec,gardiner,1915.0,gardiner grange fair,gardiner,daily kennebec journal,5,description,False
kennebec,gardiner,1911.0,gardiner grange fair,gardiner,daily kennebec journal,3,premiums,False
kennebec,gardiner,1857.0,south kennebec cattle show & fair,gardiner,northern home journal,1,des. & pre.,False
kennebec,gardiner,1880.0,kennebec union ag. & hort. soc. fair,gardiner,kennebec reporter,2,premiums,False
kennebec,gardiner,1875.0,kennebec union ag. & hort. soc. fair,gardiner,kennebec reporter,2,description,False
kennebec,litchfield,1861.0,litchfield fair,litchfield,gardiner home journal,2,description,False
kennebec,litchfield,1869.0,litchfield fair,litchfield,lewiston evening journal,2,description,False
kennebec,litchfield,1870.0,litchfield fair,litchfield,lewiston evening journal,2,description,False
kennebec,litchfield,1871.0,litchfield fair,litchfield,lewiston evening journal,1,premiums,False
kennebec,litchfield,1872.0,litchfield fair,litchfield,lewiston evening journal,1,premiums,False
kennebec,litchfield,1873.0,litchfield fair,litchfield,lewiston evening journal,1,premiums,False
kennebec,litchfield,1874.0,litchfield fair,litchfield,lewiston evening journal,2,premiums,False
kennebec,litchfield,1875.0,litchfield fair,litchfield,lewiston evening journal,2,premiums,False
kennebec,litchfield,1876.0,litchfield fair,litchfield,lewiston evening journal,4,premiums,False
kennebec,litchfield,1877.0,litchfield fair,litchfield,lewiston evening journal,4,premiums,False
kennebec,litchfield,1878.0,litchfield fair,litchfield,daily kennebec journal,3,description,False
kennebec,litchfield,1881.0,litchfield fair,litchfield,lewiston evening journal,1,premiums,False
kennebec,litchfield,1883.0,litchfield fair,litchfield,lewiston evening journal,4,premiums,False
kennebec,litchfield,1884.0,litchfield fair,litchfield,lewiston evening journal,3,premiums,False
kennebec,litchfield,1886.0,litchfield grange fair,litchfield,daily kennebec journal,3,description,False
kennebec,litchfield,1887.0,litchfield fair,litchfield,daily kennebec journal,1,premiums,False
kennebec,litchfield,1888.0,litchfield fair,litchfield,daily kennebec journal,1,premiums,False
kennebec,litchfield,1889.0,litchfield fair,litchfield,lewiston wednesday journal,6,premiums,False
kennebec,litchfield,1890.0,litchfield fair,litchfield,lewiston evening journal,2,premiums,False
kennebec,litchfield,1892.0,litchfield fair,litchfield,daily kennebec journal,1,premiums,False
kennebec,litchfield,1892.0,litchfield fair,litchfield,lewiston evening journal,3,premiums,False
kennebec,litchfield,1893.0,litchfield fair,litchfield,lewiston evening journal,6,premiums,False
kennebec,litchfield,1894.0,litchfield fair,litchfield,daily kennebec journal,1,premiums,False
kennebec,litchfield,1895.0,litchfield fair,litchfield,lewiston evening journal,6,premiums,False
kennebec,litchfield,1895.0,litchfield fair,litchfield,daily kennebec journal,1,premiums,False
kennebec,litchfield,1896.0,litchfield fair,litchfield,lewiston evening journal,3,premiums,False
kennebec,litchfield,1896.0,litchfield fair,litchfield,daily kennebec journal,2,premiums,False
kennebec,litchfield,1898.0,litchfield fair,litchfield,lewiston evening journal,2,premiums,False
kennebec,litchfield,1902.0,litchfield fair,litchfield,lewiston evening journal,2,description,False
kennebec,litchfield,1911.0,litchfield fair,litchfield,daily kennebec journal,5,premiums,False
kennebec,litchfield,1913.0,litchfield fair,litchfield,lewiston evening journal,5,premiums,False
kennebec,litchfield,1914.0,litchfield fair,litchfield,lewiston evening journal,5,premiums,False
kennebec,litchfield,1915.0,litchfield fair,litchfield,daily kennebec journal,10,premiums,False
kennebec,litchfield,1916.0,litchfield fair,litchfield,daily kennebec journal,3,premiums,False
kennebec,litchfield,1917.0,litchfield fair,litchfield,daily kennebec journal,9,premiums,False
kennebec,litchfield,1918.0,litchfield grange fair,litchfield,daily kennebec journal,3,premiums,False
kennebec,litchfield,1937.0,litchfield fair,litchfield,daily kennebec journal,9,premiums,False
kennebec,litchfield,1939.0,litchfield fair,litchfield,daily kennebec journal,4,premiums,False
kennebec,litchfield,1941.0,litchfield fair,litchfield,daily kennebec journal,12,premiums,False
kennebec,litchfield,1912.0,litchfield fair,litchfield,daily kennebec journal,5,premiums,False
kennebec,litchfield,1918.0,litchfield fair,litchfield,daily kennebec journal,8,premiums,False
kennebec,litchfield,1919.0,litchfield fair,litchfield,lewiston evening journal,2,premiums,False
kennebec,litchfield,1878.0,litchfield fair,litchfield,kennebec reporter,2,premiums,False
kennebec,litchfield,1926.0,litchfield fair,litchfield,daily kennebec journal,8,premiums,False
kennebec,litchfield,1924.0,litchfield fair,litchfield,daily kennebec journal,10,premiums,False
kennebec,litchfield,1923.0,litchfield fair,litchfield,daily kennebec journal,2,premiums,False
kennebec,pittston,1860.0,pittson fair,pittston,gardiner home journal,2,premiums,False
kennebec,pittston,1882.0,pittson fair,pittston,kennebec reporter,2,premiums,False
kennebec,pittston,1883.0,pittson fair,pittston,gardiner home journal,2,premiums,False
kennebec,pittston,1884.0,pittson fair,pittston,gardiner home journal,3,premiums,False
kennebec,pittston,1885.0,pittson fair,pittston,gardiner home journal,2,premiums,False
kennebec,pittston,1886.0,pittson fair,pittston,gardiner home journal,2,premiums,False
kennebec,pittston,1888.0,pittson fair,pittston,daily kennebec journal,1,description,False
kennebec,pittston,1888.0,pittson fair,pittston,lewiston saturday journal,8,des. & pre.,False
kennebec,pittston,1893.0,pittson fair,pittston,lewiston evening journal,2,premiums,False
kennebec,pittston,1897.0,pittson fair,pittston,daily kennebec journal,1,premiums,False
kennebec,pittston,1898.0,pittson fair,pittston,daily kennebec journal,3,premiums,False
kennebec,pittston,1900.0,pittson fair,pittston,daily kennebec journal,8,premiums,False
kennebec,pittston,1884.0,pittson fair,pittston,maine farmer,2,premiums,False
kennebec,pittston,1886.0,pittson fair,pittston,maine farmer,2,premiums,False
kennebec,pittston,1900.0,pittson fair,pittston,maine farmer,4,premiums,False
kennebec,pittston,1886.0,pittson fair,pittston,kennebec reporter,2,premiums,False
kennebec,pittston,1888.0,pittson fair,pittston,kennebec reporter,6,description,False
kennebec,pittston,1897.0,pittson fair,pittston,daily reporter journal,3,premiums,False
kennebec,pittston,1880.0,pittson fair,pittston,kennebec reporter,2,premiums,False
kennebec,pittston,1885.0,pittson fair,pittston,kennebec reporter,1,premiums,False
kennebec,windsor,1888.0,south kennebec co. fair,windsor,gardiner home journal,2,premiums,False
kennebec,windsor,1889.0,south kennebec co. fair,windsor,gardiner home journal,1,premiums,False
kennebec,windsor,1889.0,south kennebec co. fair,windsor,maine farmer,1,premiums,False
kennebec,windsor,1890.0,south kennebec co. fair,windsor,daily kennebec journal,1,description,False
kennebec,windsor,1890.0,south kennebec co. fair,windsor,daily kennebec journal,1,premiums,False
kennebec,windsor,1890.0,south kennebec co. fair,windsor,gardiner home journal,2,premiums,False
kennebec,windsor,1891.0,south kennebec co. fair,windsor,daily kennebec journal,1,description,False
kennebec,windsor,1892.0,south kennebec co. fair,windsor,daily kennebec journal,1,description,False
kennebec,windsor,1893.0,south kennebec co. fair,windsor,daily kennebec journal,1,description,False
kennebec,windsor,1893.0,south kennebec co. fair,windsor,daily kennebec journal,1,premiums,False
kennebec,windsor,1894.0,south kennebec co. fair,windsor,daily kennebec journal,2,premiums,False
kennebec,windsor,1897.0,south kennebec co. fair,windsor,daily kennebec journal,8,premiums,False
kennebec,windsor,1900.0,south kennebec co. fair,windsor,daily kennebec journal,3,premiums,False
kennebec,windsor,1900.0,south kennebec co. fair,windsor,maine farmer,2,premiums,False
kennebec,windsor,1901.0,south kennebec co. fair,windsor,daily kennebec journal,3,premiums,False
kennebec,windsor,1903.0,south kennebec co. fair,windsor,daily kennebec journal,2,premiums,False
kennebec,windsor,1904.0,south kennebec co. fair,windsor,daily kennebec journal,5,premiums,False
kennebec,windsor,1906.0,south kennebec co. fair,windsor,daily kennebec journal,5,premiums,False
kennebec,windsor,1907.0,south kennebec co. fair,windsor,daily kennebec journal,12,premiums,False
kennebec,windsor,1907.0,south kennebec co. fair,windsor,daily kennebec journal,4,description,False
kennebec,windsor,1908.0,south kennebec co. fair,windsor,daily kennebec journal,2,premiums,False
kennebec,windsor,1909.0,south kennebec co. fair,windsor,daily kennebec journal,8,premiums,False
kennebec,windsor,1910.0,south kennebec co. fair,windsor,daily kennebec journal,10,premiums,False
kennebec,windsor,1912.0,south kennebec co. fair,windsor,daily kennebec journal,9,premiums,False
kennebec,windsor,1915.0,south kennebec co. fair,windsor,daily kennebec journal,12,premiums,False
kennebec,windsor,1926.0,south kennebec co. fair,windsor,gardiner journal,4,premiums,False
kennebec,windsor,1926.0,south kennebec co. fair,windsor,daily kennebec journal,10,premiums,False
kennebec,readfield,1874.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,2,description,False
kennebec,readfield,1876.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,4,description,False
kennebec,readfield,1877.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,2,description,False
kennebec,readfield,1884.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums,False
kennebec,readfield,1885.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums,False
kennebec,readfield,1885.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,2,description,False
kennebec,readfield,1886.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums,False
kennebec,readfield,1886.0,kennebec county ag. soc. fair,readfield,maine farmer,2,des. & prem.,False
kennebec,readfield,1887.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,1,premiums,False
kennebec,readfield,1887.0,kennebec county ag. soc. fair,readfield,maine farmer,2,premiums,False
kennebec,readfield,1888.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,3,premiums,False
kennebec,readfield,1888.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,1,premiums,False
kennebec,readfield,1889.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,1,premiums,False
kennebec,readfield,1891.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,4,premiums,False
kennebec,readfield,1892.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,6,premiums,False
kennebec,readfield,1892.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,1,premiums,False
kennebec,readfield,1894.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,5,premiums,False
kennebec,readfield,1895.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,3,premiums,False
kennebec,readfield,1895.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,3,description,False
kennebec,readfield,1897.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,1,premiums,False
kennebec,readfield,1898.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums,False
kennebec,readfield,1900.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,6,premiums,False
kennebec,readfield,1902.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,9,premiums,False
kennebec,readfield,1902.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums,False
kennebec,readfield,1903.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums,False
kennebec,readfield,1905.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,3,premiums,False
kennebec,readfield,1905.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,2,premiums,False
kennebec,readfield,1907.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,5,premiums,False
kennebec,readfield,1909.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,6,premiums,False
kennebec,readfield,1909.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,"8, 11",premiums,False
kennebec,readfield,1909.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,8,premiums,False
kennebec,readfield,1909.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,2022-08-11 00:00:00,premiums,False
kennebec,readfield,1910.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,8,premiums,False
kennebec,readfield,1911.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,4,premiums,False
kennebec,readfield,1917.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,4,premiums,False
kennebec,readfield,1919.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,5,premiums,False
kennebec,readfield,1919.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,7,premiums,False
kennebec,readfield,1920.0,kennebec county ag. soc. fair,readfield,lewiston evening journal,11,premiums,False
kennebec,readfield,1921.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,8,premiums,False
kennebec,readfield,1923.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,9,premiums,False
kennebec,readfield,1924.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,3,premiums,False
kennebec,readfield,1925.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,10,premiums,False
kennebec,readfield,1926.0,kennebec county ag. soc. fair,readfield,daily kennebec journal,10,premiums,False
kennebec,rome,1903.0,rome fair,rome,daily kennebec journal,4,premiums,False
kennebec,fayette,1920.0,starling grange fair,fayette,daily kennebec journal,12,premiums,False
kennebec,fayette,1920.0,starling grange fair,fayette,lewiston evening journal,6,premiums,False
kennebec,west gardiner,1908.0,cobboseecontee grange fair,west gardiner,daily kennebec journal,1,premiums,False
kennebec,manchester,1891.0,manchester juvenile fair,manchester,lewiston evening journal,2,description,False
kennebec,wayne,1911.0,wayne grange fair,wayne,daily kennebec journal,7,premiums,False
kennebec,kennebec pomona,1895.0,kennebec pomona fruit meeting,monmouth,lewiston evening journal,7,description,False
kennebec,kennebec pomona,1895.0,kennebec pomona fruit meeting,monmouth,daily kennebec journal,3,description,False
kennebec,kennebec pomona,1897.0,kennebec pomona fruit meeting,west gardiner,daily kennebec journal,7,premiums,False
kennebec,kennebec pomona,1898.0,kennebec pomona fruit meeting,sidney,lewiston evening journal,9,premiums,False
kennebec,kennebec pomona,1899.0,kennebec pomona fruit meeting,west gardiner,daily kennebec journal,8,des. & prem.,False
kennebec,kennebec pomona,1901.0,kennebec pomona fruit meeting,north augusta,daily kennebec journal,3,premiums,False
kennebec,kennebec pomona,1906.0,kennebec pomona fruit meeting,readfield,lewiston evening journal,5,premiums,False
kennebec,kennebec pomona,1907.0,kennebec pomona fruit meeting,west gardiner,lewiston evening journal,8,premiums,False
kennebec,kennebec pomona,1908.0,kennebec pomona fruit meeting,winthrop,daily kennebec journal,2,premiums,False
kennebec,kennebec pomona,1912.0,kennebec pomona fruit meeting,belgrade,lewiston evening journal,6,premiums,False
kennebec,kennebec pomona,1912.0,kennebec pomona fruit meeting,belgrade,daily kennebec journal,7,premiums,False
kennebec,kennebec pomona,1910.0,kennebec pomona fruit meeting,manchester,daily kennebec journal,3,premiums,False
kennebec,kennebec pomona,1886.0,kennebec pomona quarterly meeting,litchfield,maine farmer,2,description,False
kennebec,kennebec pomona,1911.0,kennebec pomona fruit meeting,vassalboro,daily kennebec journal,2,description,False
kennebec,kennebec pomona,1903.0,kennebec pomona fruit meeting,west gardiner,daily kennebec journal,4,premiums,False
kennebec,chelsea,1903.0,chelsea grange fair,chelsea,daily kennebec journal,10,premiums,False
kennebec,augusta,1888.0,capitol grange fair,augusta,daily kennebec journal,1,premiums,False
kennebec,augusta,1889.0,capitol grange fair,augusta,daily kennebec journal,1,premiums,False
kennebec,augusta,1887.0,capitol grange fair,augusta,daily kennebec journal,3,premiums,False
kennebec,augusta,1887.0,capitol grange fair,augusta,maine farmer,2,premiums,False
kennebec,augusta,1889.0,capitol grange fair,augusta,maine farmer,2,premiums,False
waldo,knox,1895.0,rising sun grange fair,east knox,the republican journal,1,premiums,False
waldo,waldo co.,1848.0,waldo co. fair,belfast,republican journal,3,premiums,False
waldo,waldo co.,1849.0,waldo co. fair,belfast,republican journal,3,premiums,False
waldo,waldo co.,1850.0,waldo co. fair,belfast,republican journal,3,description,False
waldo,waldo co.,1850.0,waldo co. fair,belfast,republican journal,2,des. & prem.,False
waldo,waldo co.,1851.0,waldo co. fair,belfast,republican journal,3,description,False
waldo,waldo co.,1851.0,waldo co. fair,belfast,republican journal,2,premiums,False
waldo,waldo co.,1852.0,waldo co. fair,belfast,republican journal,1,premiums,False
waldo,waldo co.,1853.0,waldo co. fair,belfast,republican journal,2,premiums,False
waldo,waldo co.,1854.0,waldo co. fair,belfast,republican journal,2,description,False
waldo,waldo co.,1854.0,waldo co. fair,belfast,republican journal,2,premiums,False
waldo,waldo co.,1856.0,waldo co. fair,belfast,republican journal,3,premiums,False
waldo,waldo co.,1858.0,waldo co. fair,belfast,republican journal,2,premiums,False
waldo,waldo co.,1866.0,waldo co. fair,belfast,republican journal,3,premiums,False
waldo,waldo co.,1847.0,waldo co. fair,belmont,republican journal,2,description,False
waldo,waldo co.,1886.0,,,,,,True
waldo,freedom,1898.0,union fair [3 granges],freedom,the republican journal,6,premiums,False
waldo,freedom,1908.0,church fair,freedom,the republican journal,8,premiums,False
waldo,prospect,1898.0,prospect and south branch grange fair,prospect,the republican journal,4,premiums,False
waldo,prospect,1892.0,prospect and south branch grange fair,prospect,lewiston evening journal,7,premiums,False
waldo,prospect,1881.0,prospect and south branch grange fair,prospect,the republican journal,1,premiums,False
waldo,prospect,1887.0,prospect and south branch grange fair,prospect,the republican journal,2,premiums,False
waldo,lincolnville,1901.0,lincolnville town fair,lincolnville,the republican journal,1,premiums,False
waldo,lincolnville,1902.0,lincolnville town fair,lincolnville,the republican journal,1,premiums,False
waldo,lincolnville,1903.0,lincolnville town fair,lincolnville,the republican journal,1,premiums,False
waldo,lincolnville,1904.0,lincolnville town fair,lincolnville,camden herald,1,premiums,False
waldo,lincolnville,1906.0,lincolnville town fair,lincolnville,the republican journal,6,premiums,False
waldo,lincolnville,1907.0,lincolnville town fair,lincolnville,the republican journal,7,premiums,False
waldo,lincolnville,1907.0,lincolnville town fair,lincolnville,camden herald,1,premiums,False
waldo,lincolnville,1909.0,lincolnville town fair,lincolnville,the republican journal,3,premiums,False
waldo,lincolnville,1909.0,lincolnville town fair,lincolnville,camden herald,1,premiums,False
waldo,lincolnville,1910.0,lincolnville town fair,lincolnville,the republican journal,7,premiums,False
waldo,lincolnville,1910.0,lincolnville town fair,lincolnville,camden herald,8,premiums,False
waldo,lincolnville,1912.0,lincolnville town fair,lincolnville,camden herald,1,premiums,False
waldo,lincolnville,1913.0,lincolnville town fair,lincolnville,camden herald,1,premiums,False
waldo,lincolnville,1914.0,lincolnville town fair,lincolnville,camden herald,2,premiums,False
waldo,lincolnville,1915.0,lincolnville town fair,lincolnville,camden herald,"1, 8",premiums,False
waldo,lincolnville,1916.0,lincolnville town fair,lincolnville,camden herald,"1, 4",premiums,False
waldo,lincolnville,1917.0,lincolnville town fair,lincolnville,the republican journal,3,premiums,False
waldo,lincolnville,1917.0,lincolnville town fair,lincolnville,camden herald,1,premiums,False
waldo,lincolnville,1919.0,lincolnville town fair,lincolnville,camden herald,7,premiums,False
waldo,lincolnville,1920.0,lincolnville town fair,lincolnville,camden herald,7,premiums,False
waldo,lincolnville,1921.0,lincolnville town fair,lincolnville,camden herald,8,premiums,False
waldo,lincolnville,1922.0,lincolnville town fair,lincolnville,camden herald,7,premiums,False
waldo,lincolnville,1923.0,lincolnville town fair,lincolnville,camden herald,7,premiums,False
waldo,lincolnville,1927.0,lincolnville town fair,lincolnville,camden herald,9,premiums,False
waldo,lincolnville,1929.0,lincolnville town fair,lincolnville,camden herald,10,premiums,False
waldo,lincolnville,1930.0,lincolnville town fair,lincolnville,camden herald,9,premiums,False
waldo,lincolnville,1931.0,lincolnville town fair,lincolnville,camden herald,10,premiums,False
waldo,lincolnville,1932.0,lincolnville town fair,lincolnville,camden herald,10,premiums,False
waldo,lincolnville,1933.0,lincolnville town fair,lincolnville,camden herald,7,premiums,False
waldo,lincolnville,1934.0,lincolnville town fair,lincolnville,camden herald,8,premiums,False
waldo,lincolnville,1935.0,lincolnville town fair,lincolnville,camden herald,6,premiums,False
waldo,lincolnville,1936.0,lincolnville town fair,lincolnville,camden herald,6,premiums,False
waldo,lincolnville,1937.0,lincolnville town fair,lincolnville,camden herald,7,premiums,False
waldo,jackson,1885.0,jackson town fair,jackson,republican journal,2,premiums,False
waldo,jackson,1886.0,jackson town fair,jackson,republican journal,2,premiums,False
waldo,jackson,1888.0,jackson town fair,jackson,republican journal,2,premiums,False
waldo,jackson,1887.0,jackson town fair,jackson,republican journal,2,premiums,False
waldo,jackson,1891.0,jackson town fair,jackson,republican journal,2,premiums,False
waldo,jackson,1893.0,jackson town fair,jackson,republican journal,,premiums,False
waldo,jackson,1895.0,jackson town fair,jackson,republican journal,1,premiums,False
waldo,jackson,1896.0,jackson town fair,jackson,republican journal,2,premiums,False
waldo,jackson,1897.0,jackson town fair,jackson,republican journal,,premiums,False
waldo,jackson,1883.0,jackson town fair,jackson,republican journal,2,premiums,False
waldo,belmont,1906.0,belmont fair,belmont,the republican journal,7,premiums,False
waldo,belmont,1912.0,mystic grange fair,belmont,the republican journal,7,premiums,False
waldo,brooks,1921.0,brooks fair,brooks,the republican journal,8,premiums,False
waldo,brooks,1909.0,brooks fair,brooks,the republican journal,1,premiums,False
waldo,winterport,1908.0,northern light grange fair,winterport,the republican journal,6,premiums,False
waldo,monroe,1880.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1881.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1883.0,north waldo and penobscot fair,monroe,republican journal,2,premiums,False
waldo,monroe,1884.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1885.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1887.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1888.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1889.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1892.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1893.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1894.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1895.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1896.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1897.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1898.0,north waldo and penobscot fair,monroe,republican journal,4,premiums,False
waldo,monroe,1899.0,north waldo and penobscot fair,monroe,republican journal,1,premiums,False
waldo,monroe,1900.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1903.0,north waldo and penobscot fair,monroe,republican journal,1,premiums,False
waldo,monroe,1910.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1914.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1915.0,north waldo and penobscot fair,monroe,republican journal,,premiums,False
waldo,monroe,1911.0,north waldo and penobscot fair,monroe,republican journal,3,premiums,False
waldo,monroe,1888.0,north waldo and penobscot fair,monroe,maine farmer,2,description,False
waldo,monroe,1891.0,north waldo and penobscot fair,monroe,maine farmer,2,premiums,False
waldo,monroe,,,,,,,True
