County,Fair,Year,Event,Location,Source,Page,Notes
franklin,franklin co. fair,1887.0,franklin county fair,farmington,lewiston evening journal,4,premiums
franklin,franklin co. fair,1887.0,franklin county fair,farmington,lewiston saturday journal,2,des. & prem.
franklin,franklin co. fair,1887.0,franklin county fair,farmington,maine farmer,1,description
franklin,franklin co. fair,1888.0,franklin county fair,farmington,lewiston evening journal,4,description
franklin,franklin co. fair,1888.0,franklin county fair,farmington,lewiston saturday journal,1,premiums
franklin,franklin co. fair,1891.0,franklin county fair,farmington,lewiston evening journal,7,description
franklin,franklin co. fair,1891.0,franklin county fair,farmington,lewiston evening journal,8,description
franklin,franklin co. fair,1891.0,franklin county fair,farmington,lewiston evening journal,7,premiums
franklin,franklin co. fair,1891.0,franklin county fair,farmington,maine farmer,1,des. & prem.
franklin,franklin co. fair,1892.0,franklin county fair,farmington,lewiston evening journal,7,description
franklin,franklin co. fair,1897.0,franklin county fair,farmington,lewiston evening journal,3,premiums
franklin,franklin co. fair,1897.0,franklin county fair,farmington,maine farmer,1,description
franklin,franklin co. fair,1898.0,franklin county fair,farmington,lewiston evening journal,11,premiums
franklin,franklin co. fair,1899.0,franklin county fair,farmington,lewiston evening journal,5,premiums
franklin,franklin co. fair,1900.0,franklin county fair,farmington,lewiston evening journal,3,premiums
franklin,franklin co. fair,1901.0,franklin county fair,farmington,lewiston evening journal,3,premiums
franklin,franklin co. fair,1906.0,franklin county fair,farmington,lewiston evening journal,3,premiums
franklin,franklin co. fair,1907.0,franklin county fair,farmington,lewiston evening journal,9,premiums
franklin,franklin co. fair,1908.0,franklin county fair,farmington,lewiston evening journal,3,premiums
franklin,franklin co. fair,1913.0,franklin county fair,farmington,lewiston evening journal,3,premiums
franklin,franklin co. fair,1914.0,franklin county fair,farmington,lewiston evening journal,8,premiums
franklin,franklin co. fair,1915.0,franklin county fair,farmington,lewiston evening journal,2,premiums
franklin,franklin co. fair,1919.0,franklin county fair,farmington,lewiston evening journal,2,premiums
franklin,franklin co. fair,1925.0,franklin county fair,farmington,daily kennebec journal,5,premiums
franklin,franklin co. fair,1926.0,franklin county fair,farmington,daily kennebec journal,16,premiums
franklin,no. franklin co. fair,1880.0,north franklin co. fair,phillips,phillips phonograph,4,premiums
franklin,no. franklin co. fair,1889.0,north franklin co. fair,phillips,lewiston eve. journal,1,premiums
franklin,no. franklin co. fair,1890.0,north franklin co. fair,phillips,lewiston eve. journal,1,premiums
franklin,no. franklin co. fair,1893.0,north franklin co. fair,phillips,lewiston eve. journal,1,premiums
franklin,no. franklin co. fair,1897.0,north franklin co. fair,phillips,lewiston eve. journal,6,premiums
franklin,no. franklin co. fair,1899.0,north franklin co. fair,phillips,phillips phonograph,7,premiums
franklin,no. franklin co. fair,1901.0,north franklin co. fair,phillips,maine woods,5,premiums
franklin,no. franklin co. fair,1903.0,north franklin co. fair,phillips,maine woodsman,1,premiums
franklin,no. franklin co. fair,1907.0,north franklin co. fair,phillips,maine woodsman,1,premiums
franklin,no. franklin co. fair,1910.0,north franklin co. fair,phillips,maine woods,9,premiums
franklin,no. franklin co. fair,1911.0,north franklin co. fair,phillips,maine woods,9,premiums
franklin,no. franklin co. fair,1913.0,north franklin co. fair,phillips,maine woods,8,premiums
franklin,no. franklin co. fair,1914.0,north franklin co. fair,phillips,maine woods,1,premiums
franklin,no. franklin co. fair,1884.0,north franklin co. fair,phillips,maine farmer,1,description
franklin,strong,1907.0,aurora grange fair,strong,maine woodsman,7,premiums
franklin,jay,1871.0,jay fair,jay,lewiston evening journal,2,description
franklin,jay,1876.0,north jay grange fair,north jay,lewiston evening journal,1,premiums
franklin,jay,1897.0,north jay grange fair,north jay,lewiston evening journal,3,premiums
franklin,jay,1898.0,north jay grange fair,north jay,lewiston evening journal,11,premiums
franklin,jay,1899.0,north jay grange fair,north jay,lewiston evening journal,4,premiums
sagadahoc,topsham,1860.0,sagadahoc county fair,topsham,brunswick telegraph,2,description
sagadahoc,topsham,1862.0,sagadahoc county fair,topsham,brunswick telegraph,1,description
sagadahoc,topsham,1863.0,sagadahoc county fair,topsham,brunswick telegraph,2,description
sagadahoc,topsham,1864.0,sagadahoc county fair,topsham,brunswick telegraph,2,description
sagadahoc,topsham,1865.0,sagadahoc county fair,topsham,brunswick telegraph,1,description
sagadahoc,topsham,1875.0,sagadahoc county fair,topsham,brunswick telegraph,1,premiums
sagadahoc,topsham,1878.0,sagadahoc county fair,topsham,lewiston evening journal,3,description
sagadahoc,topsham,1878.0,sagadahoc county fair,topsham,brunswick telegraph,1,description
sagadahoc,topsham,1883.0,sagadahoc county fair,topsham,maine farmer,2,description
sagadahoc,topsham,1885.0,sagadahoc county fair,topsham,brunswick telegraph,2,description
sagadahoc,topsham,1885.0,sagadahoc county fair,topsham,maine farmer,3,premiums
sagadahoc,topsham,1888.0,sagadahoc county fair,topsham,brunswick telegraph,2,description
sagadahoc,topsham,1888.0,sagadahoc county fair,topsham,maine farmer,"1, 3",description
sagadahoc,topsham,1889.0,sagadahoc county fair,topsham,lewiston evening journal,1,premiums
sagadahoc,topsham,1890.0,sagadahoc county fair,topsham,lewiston evening journal,1,premiums
sagadahoc,topsham,1891.0,sagadahoc county fair,topsham,lewiston saturday journal,6,premiums
sagadahoc,topsham,1892.0,sagadahoc county fair,topsham,lewiston evening journal,3,premiums
sagadahoc,topsham,1893.0,sagadahoc county fair,topsham,lewiston evening journal,7,premiums
sagadahoc,topsham,1894.0,sagadahoc county fair,topsham,lewiston evening journal,1,description
sagadahoc,topsham,1894.0,sagadahoc county fair,topsham,lewiston evening journal,7,premiums
sagadahoc,topsham,1895.0,sagadahoc county fair,topsham,lewiston evening journal,8,description
sagadahoc,topsham,1895.0,sagadahoc county fair,topsham,lewiston evening journal,5,premiums
sagadahoc,topsham,1895.0,sagadahoc county fair,topsham,brunswick telegraph,2,premiums
sagadahoc,topsham,1896.0,sagadahoc county fair,topsham,lewiston evening journal,7,description
sagadahoc,topsham,1896.0,sagadahoc county fair,topsham,brunswick telegraph,2,premiums
sagadahoc,topsham,1897.0,sagadahoc county fair,topsham,lewiston evening journal,3,description
sagadahoc,topsham,1897.0,sagadahoc county fair,topsham,brunswick telegraph,2,premiums
sagadahoc,topsham,1898.0,sagadahoc county fair,topsham,daily kennebec journal,"1, 3",description
sagadahoc,topsham,1898.0,sagadahoc county fair,topsham,brunswick telegraph,2,premiums
sagadahoc,topsham,1899.0,sagadahoc county fair,topsham,lewiston saturday journal,9,premiums
sagadahoc,topsham,1899.0,sagadahoc county fair,topsham,lewiston evening journal,12,description
sagadahoc,topsham,1899.0,sagadahoc county fair,topsham,maine farmer,"1, 5, & 8",des. & prem.
sagadahoc,topsham,1900.0,sagadahoc county fair,topsham,lewiston evening journal,7,premiums
sagadahoc,topsham,1900.0,sagadahoc county fair,topsham,lewiston saturday journal,11,description
sagadahoc,topsham,1901.0,sagadahoc county fair,topsham,lewiston evening journal,6,premiums
sagadahoc,topsham,1904.0,sagadahoc county fair,topsham,lewiston evening journal,2,premiums
sagadahoc,topsham,1905.0,sagadahoc county fair,topsham,lewiston saturday journal,2,premiums
sagadahoc,topsham,1906.0,sagadahoc county fair,topsham,brunswick record,7,premiums
sagadahoc,topsham,1907.0,sagadahoc county fair,topsham,lewiston evening journal,8,description
sagadahoc,topsham,1908.0,sagadahoc county fair,topsham,brunswick record,7,premiums
sagadahoc,topsham,1909.0,sagadahoc county fair,topsham,brunswick record,10,premiums
sagadahoc,topsham,1910.0,sagadahoc county fair,topsham,brunswick record,3,premiums
sagadahoc,topsham,1911.0,sagadahoc county fair,topsham,brunswick record,3,premiums
sagadahoc,topsham,1912.0,sagadahoc county fair,topsham,brunswick record,7,premiums
sagadahoc,topsham,1912.0,sagadahoc county fair,topsham,daily kennebec journal,12,premiums
sagadahoc,topsham,1913.0,sagadahoc county fair,topsham,lewiston evening journal,3,premiums
sagadahoc,topsham,1913.0,sagadahoc county fair,topsham,lewiston evening journal,13,premiums
sagadahoc,topsham,1914.0,sagadahoc county fair,topsham,brunswick record,6,premiums
sagadahoc,topsham,1915.0,sagadahoc county fair,topsham,brunswick record,7,premiums
sagadahoc,topsham,1916.0,sagadahoc county fair,topsham,brunswick record,5,premiums
sagadahoc,topsham,1917.0,sagadahoc county fair,topsham,daily kennebec journal,4,premiums
sagadahoc,topsham,1920.0,sagadahoc county fair,topsham,brunswick record,15,premiums
sagadahoc,topsham,1921.0,sagadahoc county fair,topsham,brunswick record,7,premiums
sagadahoc,topsham,1922.0,sagadahoc county fair,topsham,brunswick record,12,premiums
sagadahoc,topsham,1923.0,sagadahoc county fair,topsham,brunswick record,5,premiums
sagadahoc,topsham,1924.0,sagadahoc county fair,topsham,brunswick record,7,premiums
sagadahoc,topsham,1925.0,sagadahoc county fair,topsham,brunswick record,"4, 7",premiums
sagadahoc,topsham,1926.0,sagadahoc county fair,topsham,brunswick record,11,premiums
sagadahoc,topsham,1927.0,sagadahoc county fair,topsham,brunswick record,"11, 15",premiums
sagadahoc,topsham,1928.0,sagadahoc county fair,topsham,brunswick record,6,premiums
sagadahoc,topsham,1929.0,sagadahoc county fair,topsham,brunswick record,"6, 7",premiums
sagadahoc,topsham,1931.0,sagadahoc county fair,topsham,brunswick record,"3, 4",premiums
sagadahoc,topsham,1932.0,sagadahoc county fair,topsham,brunswick record,5,premiums
sagadahoc,topsham,1933.0,sagadahoc county fair,topsham,brunswick record,13,premiums
sagadahoc,topsham,1934.0,sagadahoc county fair,topsham,brunswick record,12,premiums
sagadahoc,topsham,1935.0,sagadahoc county fair,topsham,brunswick record,7,premiums
sagadahoc,topsham,1936.0,sagadahoc county fair,topsham,brunswick record,11,premiums
sagadahoc,topsham,1949.0,sagadahoc county fair,topsham,brunswick record,7,premiums
sagadahoc,topsham,1955.0,sagadahoc county fair,topsham,brunswick record,2,premiums
sagadahoc,topsham,1957.0,sagadahoc county fair,topsham,brunswick record,8,premiums
sagadahoc,topsham,1880.0,sagadahoc county fair,topsham,brunswick telegraph,1,description
sagadahoc,topsham,1896.0,sagadahoc county fair,topsham,brunswick telegraph,2,description
sagadahoc,richmond,1877.0,richmond fair,richmond,lewiston evening journal,4,premiums
sagadahoc,richmond,1901.0,richmond fair,richmond,lewiston evening journal,8,des. & prem.
sagadahoc,richmond,1905.0,richmond fair,richmond,lewiston evening journal,9,premiums
sagadahoc,richmond,1906.0,richmond fair,richmond,lewiston evening journal,11,des. & prem.
sagadahoc,richmond,1907.0,richmond fair,richmond,lewiston evening journal,3,description
sagadahoc,richmond,1907.0,richmond fair,richmond,lewiston evening journal,2,premiums
sagadahoc,richmond,1908.0,richmond fair,richmond,daily kennebec journal,"1,2",premiums
sagadahoc,richmond,1909.0,richmond fair,richmond,lewiston evening journal,3,premiums
sagadahoc,richmond,1910.0,richmond fair,richmond,daily kennebec journal,12,premiums
sagadahoc,richmond,1911.0,richmond fair,richmond,daily kennebec journal,12,premiums
sagadahoc,richmond,1912.0,richmond fair,richmond,daily kennebec journal,5,premiums
sagadahoc,richmond,1914.0,richmond fair,richmond,daily kennebec journal,12,premiums
sagadahoc,richmond,1915.0,richmond fair,richmond,daily kennebec journal,9,premiums
sagadahoc,richmond,1916.0,richmond fair,richmond,daily kennebec journal,12,premiums
sagadahoc,richmond,1917.0,richmond fair,richmond,daily kennebec journal,10,premiums
sagadahoc,richmond,1921.0,richmond fair,richmond,daily kennebec journal,2,premiums
sagadahoc,richmond,1923.0,richmond fair,richmond,daily kennebec journal,7,premiums
sagadahoc,richmond,1924.0,richmond fair,richmond,daily kennebec journal,3,premiums
sagadahoc,richmond,1925.0,richmond fair,richmond,daily kennebec journal,5,premiums
sagadahoc,richmond,1926.0,richmond fair,richmond,the bath independent,5,premiums
sagadahoc,richmond,1926.0,richmond fair,richmond,daily kennebec journal,5,premiums
sagadahoc,woolwich,1914.0,woolwich fair,woolwich,the bath independent,9,premiums
sagadahoc,bath,1890.0,sagadahoc patrons grange fair,bath,lewiston evening journal,1,description
lincoln,nobleboro,1921.0,nobleboro grange fair,nobleboro,lincoln county news,1,premiums
lincoln,bristol,1874.0,bristol town fair,bristol,lincoln county news,2,premiums
lincoln,bristol,1875.0,bristol town fair,bristol,lincoln county news,2,premiums
lincoln,bristol,1877.0,bristol town fair,bristol,the village herald and lincoln records,2,premiums
lincoln,bristol,1879.0,bristol town fair,bristol,lincoln county news,4,premiums
lincoln,bristol,1880.0,bristol town fair,bristol,lincoln county news,1,premiums
lincoln,bristol,1883.0,bristol town fair,bristol,lincoln county news,1,premiums
lincoln,bristol,1885.0,bristol town fair,bristol,lincoln county news,1,premiums
lincoln,bristol,1888.0,bristol town fair,bristol,lewiston wednesday journal,6,premiums
lincoln,bristol,1891.0,bristol town fair,bristol,lincoln county news,2,premiums
lincoln,bristol,1893.0,bristol town fair,bristol,lincoln county news,2,premiums
lincoln,bristol,1897.0,bristol town fair,bristol,lincoln county news,7,premiums
lincoln,bristol,1872.0,bristol town fair,bristol,lewiston evening journal,1,description
lincoln,bristol,1919.0,bristol town fair,bristol,lincoln county news,"6,8",premiums
lincoln,bristol,1920.0,bristol town fair,bristol,lincoln county news,"6,8",premiums
lincoln,bristol,1877.0,bristol town fair,bristol,lincoln county news,2,des. & prem.
lincoln,bristol,1886.0,bristol town fair,bristol,lincoln county news,2,premiums
lincoln,bristol,1873.0,bristol town fair,bristol,lewiston evening journal,1,premiums
lincoln,dresden,1885.0,dresden town fair,dresden,lincoln county news,2,premiums
lincoln,dresden,1880.0,dresden town fair,dresden,maine farmer,2,description
lincoln,lincoln co.,1875.0,lincoln county fair,damariscotta,lincoln county news,2,description
lincoln,lincoln co.,1877.0,lincoln county fair,damariscotta,the village herald and lincoln record,4,premiums
lincoln,lincoln co.,1880.0,lincoln county fair,damariscotta,lincoln county news,1,premiums
lincoln,lincoln co.,1883.0,lincoln county fair,damariscotta,lewiston evening journal,4,description
lincoln,lincoln co.,1885.0,lincoln county fair,damariscotta,lincoln county news,2,des. & prem.
lincoln,lincoln co.,1886.0,lincoln county fair,damariscotta,lincoln county news,2,premiums
lincoln,lincoln co.,1888.0,lincoln county fair,damariscotta,lincoln county news,2,premiums
lincoln,lincoln co.,1889.0,lincoln county fair,damariscotta,lincoln county news,4,premiums
lincoln,lincoln co.,1891.0,lincoln county fair,damariscotta,lincoln county news,2,premiums
lincoln,lincoln co.,1892.0,lincoln county fair,damariscotta,lincoln county news,2,premiums
lincoln,lincoln co.,1893.0,lincoln county fair,damariscotta,lincoln county news,2,premiums
lincoln,lincoln co.,1894.0,lincoln county fair,damariscotta,lincoln county news,2,premiums
lincoln,lincoln co.,1896.0,lincoln county fair,damariscotta,lewiston evening journal,6,description
lincoln,lincoln co.,1897.0,lincoln county fair,damariscotta,lincoln county news,4,premiums
lincoln,lincoln co.,1898.0,lincoln county fair,damariscotta,lincoln county news,7,premiums
lincoln,lincoln co.,1905.0,lincoln county fair,damariscotta,sheepscot echo,1,premiums
lincoln,lincoln co.,1906.0,lincoln county fair,damariscotta,lewiston evening journal,9,premiums
lincoln,lincoln co.,1919.0,lincoln county fair,damariscotta,lincoln county news,1,premiums
lincoln,lincoln co.,1921.0,lincoln county fair,damariscotta,lincoln county news,1,premiums
lincoln,lincoln co.,1924.0,lincoln county fair,damariscotta,lincoln county news,1,premiums
lincoln,lincoln co.,1925.0,lincoln county fair,damariscotta,lincoln county news,8,premiums
lincoln,lincoln co.,1926.0,lincoln county fair,damariscotta,lincoln county news,8,premiums
lincoln,lincoln co.,1927.0,lincoln county fair,damariscotta,lincoln county news,4,premiums
lincoln,lincoln co.,1929.0,lincoln county fair,damariscotta,lincoln county news,8,premiums
lincoln,lincoln co.,1930.0,lincoln county fair,damariscotta,lincoln county news,4,premiums
lincoln,lincoln co.,1854.0,lincoln county fair,warren,rockland gazette,2,description
lincoln,lincoln co.,1865.0,lincoln county fair,rockland,rockland gazette,1,description
lincoln,lincoln co.,1860.0,lincoln county fair,rockland,rockland gazette,2,description
lincoln,lincoln co.,1878.0,lincoln county fair,damariscotta,the village herald and lincoln record,4,premiums
lincoln,lincoln co.,1878.0,lincoln county fair,damariscotta,the village herald and lincoln record,2,description
lincoln,lincoln co.,1899.0,lincoln county fair,damariscotta,maine farmer,5,premiums
lincoln,lincoln co.,1896.0,lincoln county fair,damariscotta,maine farmer,1,description
lincoln,boothbay,1875.0,boothbay town fair,boothbay,lincoln county news,1,premiums
lincoln,boothbay,1879.0,boothbay town fair,boothbay,lincoln county news,2,premiums
lincoln,boothbay,1882.0,boothbay town fair,boothbay,maine farmer,1,description
penobscot,garland,1895.0,garland grange fair,garland,lewiston evening journal,3,premiums
penobscot,garland,1897.0,garland grange fair,garland,lewiston evening journal,6,premiums
penobscot,garland,1894.0,garland grange fair,garland,lewiston evening journal,6,premiums
penobscot,garland,1901.0,garland grange fair,garland,lewiston evening journal,7,premiums
penobscot,garland,1896.0,garland grange fair,garland,lewiston evening journal,5,premiums
penobscot,garland,1905.0,garland grange fair,garland,lewiston evening journal,8,premiums
penobscot,garland,1902.0,garland grange fair,garland,lewiston evening journal,3,premiums
penobscot,dexter,1907.0,dexter grange fair,dexter,lewiston evening journal,3,premiums
penobscot,etna,1878.0,etna fair,etna,maine farmer,1,premiums
penobscot,penobscot co. fair,1887.0,penobscot county fair,east eddington,maine farmer,1,premiums
penobscot,eddington,1889.0,eddington fair,east eddington,maine farmer,1,premiums
penobscot,eddington,1895.0,eddington fair,east eddington,maine farmer,8,premiums
penobscot,exeter,1900.0,west penobscot ag. soc fair,exeter,maine farmer,2,description
penobscot,eastern maine fair,1890.0,eastern maine fair,bangor,daily kennebec journal,1,description
penobscot,eastern maine fair,1905.0,eastern maine fair,bangor,daily kennebec journal,3,premiums
penobscot,eastern maine fair,1908.0,eastern maine fair,bangor,daily kennebec journal,"8, 12",premiums
penobscot,eastern maine fair,1887.0,eastern maine fair,bangor,maine farmer,2,premiums
penobscot,eastern maine fair,1884.0,eastern maine fair,bangor,maine farmer,"1, 2",des. & prem.
penobscot,eastern maine fair,1883.0,eastern maine fair,bangor,maine farmer,1,description
penobscot,eastern maine fair,1888.0,eastern maine fair,bangor,maine farmer,2,premiums
penobscot,eastern maine fair,1889.0,eastern maine fair,bangor,maine farmer,3,premiums
penobscot,eastern maine fair,1909.0,eastern maine fair,bangor,daily kennebec journal,10,premiums
penobscot,eastern maine fair,1900.0,eastern maine fair,bangor,maine farmer,2,premiums
penobscot,eastern maine fair,1891.0,eastern maine fair,bangor,maine farmer,1,description
penobscot,eastern maine fair,1892.0,eastern maine fair,bangor,maine farmer,1,des. & prem.
penobscot,dixmont,1887.0,dixmont fair,dixmont,pittsfield advertiser,3,premiums
penobscot,dixmont,1889.0,north star grange fair,dixmont centre,pittsfield advertiser,2,premiums
penobscot,patten,1860.0,patten fair,patten,maine democrat,1,description
androscoggin,androscoggin co. fair,1875.0,androscoggin co. fair,,lewiston evening journal,3,description
androscoggin,androscoggin co. fair,1877.0,androscoggin co. fair,lewiston,lewiston evening journal,3,premiums
androscoggin,androscoggin co. fair,1877.0,androscoggin co. fair,lewiston,lewiston evening journal,3,des. & prem.
androscoggin,androscoggin co. fair,1877.0,androscoggin co. fair,lewiston,lewiston evening journal,3,description
androscoggin,androscoggin co. fair,1878.0,androscoggin co. fair,,maine farmer,3,premiums
androscoggin,androscoggin co. fair,1887.0,androscoggin co. fair,,lewiston saturday journal,8,premiums
androscoggin,androscoggin co. fair,1899.0,androscoggin co. fair,livermore falls,maine farmer,8,premiums
androscoggin,androscoggin co. fair,1919.0,androscoggin co. fair,livermore falls,lewiston evening journal,8,premiums
androscoggin,auburn,1902.0,steven's mills grange fair,"steven's mills, auburn",lewiston evening journal,2,description
androscoggin,auburn,1906.0,steven's mills grange fair,"steven's mills, auburn",lewiston evening journal,11,des. & prem.
androscoggin,auburn,1898.0,steven's mills grange fair,"steven's mills, auburn",lewiston evening journal,5,premiums
androscoggin,livermore,1884.0,north livermore fair,north livermore,lewiston evening journal,4,premiums
androscoggin,livermore,1889.0,north livermore fair,north livermore,lewiston evening journal,2,description
androscoggin,livermore,1913.0,norland grange fair,east livermore,lewiston evening journal,5,premiums
androscoggin,livermore,1911.0,norland grange fair,east livermore,lewiston evening journal,8,premiums
androscoggin,livermore,1919.0,norland grange fair,east livermore,lewiston evening journal,2,premiums
androscoggin,poland,1884.0,poland fair,poland,lewiston evening journal,4,premiums
androscoggin,poland,1883.0,poland fair,poland,lewiston evening journal,4,des. & prem.
androscoggin,poland,1885.0,poland fair,poland,lewiston evening journal,2,des. & prem.
androscoggin,poland,1893.0,poland fair,poland,lewiston evening journal,5,description
androscoggin,poland,1884.0,poland fair,poland,maine farmer,1,premiums
androscoggin,leeds,1886.0,leeds fair,leeds,lewiston evening journal,4,des. & prem.
androscoggin,leeds,1919.0,leeds fair,leeds,lewiston evening journal,3,premiums
androscoggin,mechanic falls,1887.0,mechanic falls fair,mechanic falls,lewiston evening journal,2,premiums
androscoggin,mechanic falls,1891.0,mechanic falls fair,mechanic falls,lewiston evening journal,5,description
androscoggin,turner,1892.0,turner grange fair,turner,lewiston evening journal,3,premiums
androscoggin,turner,1881.0,turner fair,turner,lewiston evening journal,1,premiums
androscoggin,turner,1885.0,north turner fair,north turner,lewiston evening journal,4,premiums
androscoggin,turner,1902.0,turner grange fair,turner center,lewiston evening journal,5,description
androscoggin,turner,1884.0,turner fair,turner,maine farmer,1,premiums
androscoggin,turner,1876.0,turner fair,turner,lewiston evening journal,3,premiums
androscoggin,durham,1888.0,durham fair,durham,lewiston wednesday journal,7,premiums
androscoggin,durham,1901.0,durham fair,durham,lewiston saturday journal,11,premiums
androscoggin,durham,1901.0,durham fair,durham,lewiston evening journal,5,description
androscoggin,durham,1892.0,durham fair,durham,lewiston evening journal,6,description
androscoggin,durham,1895.0,durham fair,durham,lewiston evening journal,3,premiums
androscoggin,durham,1898.0,durham fair,durham,lewiston saturday journal,14,premiums
androscoggin,minot,1870.0,minot & hebron farmers club fair,west minot,lewiston evening journal,3,description
androscoggin,minot,1900.0,west minot fair,west minot,lewiston evening journal,3,description
androscoggin,minot,1874.0,west minot fair,west minot,lewiston evening journal,1 & 4,description
androscoggin,wales,1870.0,wales town fair,wales,lewiston evening journal,2,des. & prem.
androscoggin,lisbon,1904.0,pine tree grange fair,lisbon,lewiston evening journal,"9,3",des. & prem.
androscoggin,greene,1907.0,androscoggin grange fair,greene,lewiston evening journal,3,premiums
androscoggin,greene,1906.0,androscoggin grange fair,greene,lewiston evening journal,5,des. & prem.
androscoggin,greene,1899.0,androscoggin grange fair,greene,lewiston evening journal,2,premiums
androscoggin,greene,1909.0,androscoggin grange fair,greene,lewiston evening journal,2,des. & prem.
androscoggin,greene,1908.0,androscoggin grange fair,greene,lewiston evening journal,7,premiums
androscoggin,greene,1905.0,androscoggin grange fair,greene,lewiston evening journal,5,premiums
androscoggin,greene,1904.0,androscoggin grange fair,greene,lewiston evening journal,9,des. & prem.
androscoggin,greene,1900.0,androscoggin grange fair,greene,lewiston evening journal,5,premiums
androscoggin,greene,1916.0,androscoggin grange fair,greene,lewiston evening journal,6,premiums
androscoggin,greene,1915.0,androscoggin grange fair,greene,lewiston evening journal,8,premiums
androscoggin,greene,1914.0,androscoggin grange fair,greene,lewiston evening journal,10,premiums
androscoggin,greene,1913.0,androscoggin grange fair,greene,lewiston evening journal,8,des. & prem.
androscoggin,greene,1920.0,androscoggin grange fair,greene,lewiston evening journal,12,premiums
androscoggin,greene,1919.0,androscoggin grange fair,greene,lewiston evening journal,10,premiums
cumberland,freeport,1895.0,freeport ag. assoc. fair,freeport,portland daily press,3,premiums
cumberland,freeport,1895.0,freeport ag. assoc. fair,freeport,lewiston evening journal,8,description
cumberland,freeport,1899.0,freeport ag. assoc. fair,freeport,lewiston evening journal,2,description
cumberland,freeport,1902.0,freeport ag. assoc. fair,freeport,lewiston saturday journal,6,premiums
cumberland,freeport,1905.0,freeport ag. assoc. fair,freeport,lewiston evening journal,9,premiums
cumberland,freeport,1907.0,freeport ag. assoc. fair,freeport,lewiston evening journal,10,description
cumberland,freeport,1910.0,freeport ag. assoc. fair,freeport,lewiston evening journal,7,description
cumberland,new gloucester & danville,1885.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,3,description
cumberland,new gloucester & danville,1886.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,4,des. & prem.
cumberland,new gloucester & danville,1900.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,2,premiums
cumberland,new gloucester & danville,1901.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,5,premiums
cumberland,new gloucester & danville,1907.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,9,premiums
cumberland,new gloucester & danville,1910.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,9,premiums
cumberland,new gloucester & danville,1910.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,12,premiums
cumberland,new gloucester & danville,1915.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,10,premiums
cumberland,new gloucester & danville,1914.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,12,premiums
cumberland,new gloucester & danville,1913.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,2,premiums
cumberland,new gloucester & danville,1920.0,new gloucester and danville fair,upper new gloucester,lewiston evening journal,7,premiums
cumberland,standish,1871.0,gorham & standish farmers club fair,standish,portland daily press,2,premiums
cumberland,standish,1872.0,gorham & standish farmers club fair,standish,portland daily press,3,description
cumberland,standish,1874.0,gorham & standish farmers club fair,standish,portland daily press,1,premiums
cumberland,standish,1880.0,gorham & standish farmers club fair,standish,portland daily press,3,premiums
cumberland,standish,1883.0,gorham & standish farmers club fair,standish,portland daily press,1,premiums
cumberland,gorham,1875.0,gorham fair,gorham,portland daily press,3,premiums
cumberland,gorham,1879.0,gorham grange fair,gorham,portland daily press,3,premiums
cumberland,gorham,1880.0,gorham grange fair,gorham,portland daily press,3,premiums
cumberland,gorham,1883.0,gorham grange fair,gorham,portland daily press,4,premiums
cumberland,gorham,1886.0,gorham grange fair,gorham,portland daily press,1,description
cumberland,bridgton,1884.0,bridgton fair,bridgton,bridgton news,2,premiums
cumberland,bridgton,1885.0,bridgton fair,bridgton,bridgton news,1,premiums
cumberland,bridgton,1887.0,bridgton fair,bridgton,bridgton news,2,premiums
cumberland,bridgton,1887.0,bridgton fair,bridgton,bridgton news,4,premiums
cumberland,bridgton,1900.0,bridgton fair,bridgton,bridgton news,2,description
cumberland,scarborough,1877.0,cape elizabeth & scarboro farmers club fair,scarborough,portland daily press,3,description
cumberland,baldwin,1875.0,baldwin & sebago fair,baldwin,bridgton news,1,premiums
cumberland,baldwin,1876.0,baldwin & sebago fair,baldwin,portland daily press,3,premiums
cumberland,baldwin,1890.0,baldwin & sebago fair,west baldwin,portland daily press,3,premiums
cumberland,baldwin,1895.0,baldwin & sebago fair,baldwin,portland daily press,3,premiums
cumberland,baldwin,1923.0,oxford & cumberland union pomona,west baldwin,sanford tribune & advocate,3,description
cumberland,cumberland,1873.0,cumberland fair,cumberland,portland daily press,3,premiums
cumberland,cumberland,1874.0,cumberland fair,cumberland,portland daily press,1,premiums
cumberland,cumberland,1883.0,cumberland fair,cumberland,portland daily press,1,description
cumberland,cumberland,1884.0,cumberland fair,west cumberland,maine farmer,1,description
cumberland,denmark,1876.0,denmark fair,denmark,bridgton news,2,description
cumberland,naples,1877.0,naples fair,naples,bridgton news,2,description
cumberland,naples,1878.0,naples fair,naples,bridgton news,4,premiums
cumberland,naples,1879.0,naples fair,naples,bridgton news,2,premiums
cumberland,naples,1880.0,naples fair,naples,bridgton news,4,premiums
cumberland,naples,1881.0,naples fair,naples,bridgton news,1,premiums
cumberland,naples,1882.0,naples fair,naples,bridgton news,2,premiums
