County,Fair,Year,Event,Location,Source,Page,Notes
cumberland,naples,1884.0,naples fair,naples,bridgton news,1,description
cumberland,naples,,,,,,
cumberland,naples,1886.0,naples fair,naples,bridgton news,2,premiums
cumberland,naples,1887.0,naples fair,naples,bridgton news,4,premiums
cumberland,naples,1888.0,naples fair,naples,bridgton news,1,premiums
cumberland,naples,1889.0,naples fair,naples,bridgton news,2,premiums
cumberland,naples,1890.0,naples fair,naples,bridgton news,2,premiums
cumberland,naples,1891.0,naples fair,naples,bridgton news,2,premiums
cumberland,naples,1883.0,naples fair,naples,bridgton news,4,premiums
cumberland,casco,1884.0,ede's falls fair,ede's falls,bridgton news,1,premiums
cumberland,casco,1885.0,ede's falls fair,ede's falls,bridgton news,1,premiums
cumberland,harrison,1870.0,harrison town fair,harrison,bridgton weekly news,3,description
cumberland,harrison,1870.0,harrison town fair,harrison,portland daily press,2,description
cumberland,harrison,1880.0,harrison & bridgton fair,,bridgton news,4,premiums
cumberland,harrison,1882.0,harrison & bridgton fair,,bridgton news,1,premiums
cumberland,harrison,1889.0,union fair,south harrison,bridgton news,1,premiums
cumberland,harrison,1891.0,no. cumberland co. ag. soc. fair,harrison,lewiston evening journal,2,description
cumberland,cumberland co. fair,1863.0,cumberland county fair,portland,portland daily press,2,premiums
cumberland,cumberland co. fair,1880.0,cumberland county fair,portland,portland daily press,3,description
cumberland,cumberland co. fair,1880.0,cumberland county fair,portland,portland daily press,3,premiums
cumberland,cumberland co. fair,1881.0,cumberland county fair,portland,portland daily press,3,premiums
cumberland,cumberland co. fair,1882.0,cumberland county fair,portland,portland daily press,3,premiums
cumberland,cumberland co. fair,1882.0,cumberland county fair,portland,maine farmer,1,premiums
cumberland,cumberland co. fair,1883.0,cumberland county fair,portland,portland daily press,1,premiums
cumberland,cumberland co. fair,1906.0,cumberland county fair,gorham,lewiston evening journal,3,premiums
aroostook,northern aroostook fair,1902.0,northern aroostook fair,presque isle,fort fairfield review,2,premiums
aroostook,northern aroostook fair,1892.0,northern aroostook fair,presque isle,star-herald,1,description
aroostook,northern aroostook fair,1875.0,northern aroostook fair,presque isle,presque isle sunrise,1,premiums
aroostook,northern aroostook fair,1876.0,northern aroostook fair,presque isle,north star,2,description
aroostook,northern aroostook fair,1878.0,northern aroostook fair,presque isle,north star,2,premiums
aroostook,northern aroostook fair,1888.0,northern aroostook fair,presque isle,north star,1,premiums
aroostook,northern aroostook fair,1889.0,northern aroostook fair,fort fairfield,north star,1,premiums
aroostook,northern aroostook fair,1890.0,northern aroostook fair,presque isle,star-herald,1,premiums
aroostook,northern aroostook fair,1891.0,northern aroostook fair,presque isle,star-herald,4,premiums
aroostook,northern aroostook fair,1892.0,northern aroostook fair,presque isle,star-herald,1,premiums
aroostook,northern aroostook fair,1894.0,northern aroostook fair,presque isle,star-herald,1,premiums
aroostook,northern aroostook fair,1895.0,northern aroostook fair,presque isle,star-herald,2,des. & prem.
aroostook,northern aroostook fair,1896.0,northern aroostook fair,presque isle,star-herald,3,description
aroostook,northern aroostook fair,1897.0,northern aroostook fair,presque isle,star-herald,1,premiums
aroostook,northern aroostook fair,1898.0,northern aroostook fair,presque isle,star-herald,1,premiums
aroostook,northern aroostook fair,1899.0,northern aroostook fair,presque isle,star-herald,1,premiums
aroostook,northern aroostook fair,1900.0,northern aroostook fair,presque isle,star-herald,1,premiums
aroostook,northern aroostook fair,1901.0,northern aroostook fair,presque isle,star-herald,1,premiums
aroostook,northern aroostook fair,1903.0,northern aroostook fair,presque isle,star-herald,6,premiums
aroostook,northern aroostook fair,1904.0,northern aroostook fair,presque isle,the independent,3,premiums
aroostook,northern aroostook fair,1887.0,northern aroostook fair,presque isle,maine farmer,1,description
aroostook,sherman mills,1898.0,southern aroostook agr. soc. fair,sherman mills,maine farmer,6,premiums
aroostook,mapleton,1889.0,mapleton fair,mapleton,aroostook herald,4,premiums
aroostook,northern maine fair,1905.0,northern maine fair,presque isle,fort fairfield review,2,premiums
aroostook,northern maine fair,1906.0,northern maine fair,presque isle,star-herald,1,premiums
aroostook,northern maine fair,1907.0,northern maine fair,presque isle,star-herald,1,premiums
aroostook,northern maine fair,1908.0,northern maine fair,presque isle,fort fairfield review,9,premiums
aroostook,northern maine fair,1909.0,northern maine fair,presque isle,star-herald,1,premiums
aroostook,northern maine fair,1910.0,northern maine fair,presque isle,star-herald,8,premiums
aroostook,northern maine fair,1911.0,northern maine fair,presque isle,star-herald,"4, 5",premiums
aroostook,northern maine fair,1912.0,northern maine fair,presque isle,star-herald,1,premiums
aroostook,northern maine fair,1913.0,northern maine fair,presque isle,star-herald,"1, 8",premiums
aroostook,northern maine fair,1914.0,northern maine fair,presque isle,star-herald,9,premiums
aroostook,northern maine fair,1915.0,northern maine fair,presque isle,star-herald,"3, 4",premiums
aroostook,northern maine fair,1917.0,northern maine fair,presque isle,star-herald,7,premiums
aroostook,northern maine fair,1918.0,northern maine fair,presque isle,star-herald,4,premiums
aroostook,northern maine fair,1919.0,northern maine fair,presque isle,star-herald,6,premiums
aroostook,northern maine fair,1920.0,northern maine fair,presque isle,star-herald,7,premiums
aroostook,northern maine fair,1921.0,northern maine fair,presque isle,star-herald,11,premiums
aroostook,northern maine fair,1924.0,northern maine fair,presque isle,presque isle star-herald,6,premiums
aroostook,northern maine fair,1925.0,northern maine fair,presque isle,presque isle star-herald,2,description
aroostook,northern maine fair,1925.0,northern maine fair,presque isle,presque isle star-herald,3,description
aroostook,northern maine fair,1925.0,northern maine fair,presque isle,presque isle star-herald,4,description
aroostook,northern maine fair,1916.0,northern maine fair,presque isle,fort fairfield review,3,premiums
aroostook,fort fairfield,1893.0,fort fairfield fair,fort fairfield,northern leader,4,premiums
oxford,bethel,1892.0,bethel town fair,bethel,lewiston evening journal,7,premiums
oxford,bethel,1862.0,bethel town fair,bethel,oxford democrat,2,description
oxford,bethel,1860.0,bethel town fair,bethel,bethel courier,2,description
oxford,denmark,1871.0,denmark fair,denmark,oxford democrat,2,premiums
oxford,denmark,1881.0,denmark fair,denmark,bridgton news,2,premiums
oxford,fryeburg,1900.0,west oxford co. fair,fryeburg,maine farmer,5,premiums
oxford,otisfield,1874.0,harrison & otisfield union fair,bolsters mills,bridgton news,2,description
oxford,otisfield,1875.0,harrison & otisfield union fair,bolsters mills,bridgton news,2,description
oxford,otisfield,1892.0,otisfield fair,otisfield,lewiston evening journal,8,premiums
oxford,otisfield,1896.0,otisfield fair,otisfield,lewiston evening journal,6,description
oxford,hartford,1888.0,hartford fair,hartford centre,maine farmer,1,description
oxford,oxford co. fair,1857.0,oxford county fair,,oxford democrat,,
oxford,oxford co. fair,1858.0,oxford county fair,,oxford democrat,1,description
oxford,oxford co. fair,1859.0,oxford county fair,,oxford democrat,1,des. & prem.
oxford,oxford co. fair,1860.0,oxford county fair,,oxford democrat,1,description
oxford,oxford co. fair,1861.0,oxford county fair,,oxford democrat,,
oxford,oxford co. fair,1865.0,bethel town fair,,oxford democrat,,
oxford,oxford co. fair,1866.0,bethel town fair,,oxford democrat,,
oxford,oxford co. fair,1869.0,oxford county fair,,oxford democrat,2,description
oxford,oxford co. fair,1877.0,oxford county fair,,lewiston evening journal,4,description
oxford,oxford co. fair,1879.0,oxford county fair,,oxford democrat,4,premiums
oxford,oxford co. fair,1879.0,oxford county fair,,oxford democrat,2,description
oxford,oxford co. fair,1880.0,oxford county fair,,lewiston evening journal,,
oxford,oxford co. fair,1880.0,oxford county fair,,lewiston evening journal,2,description
oxford,oxford co. fair,1881.0,oxford county fair,,oxford democrat,,
oxford,oxford co. fair,1882.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1883.0,oxford county fair,,oxford democrat,5,description
oxford,oxford co. fair,1885.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1886.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1886.0,oxford county fair,,maine farmer,1,description
oxford,oxford co. fair,1887.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1888.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1889.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1890.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1891.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1892.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1893.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1894.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1895.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1896.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1897.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1898.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1899.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1899.0,oxford county fair,,lewiston evening journal,,
oxford,oxford co. fair,1900.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1901.0,oxford county fair,,lewiston evening journal,,
oxford,oxford co. fair,1901.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1902.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1903.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1904.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1905.0,oxford county fair,,oxford democrat,,
oxford,oxford co. fair,1906.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1907.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1908.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1909.0,oxford county fair,,oxford democrat,1,premiums
oxford,oxford co. fair,1910.0,oxford county fair,,oxford democrat,1,premiums
oxford,oxford co. fair,1911.0,oxford county fair,,oxford democrat,1,premiums
oxford,oxford co. fair,1912.0,oxford county fair,,oxford democrat,1,premiums
oxford,oxford co. fair,1913.0,oxford county fair,,oxford democrat,1,premiums
oxford,oxford co. fair,1914.0,oxford county fair,,oxford democrat,1,premiums
oxford,oxford co. fair,1915.0,oxford county fair,,oxford democrat,1,premiums
oxford,oxford co. fair,1916.0,oxford county fair,,oxford democrat,1,premiums
oxford,oxford co. fair,1917.0,oxford county fair,,oxford democrat,1,premiums
oxford,oxford co. fair,1918.0,oxford county fair,,oxford democrat,1,premiums
oxford,oxford co. fair,1919.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1920.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1921.0,oxford county fair,,oxford democrat,3,premiums
oxford,oxford co. fair,1923.0,oxford county fair,,lewiston evening journal,2,premiums
oxford,oxford co. fair,1881.0,oxford county fair,,oxford democrat,2,premiums
oxford,oxford co. fair,1922.0,oxford county fair,,lewiston evening journal,13,premiums
oxford,oxford co. fair,1922.0,oxford county fair,,lewiston evening journal,11,premiums
oxford,dixfield,1902.0,dixfield fair,dixfield,lewiston evening journal,8,premiums
oxford,andover,1908.0,north oxford ag. soc. fair,andover,lewiston evening journal,3,premiums
oxford,andover,1906.0,north oxford ag. soc. fair,andover,lewiston evening journal,3,premiums
oxford,andover,1913.0,north oxford ag. soc. fair,andover,lewiston evening journal,8,premiums
oxford,hebron,1907.0,east hebron grange fair,east hebron,lewiston evening journal,9,description
oxford,hebron,1913.0,east hebron grange fair,east hebron,lewiston evening journal,2,description
oxford,hebron,1912.0,east hebron grange fair,east hebron,lewiston evening journal,3,description
oxford,hebron,1919.0,east hebron grange fair,east hebron,lewiston evening journal,3,description
oxford,hebron,1920.0,hebron grange fair,hebron,lewiston evening journal,11,premiums
oxford,buckfield,1919.0,mountain grange fair,north buckfield,oxford democrat,3,premiums
oxford,paris,1921.0,paris hill fair,paris hill,oxford democrat,3,description
oxford,paris,1920.0,paris hill fair,paris hill,oxford democrat,1,premiums
oxford,paris,1919.0,west paris grange fair,west paris,oxford democrat,3,premiums
oxford,canton,1894.0,androscoggin valley fair,canton,lewiston evening journal,3,premiums
oxford,canton,1895.0,androscoggin valley fair,canton,lewiston evening journal,10,premiums
oxford,canton,1897.0,androscoggin valley fair,canton,oxford democrat,3,premiums
oxford,canton,1898.0,androscoggin valley fair,canton,lewiston saturday journal,12,premiums
oxford,canton,1898.0,androscoggin valley fair,canton,oxford democrat,3,premiums
oxford,canton,1899.0,androscoggin valley fair,canton,lewiston evening journal,3,premiums
oxford,canton,1900.0,androscoggin valley fair,canton,lewiston saturday journal,14,premiums
oxford,canton,1900.0,androscoggin valley fair,canton,oxford democrat,3,premiums
oxford,canton,1901.0,androscoggin valley fair,canton,lewiston evening journal,3,premiums
oxford,canton,1901.0,androscoggin valley fair,canton,oxford democrat,3,premiums
oxford,canton,1902.0,androscoggin valley fair,canton,lewiston evening journal,2,premiums
oxford,canton,1905.0,androscoggin valley fair,canton,lewiston evening journal,3,premiums
oxford,canton,1906.0,androscoggin valley fair,canton,oxford democrat,3,premiums
oxford,canton,1909.0,androscoggin valley fair,canton,lewiston evening journal,3,premiums
oxford,canton,1909.0,androscoggin valley fair,canton,oxford democrat,3,premiums
oxford,canton,1910.0,androscoggin valley fair,canton,oxford democrat,3,premiums
oxford,canton,1911.0,androscoggin valley fair,canton,oxford democrat,3,premiums
oxford,canton,1914.0,androscoggin valley fair,canton,lewiston evening journal,10,premiums
oxford,bryant pond,1896.0,bryant pond fair,bryant pond,lewiston evening journal,6,description
knox,knox county fair,1867.0,knox county fair,rockland,rockland gazette,2,description
knox,knox county fair,1869.0,knox county fair,rockland,rockland gazette,2,description
knox,knox county fair,1874.0,knox county fair,thomaston,rockland gazette,2,description
knox,knox county fair,1876.0,knox county fair,,rockland gazette,2,premiums
knox,knox county fair,1878.0,knox county fair,camden,rockland gazette,1,premiums
knox,knox county fair,1878.0,knox county fair,camden,camden herald,2,description
knox,knox county fair,1879.0,knox county fair,thomaston,camden herald,3,premiums
knox,knox county fair,1880.0,knox county fair,rockland,rockland gazette,2,description
knox,knox county fair,1882.0,knox county fair,rockport,republican journal,2,description
knox,knox county fair,1882.0,knox county fair,rockport,courier gazette,1,premiums
knox,knox county fair,1883.0,knox county fair,rockland,courier gazette,8,premiums
knox,knox county fair,1884.0,knox county fair,,courier gazette,2,des. & prem.
knox,knox county fair,1885.0,knox county fair,,courier gazette,7,des. & prem.
knox,knox county fair,1886.0,knox county fair,camden,courier gazette,7,premiums
knox,knox county fair,1887.0,knox county fair,rockland,courier gazette,"1, 7",des. & prem.
knox,knox county fair,1888.0,knox county fair,rockland,courier gazette,"8,6",des. & prem.
knox,knox county fair,1889.0,knox county fair,camden,courier gazette,"1, 7",des. & prem.
knox,knox county fair,1890.0,knox county fair,camden,camden herald,2,premiums
knox,knox county fair,1882.0,knox county fair,rockport,camden herald,2,premiums
knox,east knox co. fair,1902.0,east knox county fair,camden,camden herald,8,premiums
knox,east knox co. fair,1904.0,east knox county fair,camden,camden herald,8,premiums
knox,north haven,1911.0,north haven grange fair,north haven,rockland courier gazette,4,premiums
knox,north haven,1910.0,north haven grange fair,north haven,rockland courier gazette,6,description
knox,north knox co. fair,1869.0,north knox county fair,union,rockland gazette,,des. & prem.
knox,north knox co. fair,1870.0,north knox county fair,warren,rockland gazette,,premiums
knox,north knox co. fair,1871.0,north knox county fair,,rockland gazette,,premiums
knox,north knox co. fair,1872.0,north knox county fair,,rockland gazette,,premiums
knox,north knox co. fair,1874.0,north knox county fair,union,rockland gazette,,premiums
knox,north knox co. fair,1875.0,north knox county fair,south hope,rockland gazette,,des. & prem.
knox,north knox co. fair,1876.0,north knox county fair,,rockland gazette,,premiums
knox,north knox co. fair,1877.0,north knox county fair,warren,rockland gazette,,premiums
knox,north knox co. fair,1877.0,north knox county fair,warren,rockland gazette,,description
knox,north knox co. fair,1878.0,north knox county fair,washington,rockland gazette,,premiums
knox,north knox co. fair,1879.0,north knox county fair,union,rockland gazette,,premiums
knox,north knox co. fair,1880.0,north knox county fair,warren,rockland gazette,,premiums
knox,north knox co. fair,1881.0,north knox county fair,union,rockland gazette,,premiums
knox,north knox co. fair,1882.0,north knox county fair,washington,courier gazette,,premiums
knox,north knox co. fair,1883.0,north knox county fair,hope,courier gazette,,des. & prem.
knox,north knox co. fair,1884.0,north knox county fair,appleton,lewiston evening journal,,premiums
knox,north knox co. fair,1885.0,north knox county fair,washington,courier gazette,,des. & prem.
knox,north knox co. fair,1886.0,north knox county fair,union,courier gazette,,premiums
knox,north knox co. fair,1887.0,north knox county fair,union,courier gazette,"6, 8",des. & prem.
knox,north knox co. fair,1888.0,north knox county fair,union,courier gazette,"4, Supplement",des. & prem.
knox,north knox co. fair,1889.0,north knox county fair,union,courier gazette,,des. & prem.
knox,north knox co. fair,1890.0,north knox county fair,union,courier gazette,,des. & prem.
knox,north knox co. fair,1891.0,north knox county fair,appleton,courier gazette,,des. & prem.
knox,north knox co. fair,1892.0,north knox county fair,union,courier gazette,2,des. & prem.
knox,north knox co. fair,1893.0,north knox county fair,union,courier gazette,"4, 5, 7",des. & prem.
knox,north knox co. fair,1894.0,north knox county fair,union,courier gazette,,des. & prem.
knox,north knox co. fair,1895.0,north knox county fair,union,courier gazette,"4, 8",des. & prem.
knox,north knox co. fair,1896.0,north knox county fair,union,courier gazette,,description
knox,north knox co. fair,1897.0,north knox county fair,union,courier gazette,"6, 7",des. & prem.
knox,north knox co. fair,1898.0,north knox county fair,union,courier gazette,,premiums
knox,north knox co. fair,1898.0,north knox county fair,union,courier gazette,,description
knox,north knox co. fair,1899.0,north knox county fair,union,courier gazette,8,premiums
knox,north knox co. fair,1899.0,north knox county fair,union,courier gazette,,description
knox,north knox co. fair,1903.0,north knox county fair,union,courier gazette,,premiums
knox,north knox co. fair,1904.0,north knox county fair,union,courier gazette,,premiums
knox,north knox co. fair,1905.0,north knox county fair,union,courier gazette,,premiums
knox,north knox co. fair,1906.0,north knox county fair,union,courier gazette,,premiums
knox,north knox co. fair,1906.0,north knox county fair,union,courier gazette,,description
knox,north knox co. fair,1907.0,north knox county fair,union,courier gazette,,description
knox,north knox co. fair,1907.0,north knox county fair,union,courier gazette,,premiums
knox,north knox co. fair,1908.0,north knox county fair,union,courier gazette,,description
knox,north knox co. fair,1909.0,north knox county fair,union,courier gazette,,premiums
knox,north knox co. fair,1910.0,north knox county fair,union,courier gazette,,description
knox,north knox co. fair,1910.0,north knox county fair,union,courier gazette,,premiums
knox,north knox co. fair,1912.0,north knox county fair,union,courier gazette,,description
knox,north knox co. fair,1915.0,north knox county fair,union,courier gazette,,description
knox,north knox co. fair,1916.0,north knox county fair,union,courier gazette,2,description
knox,washington fair,1889.0,evening star grange fair,washington,courier gazette,,premiums
knox,washington fair,1890.0,washington town fair,washington,courier gazette,1,description
knox,washington fair,1890.0,washington town fair,washington,courier gazette,2,premiums
knox,washington fair,1891.0,washington town fair,washington,courier gazette,8,description
knox,washington fair,1891.0,washington town fair,washington,courier gazette,4,premiums
knox,washington fair,1892.0,washington town fair,washington,courier gazette,"5, 7",des. & prem.
knox,washington fair,1893.0,washington town fair,washington,courier gazette,Unknown,description
knox,washington fair,1894.0,washington town fair,washington,courier gazette,"5, 7",des. & prem.
knox,washington fair,1895.0,washington town fair,washington,courier gazette,"4,6",des. & prem.
knox,washington fair,1896.0,washington town fair,washington,courier gazette,8,description
knox,washington fair,1896.0,washington town fair,washington,courier gazette,10,premiums
knox,washington fair,1899.0,washington town fair,washington,courier gazette,8,premiums
knox,washington fair,1904.0,washington town fair,washington,courier gazette,,premiums
knox,washington fair,1905.0,washington town fair,washington,courier gazette,5,premiums
knox,washington fair,1910.0,washington town fair,washington,courier gazette,5,premiums
knox,washington fair,1889.0,evening star grange fair,washington,lincoln county news,2,description
knox,pleasant valley grange,1906.0,pleasant valley grange fair,rockland,rockland courier-gazette,7,description
knox,pleasant valley grange,1905.0,pleasant valley grange fair,rockland,rockland courier-gazette,2,description
knox,pleasant valley grange,1910.0,pleasant valley grange fair,rockland,rockland courier-gazette,4,des. & prem.
knox,pleasant valley grange,1909.0,pleasant valley grange fair,rockland,rockland courier-gazette,6,description
knox,pleasant valley grange,1904.0,pleasant valley grange fair,rockland,rockland courier-gazette,7,description
knox,pleasant valley grange,1907.0,pleasant valley grange fair,rockland,rockland courier-gazette,5,description
knox,pleasant valley grange,1911.0,pleasant valley grange fair,rockland,rockland courier-gazette,5,premiums
knox,pleasant valley grange,1911.0,pleasant valley grange fair,rockland,rockland courier-gazette,2,premiums
knox,pleasant valley grange,1915.0,pleasant valley grange fair,rockland,rockland courier-gazette,7,premiums
knox,st. george fair,1907.0,st. george grange fair,st. george,rockland courier-gazette,2,premiums
knox,st. george fair,1909.0,st. george grange fair,st. george,rockland courier-gazette,6,premiums
knox,st. george fair,1911.0,st. george grange fair,st. george,rockland courier-gazette,2,premiums
knox,st. george fair,1912.0,st. george grange fair,st. george,rockland courier-gazette,4,premiums
knox,st. george fair,1916.0,st. george grange fair,st. george,rockland courier-gazette,8,premiums
knox,st. george fair,1930.0,st. george grange fair,st. george,rockland courier-gazette,2,premiums
knox,st. george fair,1908.0,st. george grange fair,st. george,rockland courier-gazette,8,premiums
knox,st. george fair,1915.0,st. george grange fair,st. george,rockland courier-gazette,8,premiums
knox,st. george fair,1905.0,st. george grange fair,st. george,rockland courier-gazette,8,premiums
knox,st. george fair,1939.0,st. george grange fair,st. george,rockland courier-gazette,7,premiums
kennebec,vassalboro,1891.0,cushnoc grange fair,riverside,daily kennebec journal,2,premiums
kennebec,vassalboro,1894.0,cushnoc grange fair,riverside,daily kennebec journal,2,premiums
kennebec,vassalboro,1895.0,cushnoc grange fair,riverside,daily kennebec journal,1,premiums
kennebec,vassalboro,1896.0,cushnoc grange fair,riverside,lewiston evening journal,6,premiums
kennebec,vassalboro,1896.0,cushnoc grange fair,riverside,daily kennebec journal,8,premiums
kennebec,vassalboro,1897.0,cushnoc grange fair,riverside,lewiston evening journal,3,premiums
kennebec,vassalboro,1897.0,cushnoc grange fair,riverside,daily kennebec journal,2,premiums
kennebec,vassalboro,1898.0,cushnoc grange fair,riverside,lewiston evening journal,3,premiums
kennebec,vassalboro,1898.0,cushnoc grange fair,riverside,daily kennebec journal,1,premiums
kennebec,vassalboro,1899.0,cushnoc grange fair,riverside,daily kennebec journal,4,premiums
kennebec,vassalboro,1900.0,cushnoc grange fair,riverside,daily kennebec journal,7,premiums
kennebec,vassalboro,1903.0,cushnoc grange fair,riverside,daily kennebec journal,3,premiums
kennebec,vassalboro,1922.0,east vassalboro grange fair,east vassalboro,daily kennebec journal,8,premiums
kennebec,vassalboro,1923.0,east vassalboro grange fair,east vassalboro,daily kennebec journal,8,premiums
kennebec,vassalboro,1892.0,cushnoc grange fair,riverside,daily kennebec journal,4,premiums
kennebec,vassalboro,1920.0,east vassalboro grange fair,east vassalboro,daily kennebec journal,5,premiums
kennebec,monmouth,1878.0,monmouth fair,monmouth,lewiston evening journal,"1, 4",description
kennebec,monmouth,1883.0,monmouth fair,monmouth,lewiston evening journal,2,description
kennebec,monmouth,1886.0,monmouth fair,monmouth,lewiston evening journal,4,description
kennebec,monmouth,1909.0,monmouth fair,monmouth,lewiston evening journal,3,premiums
kennebec,monmouth,1870.0,monmouth fair,monmouth,lewiston evening journal,2,description
kennebec,monmouth,1871.0,monmouth fair,monmouth,lewiston evening journal,1,description
kennebec,monmouth,1912.0,monmouth fair,monmouth,lewiston evening journal,6,description
kennebec,monmouth,1910.0,monmouth fair,monmouth,daily kennebec journal,12,premiums
kennebec,monmouth,1926.0,monmouth fair,monmouth,daily kennebec journal,10,premiums
kennebec,monmouth,1885.0,monmouth fair,monmouth,maine farmer,2,premiums
kennebec,monmouth,1922.0,monmouth fair,monmouth,lewiston evening journal,11,premiums
kennebec,monmouth,1920.0,monmouth fair,monmouth,lewiston evening journal,7,description
kennebec,monmouth,1920.0,monmouth fair,monmouth,lewiston evening journal,13,premiums
kennebec,monmouth,1919.0,monmouth fair,monmouth,lewiston evening journal,9,premiums
kennebec,monmouth,1923.0,monmouth fair,monmouth,daily kennebec journal,9,premiums
kennebec,monmouth,1924.0,monmouth fair,monmouth,daily kennebec journal,7,premiums
kennebec,monmouth,1925.0,monmouth fair,monmouth,daily kennebec journal,10,premiums
kennebec,no. kennebec co. fair,1891.0,north kennebec county fair,waterville,maine farmer,1,premiums
kennebec,no. kennebec co. fair,1891.0,north kennebec county fair,waterville,daily kennebec journal,1,description
kennebec,kennebec farm bureau,1921.0,kennebec farm bureau seed show,augusta,daily kennebec journal,9,premiums
kennebec,kennebec farm bureau,1922.0,kennebec farm bureau seed show,augusta,daily kennebec journal,10,premiums
kennebec,sidney,1885.0,sidney fair,sidney,daily kennebec journal,3,description
kennebec,sidney,1887.0,sidney fair,sidney,daily kennebec journal,1,description
kennebec,sidney,1888.0,sidney fair,sidney,daily kennebec journal,1,description
kennebec,sidney,1892.0,sidney fair,sidney,daily kennebec journal,1,description
kennebec,sidney,1897.0,sidney fair,sidney,daily kennebec journal,1,description
kennebec,sidney,1898.0,sidney grange and kennebec pomona,sidney,lewiston evening journal,9,des. & pre.
kennebec,sidney,1898.0,sidney fair,sidney,lewiston evening journal,3,premiums
kennebec,sidney,1899.0,sidney fair,sidney,daily kennebec journal,3,premiums
kennebec,sidney,1900.0,sidney fair,sidney,daily kennebec journal,6,premiums
kennebec,sidney,1926.0,sidney fair,sidney,daily kennebec journal,7,description
kennebec,winslow,1902.0,winslow grange fair,winslow,lewiston evening journal,6,premiums
kennebec,central maine fair,1888.0,central maine fair,augusta,maine farmer,2,premiums
kennebec,central maine fair,1904.0,central maine fair,waterville,daily kennebec journal,5,premiums
kennebec,central maine fair,1905.0,central maine fair,waterville,lewiston evening journal,5,premiums
kennebec,central maine fair,1906.0,central maine fair,waterville,daily kennebec journal,5,premiums
kennebec,central maine fair,1909.0,central maine fair,waterville,daily kennebec journal,10,premiums
kennebec,central maine fair,1911.0,central maine fair,waterville,daily kennebec journal,"7, 12",premiums
kennebec,central maine fair,1912.0,central maine fair,waterville,daily kennebec journal,4,premiums
kennebec,central maine fair,1914.0,central maine fair,waterville,daily kennebec journal,7,premiums
kennebec,central maine fair,1917.0,central maine fair,waterville,daily kennebec journal,5,premiums
kennebec,central maine fair,1918.0,central maine fair,waterville,daily kennebec journal,2,premiums
kennebec,central maine fair,1919.0,central maine fair,waterville,daily kennebec journal,4,premiums
kennebec,central maine fair,1925.0,central maine fair,waterville,daily kennebec journal,3,premiums
kennebec,central maine fair,1923.0,central maine fair,waterville,daily kennebec journal,3,premiums
kennebec,central maine fair,1924.0,central maine fair,waterville,daily kennebec journal,3,premiums
kennebec,central maine fair,1926.0,central maine fair,waterville,daily kennebec journal,3,premiums
kennebec,oakland,1912.0,oakland grange fruit exhibit,oakland,daily kennebec journal,5,premiums
kennebec,gardiner,1855.0,south kennebec cattle show & fair,gardiner,northern home journal,2,premiums
kennebec,gardiner,1858.0,south kennebec cattle show & fair,gardiner,northern home journal,2,premiums
kennebec,gardiner,1860.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,2,des. & pre.
kennebec,gardiner,1863.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,1,premiums
kennebec,gardiner,1864.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,1,premiums
kennebec,gardiner,1865.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,2,premiums
kennebec,gardiner,1866.0,kennebec union ag. & hort. soc. fair,gardiner,gardiner home journal,1,des. & pre.
kennebec,gardiner,1866.0,kennebec union ag. & hort. soc. fair,gardiner,kennebec reporter,2,premiums
kennebec,gardiner,1867.0,kennebec union ag. & hort. soc. fair,,gardiner home journal,1,premiums
