Given_ID,Presumed_ID
nickajack,
niggerhead,
nine ounce,
nine ounce,deane
nine oz.,
no name,
no-name sweet,
no. spy,northern spy
no. star,dudley winter
nod head,nodhead
nod head,jewetts red
nod head,
nod head,jewett's fine red
nod-head,
nodheaad,
nodhead,jewett's fine red
nodhead,
nodhead,jewett fine red
nodhead,nodhead
nolon apple,
none other,
none such,
none-so-good,
none-such,
none-such,hubbardston
nonesuch,
nonesuch,hubbardston nonesuch
nonesuch,hubbardston
nonesuch,hubbardston nonesuch or red canada
nonpareil,
nonsuch,
nonsuch,hubbardston nonesuch
norman,
norman sweet,
noroton greening,
north star,
north star,dudley winter
north west greening,
northern,
northern bell,
northern spy,northern spy
northern spy,
northern sweet,
northfield beauty,
northwest greening,northwest greening
northwestern,
northwestern greening,
nowest greening,
noyes,
noyes,noyes
oak,
ocean,
october sweet,
ohio pippin,
old fashioned greening,
old fashioned russet,
old sour apple,
old-fashioned baldwin,
old-fashioned cathead,
oldenburg,
oliver sentinal,
ontario,
opalescent,
orange apple,
orange crab,
orange greening,
orange pearmain,
orange pippin,
orange porter,
orange speck,
orange spick,
orange spy,
orange sweet,orange sweet
orange sweet,
orchard sweet,
oregon sweet,
ounce pippin,
ox-heart,
oxford,black oxford
oxford,
oxford beauty,
oxford russet,
packer,
page,page
page,
pairmain,
palmer,
panelopy,
paradise sweet,
paragon,
parker sweet,
parlin,
parlin,parlin
parson's sweet,
patent baldwin,
patterson sweet,
patty sweet,
pawaka,pewaukee
peabody early,
peabody greening,
peabody's sweet,
peach,
peach apple,
peach apple,peach of montreal
peach bloom,
peach blossom,
peach blow,
peach sweet,
peach tomato,
peachblow,
peah apple,peach
peanwam,
pear apple,
pear maine sweet,
pear russet,
pearl,
pearmain,blue pearmain
pearmain,blue pearmain
pearmains,blue pearmain
peawakee,
peawalkie,
peawaukee,pewaukee
peawaukee,
peck,
peck's,
peck's favorite,
peck's pleasant,peck pleasant
peck's pleasant,
peck's pleasant,peck's pleasant
peck's pleasure,
peckard baldwin,
pecks pleasant,
peerless,
peewankee,pewaukee
peewanskee,pewaukee
peewaukee,
peewaukee,pewaukee
peewaukie,pewaukee
peewuakee,
pefect,
peleg,
pelham sweet,
penankee,pewaukee
peneaukee,pewaukee
pennock,
pennsylvania red,
perfect,
perfect,perfect
perkins sweet,
perry's russet,
persian crab,
peter,
peter pan,
peters apple,
petofsky,
peure gusi,pomme gris
pewaka,
pewakee,
pewakee,pewaukee
pewankee,pewaukee
pewauke,
pewaukee,pewaukee
pewaukee,
pewaukie,
pewawkee,pewaukee
phil. stripe,
phila broad,pennock
phila. pearmain,
philadelphia broad,pennock
philadelphia pippin,
philadelphia pippin,fall pippin
phoenix,
phonix,
pie apple,
pie apple gravenstein,
pignose,
pike sweet,
pin ball,
pinball sweet,
pine grove sweeting,
pink cheek,
pinnate,
pipin,
pippin,
pippin,fall pippin
pippins,
pittsfield,
plain jennette,
plain russet,
plum crab,
points,
pomagree,pomme gris
pome royal,
pomegris,pomme gris
pomeroy,
pomme gess,
pomme gris,
pommie gris,
ponard sweet,
pond sweeting,
ponds sweet,
porter,porter
porter,
porter apple,
porter sweet,
portsmouth sweet,
potter sweet,
potter's sweet,leicester sweet
poughkeepsie,
poughkeepsie russet,
pound,gloria mundi
pound,
pound apple,
pound apple,gloria mundi
pound pippin,
pound royal,
pound russet,
pound sweet,lyman's pumpkin sweet
pound sweet,pound sweet
pound sweet,
pound sweeting,lyman's pumpkin sweet
pound sweeting,pound sweet
pound sweeting,
pr. l. greening,
pratt's special,
president,president
president,
pretainger,
pride of maine,
pride of the orchard,
primate,primate
primate,
prime,
prince of the kitchen,
prince rupert,
princess,
prolific,
prolific sweet,
prospect greening,fall harvey
prospect greening,
providence baldwin,
province baldwin,
prywate,
pumpkin,pumpkin russet
pumpkin sour,
pumpkin sweet,pumpkin russet
pumpkin sweet,
pumpkin sweeting,
puppy noses,
purple blush crab,
purple crab,
purple winter,
putnam russet,
quaker beauty,
quebec sweet,quebec sweet
quebec sweet,
quebec sweet,quebec winter sweet
quebec winter sweet,
queen,
queen ann,
queen delight,
queen sweet,
queen sweeting,
queen's choice,
queen's pocket,
queening,
queens choice,
queens' pocket piece,
quince,
quince,cole's quince
quince apple,
quince sweet,
quince sweeting,
quinine sweet,
r i greening,rhode island greening
r i greening,
r s pippin,
r. i greening,
r. i greening,rhode island greening
"r. i, sweet",
r. i. gravenstein,rhode island greening
r. i. greening,rhode island greening
r. i. greening,
r. i. pippin,
r. i. russet,perry russet
r. i. russet,
r. i. sweet,
r. i. sweeting,
rainbow,rambo
rainbow,
raleigh,
ram's horns,
ramba,rambo
rambo,rambo
rambo,
rambough,
ramdell's sweet,
ramsdell sweet,
randall sweet,
ransacking,
ransom,
ransom sweet,
raspberry russet,
rattle box,
rauber,
rauls gennett,
rave ripe,
rawler's jenet,
re par main,
rebson pippin,ribston pippin
red and black,
red and yellow harvey,
red astracan,
red astrachan,red astrachan
red astrachan,
red astrakan,
red baldwin,
red beatdoin,
red beauty,
red beitgheimer,
red beitigheimer,
red bellflower,
red bertshesheimer,
red betenhimer,
red beterheimer,
red biddemere,
red bitzheimer,
red breligheimer,
red brittenhanna,
red canada,
red canada,canada red
red check greening,
red cheek,
red crab,
red delicious,
red detroit,detroit red
red dutch,
red everlasting,
red flamingo,
red gold,
red granada,red canada
red gravenstein,
red harvey,
red jewet,nodhead
red june,
red mcintosh,
red pearmain,
red pearmaine,
red pippin,
red porter,
red providence maine,
red pumpkin,
red reitingheimer,
red rome,
red russet,
red russet,red russet
red sanad,red canada
red shropshrivine,
red siberian crab,
red spy,
red stark,
red stone pippin,
red streak,twenty ounce
red stripe,
red sweet,
red transparent crab,
red unknown,
red william,
red williams,williams favorite
red winter,
red winter sweet,
red-streak,
redstone pippin,
regulus,
remsfield,
revarkin,
rewarikee,
rex regent,roxbury russet
rhoda sweet,
rhode island greening,rhode island greening
rhode island greening,
rhode island greenings,
rhode island quincy,
rhode island russet,
rhode island sweet,
ribbston,
ribbston pippin,ribston pippin
ribston,
ribston pippin,ribston pippin
ribston pippin,
ribstone pippin,ribston pippin
ribstone pippin,
ridge beauty,
rings sweet,
ripley sweet,
ripston pippin,
rising sun,
river,river
river,
riverside pippin,
riverstone,
robinson graft,
rochester baldwin,
rock baldwin,
rock russet,roxbury russet
rock sweet,rock sweet
rock sweet,
rockingham stripe,
rockwood,
rolf,rolfe
rolfe,rolfe
rolfe,
rolph,
rombeau,
rombo,
rome beauty,
rome beauty,rome beauty
romeo,
romna,
rose of standish,
rose of stomstead,
ross,
rough and ready,
roughskin,
round sweet,pound sweet
rowle's janet,
rox russet,
rox. russet,
roxbury,
roxbury greening,
roxbury ruperts,
roxbury russet,roxbury russet
roxbury russet,
roxbury russet,twenty ounce
roxbury russett,
roxbury russett,roxbury russet
roxbury sweet,
roxby russett,
royal pearmain,
royal red,
royal sweet,
royal table,
rubicon,
ruby red,
rush,
rusill,
russell,
russet,
russet (green),
russet baldwin,
russet golden,
russet permaine,
russet sweet,
russett,
russett pairmain,
russett sweet,
russian,
russian crab,
russian favorite,
russian iron-clad no. 4,
russian no. 27 m.,
russian red,
russian sweet,
salem russett,
salome,salome
salome,
sapson,
sarah,sarah
sarah,
sassafras sweet,
savage,
savoy,
sawyer sweet,
scarlet crab,
scarlet pearmain,
schoolhouse,
scotch sweet,
scotch winter,
scotch winter,scott's winter
scott winter,
scott's favorite,
scott's winter,scott winter
scott's winter,
seaver,
seek,
seek no farther,
seek no further,
seek no further,westfield
seek no further,westfield seek no further
seek-no-farther,westfield seek no farther
seek-no-farther,
seek-no-further,westfield seek-no-further
seek-no-further,
seek-no-further,westfield
seekonk,
seeks,
selkirk,
senator,
senator,oliver/senator
sengrianna,
september sweet,
seventy ounce,
shapleigh apple,
sheepnose,
sheeps nose,
sherwood favorite,
sherwood's favorite,chenango strawberry
sherwood's favorite,
shiawassee beauty,
shiewassia beauty,
shropshirevine,
siberian august,
siberian crab,
siberian russet,
sibicum,
silver crest,
simpson,
slactory victory,
sledge sweeting,
slinton,
smith cider,smith cider
smith sweet,
smith's cider,
smith's fameuse seedling,
smith's favorite,
smith's sweet,
smoke house,smokehouse
smyth's cider,
snow,
snow,fameuse
snow apple,
snow apple,fameuse
snow ball,
snow flake,
snowball,
snowfield,
snowflake,
soamid,
solcen bell,golden ball
somersert,
somerset,somerset
somerset,
somerset beauty,
something,
sops of wine,
sops of wine,sops of wine
sops-of-wine,
sopsavine,
sorrett,russett
sour bough,champlain
sour crab,
sour russett,
southern darkey,arkansas black
spaulding,
spec pheasant,peck's pleasant
spice,
spice,spice sweet
spice apple,
spice russet,
spice sweet,
spice sweeting,
spicy quince,
spicy red,
spitz bergen,
spitzberg,
spitzbergen,esopus spitzenburg
spitzbergen,
spitzenberg,esopus spitzenberg
spitzenberg,
spitzenberg,esopus spitzenburg
spitzenberg pearmain,
spitzenburg,esopus spitzenberg
spitzenburg,
spitzenburg,esopus spitzenburg
spitzenbury,
sponce russet,sponge russet
sponge russet,
sponge russet,sponge russet
sponge russett,
sponge sweet,
spring russett,
spring sweet,
spur sweet,
spy,
spy,northern spy
st. johnsbury sweet,
st. lawarence,
st. lawrence,st. lawrence
st. lawrence,
stanchfield's best,
star,
star porter,
stark,
stark,stark
stark delicious,
starke,
starkee,starkey
starkey,
starking,
starks delicious,
stars,stark
state of maine,
stayman winesap,
stayman's wine sap,
staymans winesap,
staymen's winesap,
staymer winesop,
steel red,
steel red,red canada
steele red,
steele's winter red,
sterling sweet,
steymens winesap,
stiles,
stock,
stone,
stone sweet,
stone sweeting,
stork,stark
storks,stark
storm sweet,
stoughton russet,
strawberry,
strawberry apple,
strawberry baldwin,
strawberry porter,
strawberry red,
strawberry sweet,cummings sweet
strawberry sweet,
stray beauty,strawberry
striped,
striped bell's early,
striped bellflower,
striped everlasting,
striped fameuse,
striped graft,
striped harvey,
striped jenetin,
striped martyrs,lyscom
striped pearmain,
striped pippin,
striped russet,
striped slack,
striped strawberry,
striped sweet,
striped winter,
stubb seedling,
stubbs seedling,
stulp,
stump,stump
stump,
stump (of greene),stump (of greene)
sub acid,
sudbury sweet,
sugar sweet,
sultan beauty,
summer apple,
summer graft,
summer greening,
summer porter,
summer queen,
summer rambo,
summer russet,
summer strawberry,early strawberry
summer surprise,
summer sweet,
summer sweet,hightop sweet bough
summer sweet paradise,
summer sweet russet,
summer sweeting,
sunflower,
sunrise,
sunset,
super spitzenburg,
superb sweet,
superb winter sweet,
susan,
sutton,
sutton beauty,
sutton's beauty,sutton
sutton's beauty,sutton beauty
sutton's beauty,
swaar,swaar
swaar,
swan apple,
swansee beauty,
swar,swaar
sware,swaar
sweet,
sweet baldwin,sweet baldwin
sweet baldwin,
sweet bangle,
sweet bough,sweet bough
sweet bough,bough
sweet bough,
sweet bower,
sweet brier,
sweet chester,
sweet chestnut,
sweet crab,
sweet cress,
sweet fall,
sweet gloria mundi,
sweet glory nunde,gloria mundi of maine
sweet golden russet,
sweet greening,sweet greening
sweet greening,
sweet pippin,
sweet porter,
sweet russet,
sweet russet (fall),pumpkin russet
sweet russet (winter),massachusetts sweet russet
sweet russet winter,
sweet russett,
sweet sixteen,
sweet van wyck crab,
sweet wagner,
sweetburg,
sweeting,
swoon,
syracuse beauty,
tallam sweets,
tallman sweet,
tallman sweet,tolman sweet
talman sweet,tolman sweet
talman sweet,
talman sweeting,
talman's sweet,
talmon sweet,
taylor,
terston russet,
tetanakee,tetofsky
tetofsky,
tetofsky,tetofsky
tetophsky,tetofski
tetopskey,
tetopsky,
thatcher,
the stripes,
theabald,
theobold sweet,
thomas sweet,
thompkin king,
thompkins,
thompson,
thompson sweet,
thomson sweet,
three sweet,
tillman sweet,
tippecanoe,
tollman sweet,tolman sweet
tolman,tolman sweet
tolman sweet,
tolman sweet,tolman sweet
tolman sweeting,
tolman's sweet,
tomato,
tomato crab,
tomkin,king of tompkins county
tompkin,
tompkins,
tompkins king,king of tompkins county
tompkins king,
tompkins kings,
total,
touch me not,
townsend,
transcendant crab,
transcendent,
transcendent crab,transcendent crab
transcendent crab,
transendent,
translucent crab,
transparent,
transparent crab,
trenhausen,
troop favorite,
true's beauty,
tuscarora,
twelve oz.,
twentieth century,
twenty ounce,twenty ounce
twenty ounce,
twenty ounce,twenty ounce pippin
twenty ounce greening,
twenty ounce n. y. pippin,
twenty ounce pippin,
twenty ounce pippin,twenty ounce pippin
twenty ounce pippin,twenty ounce
twenty ounce pippins,
twenty ounce sweet,
twenty oz.,
twenty-ounce,
twenty-ounce,twenty ounce
twenty-ounce stripe,
twenty—ounce,
twig russett,
twigged greening,
twin apple,
two ounce,
uncle thomas,
union,
union greening,
union pippin,union pippin
union pippin,
union russet,union russet
union russet,union pippin
union russet,
vail baker,
van dyke crab,
van wick sweet crab,
vandevere,
vandivere,smokehouse
vaughn,
vermont,
vermont baldwin,
vermont greening,
vermont sweet,
vermont sweeting,
veromi,
victoria,
victuals and drink,
volkie,
vose sweet,
w. greening,
wagence,wagener
wagener,
wagener,wagener
wagner,wagener
wagner,
wagner,wagner
wagner greening,
walbridge,
walbridge,walbridge
waldridge,
walker beauty,
walker sweet,
walker's beauty,
wallbridge,walbridge
wallbridge,
wallflower,
walpole ledgings,
wannofsky,
warren greening,
warren russet,roxbury russet
warren winter,
washington,
washington apple,
washington baldwin,
washington co. strawberry,
washington greening,
washington pippin,
washington red,
washington strawberry,
washington sweet,
water core,
water core apple,
water core sweet,
watermelon,
watertown sweet,
watertown sweets,
wax,
wealthty,
wealthy,wealthy
wealthy,
welch sweeting,
well apple,
wels apple,
western apple,
westfish seek no further,
wheat loaves,
wheatley,wealthy
wheatloaf,
whig,
white,
white apple,
white ash,
white astrachan,
white baldwin,
white beauty,
white crab,
white elephant,
white giant,
white graft,
white juneating,
white loaf,
white pearmain,
white pippin,
white rambo,
white russet,
white sweet,
white winter,
white winter pear main,
white winter sweet,
whitefield,
whitelip,
whittier sweet,
wilding,milden
william,william's favorite
william farmer,
william's early,
william's favorite,william's favorite
william's favorite,
williams,williams favorite
williams,
williams favorite,williams
williams favorite,
williams favorite,williams favorite
williams' favorite,
willow,
willow belflower,yellow bellflower
willow twig,
wilson red june,
win's favorite,william's favorite
winchester greening,winthrop greening
wine,
wine,wine
wine apple,
wine apple,wine
wine of corea,
wine sap,
wine sops,
winesap,
winesap,winesap
winesaps,
winesop,
winn,
winn russet,winn russet
winsap,
winslow proof,
winter astrachan,
winter baldwin,
winter banana,
winter banana,winter banana
winter bell-flower,
winter bellflower,
winter bough,
winter calvert,
winter crab,
winter crop,
winter favorite,
winter genitan,
winter gravenstein,
winter greening,
winter harvey,
winter jennette,
winter jennetting,
winter jeunette,
winter mcintosh,
winter pearmain,
winter pippin,
winter porter,
winter queen,
winter red sweet,
winter russet,
winter russett,
winter strawberry,
winter sweet,
winter sweet,danvers winter sweet
winter sweet russet,
winter sweet russett,
winter sweeting,
winter wagner,
winterport greening,
winthrop favorite,
winthrop greening,winthrop greening
winthrop greening,
winthrop seedling,winthrop greening
wismer's dessert,
wolf,wolf river
wolf river,
wolf river,wolf river
wolfbridge,walbridge
wolfe river,
wolfe river,wolf river
wood sweet,
woodcock,
woodpecker,
worcester apple,
worcester russet,
world's wonder,
worthley,
yarmouth cathead,
yellow,
yellow bell flower,
yellow bell flower,yellow bellflower
yellow bellefleur,
yellow belleflower,yellow bellflower
yellow belleflower,
yellow bellfleur,
yellow bellflower,yellow bellflower
yellow bellflower,
yellow bough,
yellow delicious,
yellow favorite,
yellow flat,
yellow nonesuch,
yellow pearmaine,
yellow porter,
yellow russet,
yellow siberian,
yellow siberian crab,
yellow strawberry,chenango strawberry
yellow sweet,
yellow sweet bough,
yellow transcendent crab,
yellow transparent,yellow transparent
yellow transparent,
yellow transparent crab,
yellow transport,yellow transparent
york greening,
york imp.,
york imperial,
york pippin,
york russet,pumpkin russet
york russet,
york russeting,
york russett,
york sweet,
york sweeting,
zeal apple,
zylphia,
